Time,Ecoregion,SoilType,NrOfCohorts,MaxLayerStdev,Layers,PAR0,Tmin(C),Tave(C),Tday(C),Tmax(C),Precip(mm/mo),CO2(ppm),O3(cum_ppb_h,RunOff(mm/mo),Leakage(mm),PET(mm),Evaporation(mm),Transpiration(mm),Interception(mm),PrecLoss(mm/mo),water(mm),PressureHead(mm),SnowPack(mm),LAI(m2),VPD(kPa),GrossPsn(gC_m2_mo),NetPsn(gC_m2_mo),MaintenanceRespiration(gC_mo),Wood(gDW),Root(gDW),Fol(gDW),NSC(gC),HeteroResp(gC_mo),Litter(gDW_m2),CWD(gDW_m2),WoodSenescence(gDW_m2),FoliageSenescence(gDW_m2),SubCanopyPAR,FrostDepth(mm),LeakageFrac(-)
2009.167,SALO1,SALO,2,34,1,383.8795,4.66133,10.65592,13.65322,16.65051,125.3433,390,-99,0,84.84131,5.603026,5.059989,0.5430372,0.2541009,37.52676,183.4593,3,0,0.06533431,0.7110149,3.074934,2.672277,0.09257738,109,53,16.33358,11.05425,2,1,1.61600005626678,0,2,371.5418,1000,1
2009.25,SALO1,SALO,2,34,1,527.2108,9.614363,16.66132,20.1848,23.70828,41.96898,390,-99,0,22.73013,15.34339,13.92507,1.418319,0.2733076,12.5087,174.5728,4,0,0.06533431,1.168453,4.887059,4.284165,0.1448466,109,53,16.33358,15.19357,2,1,1.61600005626678,0,2,510.2664,1000,1
2009.333,SALO1,SALO,2,34,1,519.4026,15.71557,21.29219,24.08051,26.86882,105.3228,390,-99,0,57.63693,14.9387,13.15235,1.786349,0.6858764,31.39109,175.2431,4,0,0.06533431,1.212712,5.930527,5.112135,0.2032066,109,53,16.33358,20.1025,2,1,1.61600005626678,0,2,502.7092,1000,1
2009.417,SALO1,SALO,2,34,1,591.7169,19.76349,25.58446,28.49495,31.40543,69.99529,390,-99,0,33.04633,19.98208,17.55174,2.430344,0.4558187,20.86184,170.8923,4,0,0.06533431,1.585775,6.170368,5.20631,0.2772376,109,53,16.33358,25.03157,2,1,1.61600005626678,0,2,572.6993,1000,1
2009.5,SALO1,SALO,2,34,1,576.9437,20.17489,25.83633,28.66705,31.49777,102.7677,390,-99,0,51.47362,18.97838,16.53405,2.444332,0.6692369,30.62954,171.9092,4,0,0.06533431,1.565334,6.286922,5.281017,0.280659,109,53,16.33358,30.03193,2,1,1.61600005626678,0,2,558.401,1000,1
2009.583,SALO1,SALO,2,34,1,462.6973,21.28325,26.17854,28.62618,31.07383,110.6116,390,-99,0,58.6701,11.17794,9.192787,1.985152,0.7203175,32.96739,178.9851,3,0,0.06533431,1.389173,5.75337,4.734467,0.2818759,109,53,16.33358,34.48453,2,1,1.61600005626678,0,2,447.8263,1000,1
2009.667,SALO1,SALO,2,34,1,385.939,16.20132,21.88001,24.71935,27.5587,69.3526,390,-99,0,37.36678,5.901096,4.407382,1.493715,0.4516334,20.67029,183.948,3,0,0.06533431,1.273259,4.723195,3.906857,0.2044179,109,53,16.33358,38.18695,2,1,1.61600005626678,0,2,373.5351,1000,1
2009.75,SALO1,SALO,2,34,1,312.0101,10.34842,16.0401,18.88594,21.73178,50.3298,390,-99,0,29.58788,0.8744826,0.0420174,0.8324652,0.3277544,15.00062,188.487,3,0,0.06533431,0.9247804,3.624202,3.026236,0.1328302,109,53,16.33358,41.08036,2,1,1.61600005626678,0,2,301.9823,1000,1
2009.833,SALO1,SALO,2,34,1,244.7663,6.011706,11.6714,14.50124,17.33109,145.6964,390,-99,0,100.8643,0,0,0.4139403,0.9487947,43.4243,188.5321,3,0,0.06533431,0.7154167,2.329504,1.90743,0.09572632,109,53,16.33358,42.89206,2,1,1.61600005626678,0,2,236.8995,1000,1
2009.917,SALO1,SALO,2,34,1,201.332,-0.2866858,5.04134,7.705353,10.36937,143.8141,390,-99,0,99.97318,0,0,0,0.936537,42.86329,188.5732,3,0,0.04355838,0.4548683,0,0,0.05987843,109,53,10.8896,42.83219,2,6.44398069381714,1.61600005626678,0,4,196.9946,1000,1
2010,SALO1,SALO,2,42,1,238.4939,-2.860776,3.338971,6.438845,9.538719,122.5606,390,-99,0,85.41953,0,0,0,0.532693,36.60836,188.5732,3,0,0.04355838,0.4825662,0,0,0.05297964,127,62,10.8896,14.54643,3,4,2.72000008821487,0,4,233.3559,1000,1
2010.083,SALO1,SALO,2,42,1,292.7419,-1.572742,4.061,6.877871,9.694742,118.1694,390,-99,0,82.35901,0,0,0,0.5136075,35.29675,188.5732,3,0,0.04355838,0.4573029,0,0,0.06652465,127,62,10.8896,14.47991,3,4,2.72000008821487,0,4,286.4352,1000,1
2010.167,SALO1,SALO,2,42,1,416.8972,4.491639,11.38262,14.8281,18.27359,72.23142,390,-99,0,49.55763,7.667148,6.838308,0.8288395,0.3139441,21.57524,181.6907,3,0,0.07586388,0.8446499,3.950741,3.455563,0.1129639,127,62,18.96597,14.18813,3,4,2.72000008821487,0,4,401.3795,1000,1
2010.25,SALO1,SALO,2,42,1,564.896,10.1325,18.01661,21.95866,25.90072,31.28397,390,-99,0,12.99565,17.74652,15.68645,2.060071,0.2364344,9.31426,172.6819,4,0,0.07586388,1.398218,5.931878,5.169003,0.1856539,127,62,18.96597,19.17148,3,4,2.72000008821487,0,4,543.8694,1000,1
2010.333,SALO1,SALO,2,42,1,551.7132,17.19602,22.93996,25.81193,28.6839,150.6546,390,-99,0,86.50238,16.98343,14.58811,2.395327,1.1386,44.8548,173.8572,4,0,0.07586388,1.362155,7.079834,6.048077,0.2648471,127,62,18.96597,24.95472,3,4,2.72000008821487,0,4,531.1774,1000,1
2010.417,SALO1,SALO,2,42,1,585.5881,21.91202,27.64852,30.51678,33.38503,107.8836,390,-99,0,57.39891,19.4067,16.41402,2.992685,0.8153501,32.12047,171.9993,4,0,0.07586388,1.740456,6.922819,5.718499,0.3714239,127,62,18.96597,30.30179,3,4,2.72000008821487,0,4,563.7916,1000,1
2010.5,SALO1,SALO,2,42,1,598.1011,22.10324,27.84307,30.71299,33.5829,129.0512,390,-99,0,70.57782,20.26364,17.16877,3.094876,0.9753286,38.42278,170.811,4,0,0.07586388,1.75886,7.0843,5.832197,0.3748972,127,62,18.96597,35.75909,3,4,2.72000008821487,0,4,575.8388,1000,1
2010.583,SALO1,SALO,2,42,1,495.1133,21.90525,27.43015,30.1926,32.95505,58.77239,390,-99,0,20.88843,13.24149,10.54573,2.695763,0.4441832,17.49846,177.5108,4,0,0.07586388,1.661249,6.533288,5.297542,0.3575677,127,62,18.96597,40.69906,3,4,2.72000008821487,0,4,476.6842,1000,1
2010.667,SALO1,SALO,2,42,1,477.9311,17.99941,24.73091,28.09666,31.46241,191.2411,390,-99,0,119.4482,12.03743,9.558714,2.478714,1.44534,56.93872,178.8822,3,0,0.07586388,1.73713,5.744852,4.663324,0.2894124,127,62,18.96597,45.07298,3,4,2.72000008821487,0,4,460.1416,1000,1
2010.75,SALO1,SALO,2,42,1,386.5214,9.904493,17.31314,21.01746,24.72178,19.92353,390,-99,0,2.73526,5.760436,4.265908,1.494527,0.1505757,5.931886,184.2276,3,0,0.07586388,1.269412,4.740084,3.985709,0.1675919,127,62,18.96597,48.89111,3,4,2.72000008821487,0,4,372.1344,1000,1
2010.833,SALO1,SALO,2,42,1,253.2762,3.944231,11.11869,14.70592,18.29315,30.9985,390,-99,0,17.18925,0,0,0,0.2342769,9.229268,188.5732,3,0,0.05057845,0.8631717,0,0,0.1057605,127,62,12.64461,48.78535,3,10.3213577270508,2.72000008821487,0,5,246.9514,1000,1
2010.917,SALO1,SALO,2,42,1,199.9796,-3.919276,1.684855,4.486921,7.288987,41.68084,390,-99,0,27.7224,0,0,0,0.2008159,11.88106,188.5732,3,1.595024,0.05057845,0.4014263,0,0,0.054931,127,62,12.64461,48.73042,3,10.3213577270508,2.72000008821487,0,5,0,1000,1
2011,SALO1,SALO,2,49,1,230.3744,-3.658643,2.65014,5.804531,8.958922,26.40241,390,-99,0,19.9836,0,0,0,0.1332022,7.880763,188.5732,3,0,0.05057845,0.4725578,0,0,0.05861889,147,72,12.64461,16.89003,4,7,4.00800007581711,1,5,224.6215,1000,1
2011.083,SALO1,SALO,2,49,1,316.6538,1.155459,8.571128,12.27896,15.9868,79.08389,390,-99,0,55.07939,1.315605,1.315605,0,0.3989842,23.60547,187.2576,3,0,0.05057845,0.7643934,0,0,0.104166,147,72,12.64461,16.78586,4,7,4.00800007581711,1,5,308.7464,1000,1
2011.167,SALO1,SALO,2,49,1,390.7516,4.373593,11.62845,15.25587,18.8833,82.95191,390,-99,0,55.49628,5.800622,4.785106,1.015516,0.4184987,24.76003,183.7341,3,0,0.08767541,0.8986627,4.54962,3.966283,0.1328782,147,72,21.91885,16.44586,4,7,4.00800007581711,1,5,373.9918,1000,1
2011.25,SALO1,SALO,2,49,1,525.3428,10.79953,18.68237,22.62379,26.56521,72.22127,390,-99,0,42.96689,14.90394,12.46641,2.437525,0.6304352,21.47725,175.9769,4,0,0.08767541,1.450658,6.765018,5.847013,0.2248252,147,72,21.91885,22.06804,4,7,4.00800007581711,1,5,502.8105,1000,1
2011.333,SALO1,SALO,2,49,1,578.0533,15.29468,22.34439,25.86925,29.39411,71.86494,390,-99,0,34.41595,18.53606,15.36701,3.169048,0.6273246,21.37128,172.8912,4,0,0.08767541,1.597389,7.987357,6.828795,0.2962383,147,72,21.91885,28.6006,4,7,4.00800007581711,1,5,553.2599,1000,1
2011.417,SALO1,SALO,2,49,1,637.8953,19.82787,27.54615,31.4053,35.26444,109.2329,390,-99,0,56.24988,22.73719,18.65573,4.081456,0.9535179,32.48382,169.6996,4,0,0.08767541,2.283524,7.196054,5.808779,0.4337919,147,72,21.91885,33.97559,4,7,4.00800007581711,1,5,610.5353,1000,1
2011.5,SALO1,SALO,2,49,1,595.9576,22.05132,29.37977,33.04399,36.70822,84.02253,390,-99,0,35.77747,19.93338,15.87868,4.0547,0.7334509,24.98672,172.2912,4,0,0.08767541,2.390046,6.830263,5.31895,0.4403221,147,72,21.91885,38.85423,4,7,4.00800007581711,1,5,570.3962,1000,1
2011.583,SALO1,SALO,2,49,1,574.4376,20.06794,27.5082,31.22833,34.94846,123.3317,390,-99,0,65.67485,18.43361,14.60769,3.825919,1.076589,36.67654,173.7614,4,0,0.08767541,2.202907,6.992372,5.560606,0.4194881,147,72,21.91885,43.99533,4,7,4.00800007581711,1,5,549.7994,1000,1
2011.667,SALO1,SALO,2,49,1,389.3294,16.7472,22.82246,25.86009,28.89772,117.6625,390,-99,0,64.70737,5.849157,3.603946,2.245212,1.027102,34.99062,184.8497,3,0,0.08767541,1.426666,6.336068,5.188573,0.2930907,147,72,21.91885,48.8908,4,7,4.00800007581711,1,5,372.6308,1000,1
2011.75,SALO1,SALO,2,49,1,377.5794,7.43572,15.15763,19.01858,22.87954,53.6287,390,-99,0,32.09113,4.98894,3.512579,1.476362,0.4681366,15.94817,184.9821,3,0,0.08767541,1.167592,5.090803,4.33505,0.1668614,147,72,21.91885,53.05897,4,7,4.00800007581711,1,5,361.3847,1000,1
2011.833,SALO1,SALO,2,49,1,278.6787,4.026283,11.84783,15.7586,19.66937,97.78082,390,-99,0,63.53922,0,0,0.8407282,0.85355,29.07818,188.4512,3,0,0.08767541,0.9755806,3.469583,2.895404,0.1282158,147,72,21.91885,55.82616,4,7,4.00800007581711,1,5,266.726,1000,1
2011.917,SALO1,SALO,2,49,1,218.0005,2.515742,9.617799,13.16883,16.71985,30.27619,390,-99,0,20.88635,0,0,0,0.2642875,9.003572,188.5732,3,0,0.05845319,0.7822078,0,0,0.108371,147,72,14.6133,55.71781,4,14.3055529594421,4.00800007581711,1,6,211.7213,1000,1
2012,SALO1,SALO,2,57,1,247.7641,1.071026,7.916557,11.33932,14.76209,58.95212,390,-99,0,41.02592,0,0,0,0.3435888,17.58256,188.5732,3,0,0.05845319,0.6824772,0,0,0.09718491,169,82,14.6133,19.51929,5,10,5.32800006866455,2,6,240.6276,1000,1
2012.083,SALO1,SALO,2,57,1,291.1073,1.560321,8.518586,11.99772,15.47685,54.19102,390,-99,0,37.71263,0,0,0,0.3158398,16.16255,188.5732,3,0,0.05845319,0.718547,0,0,0.1199084,169,82,14.6133,19.39938,5,10,5.32800006866455,2,6,282.7224,1000,1
2012.167,SALO1,SALO,2,57,1,422.4473,9.271516,16.66235,20.35776,24.05318,105.084,390,-99,0,71.59979,7.801437,5.775451,2.025987,0.6124578,31.34146,182.3022,3,0,0.1010564,1.221153,6.679617,5.715936,0.2175228,169,82,25.2641,20.10493,5,10,5.32800006866455,2,6,401.6323,1000,1
2012.25,SALO1,SALO,2,57,1,511.5182,9.507598,17.3663,21.29565,25.225,72.30395,390,-99,0,41.42119,13.71404,11.18618,2.527859,0.7269982,21.47309,177.2709,4,0,0.1010564,1.344359,7.570463,6.59471,0.2369295,169,82,25.2641,26.46271,5,10,5.32800006866455,2,6,486.3144,1000,1
2012.333,SALO1,SALO,2,57,1,553.4272,15.60164,22.60191,26.10205,29.60219,143.8439,390,-99,0,84.90421,16.63893,12.9999,3.639035,1.446315,42.71929,175.406,4,0,0.1010564,1.609048,9.105467,7.753181,0.3479536,169,82,25.2641,33.86793,5,10,5.32800006866455,2,6,526.1585,1000,1
2012.417,SALO1,SALO,2,57,1,608.058,16.60287,24.32758,28.18993,32.05228,74.85846,390,-99,0,34.60287,20.35383,16.05199,4.301832,0.7526832,22.23173,172.3233,4,0,0.1010564,1.932202,8.96367,7.547425,0.4003786,169,82,25.2641,41.01497,5,10,5.32800006866455,2,6,578.0974,1000,1
2012.5,SALO1,SALO,2,57,1,599.2559,22.59931,29.59211,33.08852,36.58492,153.1571,390,-99,0,86.18945,19.88703,15.27746,4.609575,1.539956,45.48513,172.3788,4,0,0.1010564,2.312804,8.024296,6.273057,0.5078688,169,82,25.2641,46.78016,5,10,5.32800006866455,2,6,569.729,1000,1
2012.583,SALO1,SALO,2,57,1,524.0942,20.13739,26.44868,29.60433,32.75998,125.4405,390,-99,0,67.06847,14.75589,10.91675,3.839144,1.261273,37.25377,177.4799,4,0,0.1010564,1.789246,8.638716,7.047112,0.4464011,169,82,25.2641,53.38087,5,10,5.32800006866455,2,6,498.2708,1000,1
2012.667,SALO1,SALO,2,57,1,433.1519,16.67505,23.23121,26.50929,29.78737,86.37813,390,-99,0,46.7271,8.610009,5.708344,2.901665,0.8685106,25.65289,181.9996,3,0,0.1010564,1.565605,7.461911,6.113546,0.3474885,169,82,25.2641,59.14692,5,10,5.32800006866455,2,6,411.8094,1000,1
2012.75,SALO1,SALO,2,57,1,350.1628,9.659505,17.00364,20.67571,24.34778,36.01847,390,-99,0,16.90593,3.028642,1.182383,1.846259,0.3621568,10.6969,187.0245,3,0,0.1010564,1.237539,6.006458,5.021246,0.2185613,169,82,25.2641,63.94962,5,10,5.32800006866455,2,6,332.9093,1000,1
2012.833,SALO1,SALO,2,57,1,262.6047,1.502519,9.192776,13.0379,16.88303,28.50481,390,-99,0,18.20398,0,0,0,0.2866088,8.465462,188.5732,3,0,0.0673743,0.8205064,0,0,0.1229843,169,82,16.84358,63.82663,5,18.4205250740051,5.32800006866455,2,7,253.9056,1000,1
2012.917,SALO1,SALO,2,57,1,196.3753,4.506248,10.65132,13.72385,16.79638,109.458,390,-99,0,75.58806,0,0,0.5428415,0.7349868,32.6169,188.5484,3,0,0.1010564,0.727416,3.00452,2.381936,0.1355138,169,82,25.2641,62.28384,5,18.4205250740051,5.32800006866455,2,7,186.6994,1000,1
2013,SALO1,SALO,2,66,1,215.3239,2.102993,8.374505,11.51026,14.64602,49.41916,390,-99,0,34.22073,0,0,0,0.4968974,14.67668,188.5732,3,0,0.0673743,0.6469927,0,0,0.1163049,194,95,16.84358,22.50036,6,21.4205250740051,6.66400027275085,2,7,208.1911,1000,1
2013.083,SALO1,SALO,2,66,1,285.9843,0.5164254,6.975784,10.20546,13.43514,97.53652,390,-99,0,67.81711,0,0,0,0.6549368,29.06448,188.5732,3,0,0.0673743,0.6107805,0,0,0.1237477,194,95,16.84358,22.37662,6,21.4205250740051,6.66400027275085,2,7,276.5107,1000,1
2013.167,SALO1,SALO,2,66,1,400.7555,1.373749,8.554287,12.14456,15.73483,59.03862,390,-99,0,41.04959,6.653005,6.653005,0,0.3964317,17.59266,181.9202,3,0,0.0673743,0.7412904,0,0,0.1418921,194,95,16.84358,22.23473,6,21.4205250740051,6.66400027275085,2,7,387.48,1000,1
2013.25,SALO1,SALO,2,66,1,483.7312,10.07252,17.0415,20.52599,24.01048,106.9117,390,-99,0,65.44429,11.62116,9.13659,2.484567,0.7178892,31.85815,179.1904,3,0,0.1156962,1.181441,8.466884,7.372675,0.2639376,194,95,28.92404,23.90726,6,21.4205250740051,6.66400027275085,2,7,456.5423,1000,1
2013.333,SALO1,SALO,2,66,1,557.9265,13.00698,20.15477,23.72867,27.30257,86.07446,390,-99,0,46.67868,16.59831,12.9324,3.665904,0.9901099,25.52531,175.4725,4,0,0.1156962,1.437049,10.27057,8.907717,0.3365973,194,95,28.92404,32.47838,6,21.4205250740051,6.66400027275085,2,7,526.5674,1000,1
2013.417,SALO1,SALO,2,66,1,514.3164,19.31866,25.04653,27.91046,30.77439,332.4547,390,-99,0,213.1567,13.81448,9.848595,3.965883,3.824208,98.58913,178.5425,3,0,0.1156962,1.518621,10.51418,8.843187,0.473892,194,95,28.92404,40.84767,6,21.4205250740051,6.66400027275085,2,7,485.4084,1000,1
2013.5,SALO1,SALO,2,66,1,528.7247,20.66043,26.05532,28.75276,31.4502,154.1538,390,-99,0,92.72713,14.79058,10.69386,4.096721,1.773222,45.71416,177.6912,4,0,0.1156962,1.513006,10.90136,9.105288,0.5051618,194,95,28.92404,49.44779,6,21.4205250740051,6.66400027275085,2,7,499.0068,1000,1
2013.583,SALO1,SALO,2,66,1,476.5309,19.53728,25.05966,27.82085,30.58204,104.2226,390,-99,0,57.72878,11.30018,7.6258,3.674384,1.198866,30.90711,180.7788,3,0,0.1156962,1.468362,10.0748,8.347183,0.463616,194,95,28.92404,57.33135,6,21.4205250740051,6.66400027275085,2,7,449.7466,1000,1
2013.667,SALO1,SALO,2,66,1,400.269,16.57197,22.41794,25.34093,28.26391,56.62414,390,-99,0,29.79355,6.204766,3.378291,2.826476,0.6513444,16.79184,183.9614,3,0,0.1156962,1.346732,8.449848,6.964976,0.3766442,194,95,28.92404,63.91967,6,21.4205250740051,6.66400027275085,2,7,377.7712,1000,1
2013.75,SALO1,SALO,2,66,1,302.0009,11.18013,17.52376,20.69558,23.8674,62.25396,390,-99,0,37.08391,0,0,1.826594,0.716104,18.46136,188.1274,3,0,0.1156962,1.112246,6.611899,5.446023,0.2605692,194,95,28.92404,69.10512,6,21.4205250740051,6.66400027275085,2,7,285.0264,1000,1
2013.833,SALO1,SALO,2,66,1,244.9416,1.076355,8.750618,12.58775,16.42488,47.66619,390,-99,0,32.5367,0,0,0,0.5483016,14.13537,188.5732,3,0,0.07713463,0.7974499,0,0,0.136789,194,95,19.28366,68.96834,6,31.0609068870544,6.66400027275085,2,9,235.6747,1000,1
2013.917,SALO1,SALO,2,66,1,195.9061,1.985564,8.57039,11.8628,15.15521,123.3781,390,-99,0,85.701,0,0,0,0.9480114,36.72902,188.5732,3,0,0.07713463,0.6849535,0,0,0.1338143,194,95,19.28366,68.8345,6,31.0609068870544,6.66400027275085,2,9,188.4944,1000,1
2014,SALO1,SALO,2,76,1,239.7047,-4.255778,2.592329,6.016382,9.440435,80.25068,390,-99,0,55.7439,0,0,0,0.6166294,23.89021,188.5732,3,0,0.07713463,0.5084388,0,0,0.08879196,221,108,19.28366,25.75836,9,23,8.07200002670288,2,9,230.6359,1000,1
2014.083,SALO1,SALO,2,76,1,288.7332,0.6572107,6.880484,9.992121,13.10376,97.43128,390,-99,0,67.6778,0,0,0,0.7486416,29.00479,188.5732,3,0,0.07713463,0.5866263,0,0,0.1399902,221,108,19.28366,25.61837,9,23,8.07200002670288,2,9,277.8094,1000,1
2014.167,SALO1,SALO,2,76,1,365.861,1.300292,8.62942,12.29398,15.95855,121.5799,390,-99,0,84.45206,4.251205,4.251205,0,0.9341943,36.1937,184.322,3,0,0.07713463,0.7588419,0,0,0.1622138,221,108,19.28366,25.45615,9,23,8.07200002670288,2,9,352.0193,1000,1
2014.25,SALO1,SALO,2,76,1,505.7552,10.11939,17.00064,20.44127,23.88189,122.2146,390,-99,0,77.95065,12.80293,9.982685,2.820249,0.9390714,36.38266,178.4613,3,0,0.1314636,1.164976,9.746648,8.506577,0.2991962,221,108,32.86589,27.55153,9,23,8.07200002670288,2,9,473.5799,1000,1
2014.333,SALO1,SALO,2,76,1,618.3009,15.24884,22.09677,25.52073,28.9447,82.01028,390,-99,0,42.09367,20.32967,15.66363,4.666032,1.071081,24.28176,172.6954,4,0,0.1314636,1.534335,12.24369,10.52772,0.4369599,221,108,32.86589,37.64229,9,23,8.07200002670288,2,9,578.9657,1000,1
2014.417,SALO1,SALO,2,76,1,570.511,19.86276,26.08624,29.19798,32.30972,67.02806,390,-99,0,25.52666,17.28518,12.14694,5.138235,0.8754081,19.8458,176.1905,4,0,0.1314636,1.733027,11.93695,9.959665,0.5812058,221,108,32.86589,47.02077,9,23,8.07200002670288,2,9,534.2161,1000,1
2014.5,SALO1,SALO,2,76,1,590.0439,20.68509,26.3007,29.10851,31.91632,89.27098,390,-99,0,45.55562,18.57403,13.58123,4.992801,1.165908,26.43152,173.7344,4,0,0.1314636,1.59136,12.63167,10.57225,0.5850172,221,108,32.86589,57.00799,9,23,8.07200002670288,2,9,552.5065,1000,1
2014.583,SALO1,SALO,2,76,1,552.4753,19.83376,25.13784,27.78988,30.44192,93.82853,390,-99,0,45.92624,16.06071,11.8085,4.252208,1.225431,27.78093,176.5696,4,0,0.1314636,1.419427,12.06108,10.09179,0.5298221,221,108,32.86589,66.56996,9,23,8.07200002670288,2,9,517.3279,1000,1
2014.667,SALO1,SALO,2,76,1,366.0647,17.94467,22.73021,25.12298,27.51575,171.1404,390,-99,0,103.8165,3.747617,1.069163,2.678453,2.235149,50.67158,187.2392,3,0,0.1314636,1.134102,9.508602,7.795598,0.4386439,221,108,32.86589,73.92691,9,23,8.07200002670288,2,9,342.7763,1000,1
2014.75,SALO1,SALO,2,76,1,389.2732,10.32383,17.62615,21.27731,24.92847,51.00039,390,-99,0,31.54262,5.232758,2.616686,2.616072,0.6660815,15.10029,185.6978,3,0,0.1314636,1.274683,8.262895,6.929587,0.2976696,221,108,32.86589,80.55879,9,23,8.07200002670288,2,9,364.5083,1000,1
