Time,Ecoregion,SoilType,NrOfCohorts,MaxLayerStdev,Layers,PAR0,Tmin(C),Tave(C),Tday(C),Tmax(C),Precip(mm/mo),CO2(ppm),O3(cum_ppb_h,RunOff(mm/mo),Leakage(mm),PET(mm),Evaporation(mm),Transpiration(mm),Interception(mm),PrecLoss(mm/mo),water(mm),PressureHead(mm),SnowPack(mm),LAI(m2),VPD(kPa),GrossPsn(gC_m2_mo),NetPsn(gC_m2_mo),MaintenanceRespiration(gC_mo),Wood(gDW),Root(gDW),Fol(gDW),NSC(gC),HeteroResp(gC_mo),Litter(gDW_m2),CWD(gDW_m2),WoodSenescence(gDW_m2),FoliageSenescence(gDW_m2),SubCanopyPAR,FrostDepth(mm),LeakageFrac(-)
2009.167,SALO1,SALO,2,34,1,383.8795,4.66133,10.65592,13.65322,16.65051,125.3433,390,-99,0,84.87521,5.566508,4.907471,0.6590373,0.2541009,37.52676,183.4619,3,0,0.06822034,0.7110149,4.643029,4.034874,0.09668326,114,56,17.05508,12.08491,2,1,1.61600005626678,0,2,371.0061,1000,1
2009.25,SALO1,SALO,2,34,1,527.2108,9.614363,16.66132,20.1848,23.70828,41.96898,390,-99,0,22.42221,15.2923,13.57093,1.721366,0.2853394,12.50509,174.9259,4,0,0.06822034,1.168453,7.379584,6.468999,0.1512707,114,56,17.05508,18.40264,2,1,1.61600005626678,0,2,509.5308,1000,1
2009.333,SALO1,SALO,2,34,1,519.4026,15.71557,21.29219,24.08051,26.86882,105.3228,390,-99,0,57.50563,14.88796,12.71992,2.168034,0.7160707,31.38203,175.7571,4,0,0.06822034,1.212712,8.955261,7.719199,0.212219,114,56,17.05508,25.90962,2,1,1.61600005626678,0,2,501.9845,1000,1
2009.417,SALO1,SALO,2,34,1,591.7169,19.76349,25.58446,28.49495,31.40543,69.99529,390,-99,0,33.51709,19.92385,16.97416,2.949693,0.4758851,20.85582,170.9798,4,0,0.06822034,1.585775,9.317629,7.861559,0.2895333,114,56,17.05508,33.48164,2,1,1.61600005626678,0,2,571.8736,1000,1
2009.5,SALO1,SALO,2,34,1,576.9437,20.17489,25.83633,28.66705,31.49777,102.7677,390,-99,0,51.01993,18.92159,15.95493,2.966663,0.6986986,30.6207,172.4866,4,0,0.06822034,1.565334,9.49361,7.974336,0.2931064,114,56,17.05508,41.16286,2,1,1.61600005626678,0,2,557.5959,1000,1
2009.583,SALO1,SALO,2,34,1,462.6973,21.28325,26.17854,28.62618,31.07383,110.6116,390,-99,0,58.5126,11.13241,8.723106,2.409301,0.752028,32.95787,179.7432,3,0,0.06822034,1.389173,8.687702,7.148796,0.2943773,114,56,17.05508,48.01729,2,1,1.61600005626678,0,2,447.1808,1000,1
2009.667,SALO1,SALO,2,34,1,385.939,16.20132,21.88001,24.71935,27.5587,69.3526,390,-99,0,37.8542,5.863354,4.050537,1.812817,0.4715156,20.66433,184.2425,3,0,0.06822034,1.273259,7.131934,5.898973,0.2134839,114,56,17.05508,53.70277,2,1,1.61600005626678,0,2,372.9966,1000,1
2009.75,SALO1,SALO,2,34,1,312.0101,10.34842,16.0401,18.88594,21.73178,50.3298,390,-99,0,29.75073,0.8443354,0,1.010272,0.3421831,14.99629,188.4729,3,0,0.06822034,0.9247804,5.472299,4.569159,0.1387214,114,56,17.05508,58.1332,2,1,1.61600005626678,0,2,301.5468,1000,1
2009.833,SALO1,SALO,2,34,1,244.7663,6.011706,11.6714,14.50124,17.33109,145.6964,390,-99,0,100.7137,0,0,0.50234,0.9905634,43.41176,188.551,3,0,0.06822034,0.7154167,3.517295,2.879813,0.09997185,114,56,17.05508,60.91302,2,1,1.61600005626678,0,2,236.5581,1000,1
2009.917,SALO1,SALO,2,34,1,201.332,-0.2866858,5.04134,7.705353,10.36937,143.8141,390,-99,0,99.96318,0,0,0,0.977766,42.85091,188.5732,3,0,0.0454825,0.4548683,0,0,0.06253409,114,56,11.37062,60.8505,2,6.6844596862793,1.61600005626678,0,5,196.8052,1000,1
2010,SALO1,SALO,2,47,1,238.4939,-2.860776,3.338971,6.438845,9.538719,122.5606,390,-99,0,85.40308,0,0,0,0.5561704,36.60132,188.5732,3,0,0.0454825,0.4825662,0,0,0.05532933,143,70,11.37062,15.18797,3,4,2.80800002813339,1,5,233.1315,1000,1
2010.083,SALO1,SALO,2,47,1,292.7419,-1.572742,4.061,6.877871,9.694742,118.1694,390,-99,0,82.34323,0,0,0,0.5362437,35.28996,188.5732,3,0,0.0454825,0.4573029,0,0,0.07510437,143,70,11.37062,15.11286,3,4,2.80800002813339,1,5,286.1598,1000,1
2010.167,SALO1,SALO,2,47,1,416.8972,4.491639,11.38262,14.8281,18.27359,72.23142,390,-99,0,49.35402,7.533702,6.447334,1.086367,0.3277806,21.57109,182.018,3,0,0.08560339,0.8446499,6.442732,5.634522,0.1275329,143,70,21.40084,16.10625,3,4,2.80800002813339,1,5,399.4297,1000,1
2010.25,SALO1,SALO,2,47,1,564.896,10.1325,18.01661,21.95866,25.90072,31.28397,390,-99,0,13.11343,17.56231,14.86176,2.700551,0.2666584,9.305194,173.0545,4,0,0.08560339,1.398218,9.674923,8.42979,0.2095978,143,70,21.40084,24.32645,3,4,2.80800002813339,1,5,541.2275,1000,1
2010.333,SALO1,SALO,2,47,1,551.7132,17.19602,22.93996,25.81193,28.6839,150.6546,390,-99,0,86.07359,16.80222,13.66217,3.140049,1.28415,44.81114,174.7379,4,0,0.08560339,1.362155,11.54729,9.863293,0.2990046,143,70,21.40084,33.89074,3,4,2.80800002813339,1,5,528.597,1000,1
2010.417,SALO1,SALO,2,47,1,585.5881,21.91202,27.64852,30.51678,33.38503,107.8836,390,-99,0,57.50629,19.21303,15.28971,3.923321,0.9195784,32.0892,172.8933,4,0,0.08560339,1.740456,11.29174,9.326101,0.4193267,143,70,21.40084,42.7975,3,4,2.80800002813339,1,5,561.0527,1000,1
2010.5,SALO1,SALO,2,47,1,598.1011,22.10324,27.84307,30.71299,33.5829,129.0512,390,-99,0,70.45628,20.06577,16.00843,4.057336,1.100007,38.38537,171.9371,4,0,0.08560339,1.75886,11.55526,9.511631,0.4232479,143,70,21.40084,51.88587,3,4,2.80800002813339,1,5,573.0413,1000,1
2010.583,SALO1,SALO,2,47,1,495.1133,21.90525,27.43015,30.1926,32.95505,58.77239,390,-99,0,20.81487,13.07781,9.543961,3.533852,0.5009643,17.48143,178.8344,3,0,0.08560339,1.661249,10.65574,8.638811,0.4036835,143,70,21.40084,60.12102,3,4,2.80800002813339,1,5,474.3686,1000,1
2010.667,SALO1,SALO,2,47,1,477.9311,17.99941,24.73091,28.09666,31.46241,191.2411,390,-99,0,120.6741,11.87987,8.630604,3.249271,1.630101,56.8833,179.0081,3,0,0.08560339,1.73713,9.369658,7.604431,0.3267381,143,70,21.40084,67.3987,3,4,2.80800002813339,1,5,457.9062,1000,1
2010.75,SALO1,SALO,2,47,1,386.5214,9.904493,17.31314,21.01746,24.72178,19.92353,390,-99,0,2.605988,5.634635,3.67575,1.958885,0.1698242,5.926111,184.595,3,0,0.08560339,1.269412,7.729944,6.498683,0.1892063,143,70,21.40084,73.70819,3,4,2.80800002813339,1,5,370.3265,1000,1
2010.833,SALO1,SALO,2,47,1,253.2762,3.944231,11.11869,14.70592,18.29315,30.9985,390,-99,0,17.53563,0,0,0,0.2642251,9.220284,188.5732,3,0,0.05707177,0.8631717,0,0,0.1194005,143,70,14.26794,73.58879,3,11.1329019069672,2.80800002813339,1,6,246.1509,1000,1
2010.917,SALO1,SALO,2,47,1,199.9796,-3.919276,1.684855,4.486921,7.288987,41.68084,390,-99,0,27.70444,0,0,0,0.2265234,11.87335,188.5732,3,1.595024,0.05707177,0.4014263,0,0,0.06201548,143,70,14.26794,73.5268,3,11.1329019069672,2.80800002813339,1,6,0,1000,1
2011,SALO1,SALO,2,60,1,230.3744,-3.658643,2.65014,5.804531,8.958922,26.40241,390,-99,0,19.97168,0,0,0,0.1502541,7.875647,188.5732,3,0,0.05707177,0.4725578,0,0,0.06617901,178,87,14.26794,19.05876,3,8,4.26400005817413,2,6,223.8934,1000,1
2011.083,SALO1,SALO,2,60,1,316.6538,1.155459,8.571128,12.27896,15.9868,79.08389,390,-99,0,55.04364,1.24771,1.24771,0,0.4500602,23.59015,187.3255,3,0,0.05707177,0.7643934,0,0,0.1263648,178,87,14.26794,18.9324,3,8,4.26400005817413,2,6,307.7455,1000,1
2011.167,SALO1,SALO,2,60,1,390.7516,4.373593,11.62845,15.25587,18.8833,82.95191,390,-99,0,55.35869,5.56362,4.135222,1.428398,0.4720729,24.74395,184.1391,3,0,0.1062558,0.8986627,7.962009,6.939421,0.1611958,178,87,26.56396,20.17741,3,8,4.26400005817413,2,6,370.5336,1000,1
2011.25,SALO1,SALO,2,60,1,525.3428,10.79953,18.68237,22.62379,26.56521,72.22127,390,-99,0,42.34555,14.57931,11.14978,3.42953,0.7633305,21.43738,177.2348,4,0,0.1062558,1.450658,11.8424,10.23314,0.2727376,178,87,26.56396,30.13782,3,8,4.26400005817413,2,6,498.161,1000,1
2011.333,SALO1,SALO,2,60,1,578.0533,15.29468,22.34439,25.86925,29.39411,71.86494,390,-99,0,34.6647,18.17675,13.71755,4.459198,0.7595643,21.33161,174.1671,4,0,0.1062558,1.597389,13.98351,11.95255,0.3593695,178,87,26.56396,41.731,3,8,4.26400005817413,2,6,548.1442,1000,1
2011.417,SALO1,SALO,2,60,1,637.8953,19.82787,27.54615,31.4053,35.26444,109.2329,390,-99,0,55.82123,22.33753,16.59361,5.743922,1.154519,32.42352,171.6631,4,0,0.1062558,2.283524,12.60007,10.16818,0.5262371,178,87,26.56396,51.37294,3,8,4.26400005817413,2,6,604.8898,1000,1
2011.5,SALO1,SALO,2,60,1,595.9576,22.05132,29.37977,33.04399,36.70822,84.02253,390,-99,0,35.89221,19.55931,13.85311,5.706208,0.8880619,24.94034,174.4057,4,0,0.1062558,2.390046,11.95946,9.310127,0.534159,178,87,26.56396,60.14891,3,8,4.26400005817413,2,6,565.1222,1000,1
2011.583,SALO1,SALO,2,60,1,574.4376,20.06794,27.5082,31.22833,34.94846,123.3317,390,-99,0,66.40302,18.07379,12.68984,5.383953,1.303534,36.60846,175.3486,4,0,0.1062558,2.202907,12.24264,9.732761,0.5088851,178,87,26.56396,69.3728,3,8,4.26400005817413,2,6,544.7156,1000,1
2011.667,SALO1,SALO,2,60,1,389.3294,16.7472,22.82246,25.86009,28.89772,117.6625,390,-99,0,65.59729,5.607141,2.448773,3.158368,1.243614,34.92567,185.6374,3,0,0.1062558,1.426666,11.08946,9.077907,0.3555512,178,87,26.56396,78.09517,3,8,4.26400005817413,2,6,369.185,1000,1
2011.75,SALO1,SALO,2,60,1,377.5794,7.43572,15.15763,19.01858,22.87954,53.6287,390,-99,0,32.45091,4.757494,2.680868,2.076626,0.5668195,15.91857,185.5723,3,0,0.1062558,1.167592,8.909168,7.584333,0.2024211,178,87,26.56396,85.47705,3,8,4.26400005817413,2,6,358.043,1000,1
2011.833,SALO1,SALO,2,60,1,278.6787,4.026283,11.84783,15.7586,19.66937,97.78082,390,-99,0,63.65691,0,0,1.182268,1.033478,29.0242,188.4562,3,0,0.1062558,0.9755806,6.070479,5.063944,0.1555399,178,87,26.56396,90.38543,3,8,4.26400005817413,2,6,264.2596,1000,1
2011.917,SALO1,SALO,2,60,1,218.0005,2.515742,9.617799,13.16883,16.71985,30.27619,390,-99,0,20.85225,0,0,0,0.3199991,8.986858,188.5732,3,0,0.07084076,0.7822078,0,0,0.131466,178,87,17.71019,90.25397,3,16.8537669181824,4.26400005817413,2,7,210.414,1000,1
2012,SALO1,SALO,2,74,1,247.7641,1.071026,7.916557,11.33932,14.76209,58.95212,390,-99,0,40.97523,0,0,0,0.4161456,17.56079,188.5732,3,0,0.07084076,0.6824772,0,0,0.117896,220,108,17.71019,23.65684,6,12,5.8160001039505,2,7,239.1417,1000,1
2012.083,SALO1,SALO,2,74,1,291.1073,1.560321,8.518586,11.99772,15.47685,54.19102,390,-99,0,37.66597,0,0,0,0.3825367,16.14254,188.5732,3,0,0.07084076,0.718547,0,0,0.1561775,220,108,17.71019,23.50066,6,12,5.8160001039505,2,7,280.9765,1000,1
2012.167,SALO1,SALO,2,74,1,422.4473,9.271516,16.66235,20.35776,24.05318,105.084,390,-99,0,71.50291,7.381027,4.326057,3.05497,0.7417925,31.30266,182.7288,3,0,0.1314144,1.221153,12.53162,10.71895,0.2833176,220,108,32.85361,27.12175,6,12,5.8160001039505,2,7,395.5816,1000,1
2012.25,SALO1,SALO,2,74,1,511.5182,9.507598,17.3663,21.29565,25.225,72.30395,390,-99,0,40.88216,13.20392,9.391268,3.812649,0.9439623,21.408,178.5947,3,0,0.1314144,1.344359,14.20632,12.37094,0.3085943,220,108,32.85361,39.1841,6,12,5.8160001039505,2,7,478.988,1000,1
2012.333,SALO1,SALO,2,74,1,553.4272,15.60164,22.60191,26.10205,29.60219,143.8439,390,-99,0,84.75418,16.08198,10.59249,5.48949,1.877951,42.5898,177.1347,4,0,0.1314144,1.609048,17.08965,14.54602,0.4532002,220,108,32.85361,53.27691,6,12,5.8160001039505,2,7,518.2319,1000,1
2012.417,SALO1,SALO,2,74,1,608.058,16.60287,24.32758,28.18993,32.05228,74.85846,390,-99,0,34.78877,19.73991,13.2496,6.490313,0.9773126,22.16434,174.3227,4,0,0.1314144,1.932202,16.82609,14.16215,0.5214824,220,108,32.85361,66.91756,6,12,5.8160001039505,2,7,569.3882,1000,1
2012.5,SALO1,SALO,2,74,1,599.2559,22.59931,29.59211,33.08852,36.58492,153.1571,390,-99,0,84.98663,19.27824,12.32273,6.955506,1.999538,45.34726,175.868,4,0,0.1314144,2.312804,15.06468,11.77063,0.6614855,220,108,32.85361,78.0267,6,12,5.8160001039505,2,7,561.1459,1000,1
2012.583,SALO1,SALO,2,74,1,524.0942,20.13739,26.44868,29.60433,32.75998,125.4405,390,-99,0,69.95346,14.2257,8.434239,5.791459,1.637685,37.14085,178.3508,3,0,0.1314144,1.789246,16.21392,13.22013,0.5814255,220,108,32.85361,90.66543,6,12,5.8160001039505,2,7,490.7642,1000,1
2012.667,SALO1,SALO,2,74,1,433.1519,16.67505,23.23121,26.50929,29.78737,86.37813,390,-99,0,45.31697,8.173807,3.797767,4.37604,1.127707,25.57513,184.5354,3,0,0.1314144,1.565605,14.00133,11.46507,0.4525945,220,108,32.85361,101.6779,6,12,5.8160001039505,2,7,405.6055,1000,1
2012.75,SALO1,SALO,2,74,1,350.1628,9.659505,17.00364,20.67571,24.34778,36.01847,390,-99,0,18.33768,2.679912,0,2.783359,0.4702382,10.66447,188.2981,3,0,0.1314144,1.237539,11.26627,9.4131,0.2846702,220,108,32.85361,110.8063,6,12,5.8160001039505,2,7,327.894,1000,1
2012.833,SALO1,SALO,2,74,1,262.6047,1.502519,9.192776,13.0379,16.88303,28.50481,390,-99,0,19.41785,0,0,0,0.3721438,8.439801,188.5732,3,0,0.08761401,0.8205064,0,0,0.1601837,220,108,21.9035,110.6461,6,22.9501080513,5.8160001039505,2,10,251.3492,1000,1
2012.917,SALO1,SALO,2,74,1,196.3753,4.506248,10.65132,13.72385,16.79638,109.458,390,-99,0,75.21494,0,0,0.8178313,0.9548165,32.55095,188.4926,3,0,0.1314144,0.727416,5.631849,4.460776,0.1765031,220,108,32.85361,110.0029,6,22.9501080513,5.8160001039505,2,10,183.8868,1000,1
2013,SALO1,SALO,2,92,1,215.3239,2.102993,8.374505,11.51026,14.64602,49.41916,390,-99,0,34.06125,0,0,0,0.6451906,14.63219,188.5732,3,0,0.08761401,0.6469927,0,0,0.1514841,272,133,21.9035,29.25849,6,27.9501080513,8.48800015449524,2,10,206.0949,1000,1
2013.083,SALO1,SALO,2,92,1,285.9843,0.5164254,6.975784,10.20546,13.43514,97.53652,390,-99,0,67.67998,0,0,0,0.850824,29.00571,188.5732,3,0,0.08761401,0.6107805,0,0,0.1734743,272,133,21.9035,29.08501,6,27.9501080513,8.48800015449524,2,10,273.7267,1000,1
2013.167,SALO1,SALO,2,92,1,400.7555,1.373749,8.554287,12.14456,15.73483,59.03862,390,-99,0,40.96651,6.388502,6.388502,0,0.5150017,17.55709,182.1847,3,0,0.08761401,0.7412904,0,0,0.1989099,272,133,21.9035,28.88612,6,27.9501080513,8.48800015449524,2,10,383.5788,1000,1
2013.25,SALO1,SALO,2,92,1,483.7312,10.07252,17.0415,20.52599,24.01048,106.9117,390,-99,0,63.99252,10.89802,6.87356,4.024461,0.932605,31.79373,181.4796,3,0,0.1617981,1.181441,17.06341,14.85,0.3699981,272,133,40.44952,35.02042,6,27.9501080513,8.48800015449524,2,10,446.1388,1000,1
2013.333,SALO1,SALO,2,92,1,557.9265,13.00698,20.15477,23.72867,27.30257,86.07446,390,-99,0,47.49142,15.75869,9.818761,5.939928,1.381462,25.4079,177.5146,4,0,0.1617981,1.437049,20.70522,17.94839,0.4718553,272,133,40.44952,52.49694,6,27.9501080513,8.48800015449524,2,10,514.568,1000,1
2013.417,SALO1,SALO,2,92,1,514.3164,19.31866,25.04653,27.91046,30.77439,332.4547,390,-99,0,211.8507,13.03508,6.60954,6.425543,5.335771,98.13567,181.6119,3,0,0.1617981,1.518621,21.19485,17.81471,0.6643203,272,133,40.44952,69.64732,6,27.9501080513,8.48800015449524,2,10,474.3472,1000,1
2013.5,SALO1,SALO,2,92,1,528.7247,20.66043,26.05532,28.75276,31.4502,154.1538,390,-99,0,92.9399,13.98838,7.350305,6.638074,2.474109,45.5039,180.8594,3,0,0.1617981,1.513006,21.97715,18.344,0.7081555,272,133,40.44952,87.28316,6,27.9501080513,8.48800015449524,2,10,487.6357,1000,1
2013.583,SALO1,SALO,2,92,1,476.5309,19.53728,25.05966,27.82085,30.58204,104.2226,390,-99,0,58.44418,10.57815,4.625558,5.952595,1.672732,30.76495,183.6219,3,0,0.1617981,1.468362,20.30689,16.81221,0.649915,272,133,40.44952,103.4455,6,27.9501080513,8.48800015449524,2,10,439.498,1000,1
2013.667,SALO1,SALO,2,92,1,400.269,16.57197,22.41794,25.34093,28.26391,56.62414,390,-99,0,29.72221,5.600674,1.023359,4.577315,0.908796,16.71461,187.2997,3,0,0.1617981,1.346732,17.02549,14.02184,0.5279946,272,133,40.44952,116.9393,6,27.9501080513,8.48800015449524,2,10,369.1628,1000,1
2013.75,SALO1,SALO,2,92,1,302.0009,11.18013,17.52376,20.69558,23.8674,62.25396,390,-99,0,38.80978,0,0,2.95623,0.9991524,18.37644,188.412,3,0,0.1617981,1.112246,13.31397,10.95559,0.365276,272,133,40.44952,127.5296,6,27.9501080513,8.48800015449524,2,10,278.5314,1000,1
2013.833,SALO1,SALO,2,92,1,244.9416,1.076355,8.750618,12.58775,16.42488,47.66619,390,-99,0,32.6696,0,0,0,0.7650242,14.07035,188.5732,3,0,0.1078708,0.7974499,0,0,0.1917562,272,133,26.9677,127.3379,6,41.4319334030151,8.48800015449524,2,13,232.0806,1000,1
2013.917,SALO1,SALO,2,92,1,195.9061,1.985564,8.57039,11.8628,15.15521,123.3781,390,-99,0,85.43799,0,0,0,1.323737,36.61631,188.5732,3,0,0.1078708,0.6849535,0,0,0.1875862,272,133,26.9677,127.1502,6,41.4319334030151,8.48800015449524,2,13,185.6197,1000,1
2014,SALO1,SALO,2,114,1,239.7047,-4.255778,2.592329,6.016382,9.440435,80.25068,390,-99,0,55.57269,0,0,0,0.8610182,23.8169,188.5732,3,0,0.1078708,0.5084388,0,0,0.124472,330,162,26.9677,36.02353,12,30,11.304000377655,3,13,227.1186,1000,1
2014.083,SALO1,SALO,2,114,1,288.7332,0.6572107,6.880484,9.992121,13.10376,97.43128,390,-99,0,67.47017,0,0,0,1.045351,28.91578,188.5732,3,0,0.1078708,0.5866263,0,0,0.2092518,330,162,26.9677,35.81428,12,30,11.304000377655,3,13,273.5728,1000,1
2014.167,SALO1,SALO,2,114,1,365.861,1.300292,8.62942,12.29398,15.95855,121.5799,390,-99,0,84.19273,3.887025,3.887025,0,1.304444,36.08263,184.6862,3,0,0.1078708,0.7588419,0,0,0.2424708,330,162,26.9677,35.57181,12,30,11.304000377655,3,13,346.6509,1000,1
2014.25,SALO1,SALO,2,114,1,505.7552,10.11939,17.00064,20.44127,23.88189,122.2146,390,-99,0,76.41614,11.7603,6.900608,4.859696,1.311254,36.271,181.1421,3,0,0.1958486,1.164976,20.89596,18.22376,0.4472267,330,162,48.96214,43.45085,12,30,11.304000377655,3,13,458.5769,1000,1
2014.333,SALO1,SALO,2,114,1,618.3009,15.24884,22.09677,25.52073,28.9447,82.01028,390,-99,0,41.69696,19.04216,10.99647,8.045698,1.590533,24.12593,176.6967,4,0,0.1958486,1.534335,26.26719,22.56948,0.6531504,330,162,48.96214,65.36717,12,30,11.304000377655,3,13,560.6241,1000,1
2014.417,SALO1,SALO,2,114,1,570.511,19.86276,26.08624,29.19798,32.30972,67.02806,390,-99,0,25.75806,16.0905,7.231447,8.859051,1.299964,19.71843,180.8578,3,0,0.1958486,1.733027,25.6066,21.3458,0.8687637,330,162,48.96214,85.84422,12,30,11.304000377655,3,13,517.2921,1000,1
2014.5,SALO1,SALO,2,114,1,590.0439,20.68509,26.3007,29.10851,31.91632,89.27098,390,-99,0,45.42383,17.3386,8.72958,8.609016,1.73135,26.26189,179.3732,3,0,0.1958486,1.59136,27.09913,22.66133,0.8744607,330,162,48.96214,107.6311,12,30,11.304000377655,3,13,535.0031,1000,1
2014.583,SALO1,SALO,2,114,1,552.4753,19.83376,25.13784,27.78988,30.44192,93.82853,390,-99,0,50.4558,14.90612,7.575488,7.330632,1.819741,27.60264,178.4175,3,0,0.1958486,1.419427,25.87012,21.62655,0.7919573,330,162,48.96214,128.4657,12,30,11.304000377655,3,13,500.9389,1000,1
2014.667,SALO1,SALO,2,114,1,366.0647,17.94467,22.73021,25.12298,27.51575,171.1404,390,-99,0,103.6156,2.985865,0,4.612304,3.319152,50.34638,187.6645,3,0,0.1958486,1.134102,20.3721,16.68079,0.6556677,330,162,48.96214,144.4907,12,30,11.304000377655,3,13,331.9171,1000,1
2014.75,SALO1,SALO,2,114,1,389.2732,10.32383,17.62615,21.27731,24.92847,51.00039,390,-99,0,30.28323,4.428756,0,4.505152,0.9891179,15.00338,187.884,3,0,0.1958486,1.274683,17.70424,14.83113,0.4449449,330,162,48.96214,158.8769,12,30,11.304000377655,3,13,352.9607,1000,1
