Time,Age(yr),TopLayer(-),LAI(m2),GrossPsn(gC_m2_mo),FolResp(gC_m2_mo),MaintenanceRespiration(gC_mo),NetPsn(gC_m2_mo),Transpiration(mm),WUE(g_mm),Fol(gDW),Root(gDW),Wood(gDW),NSC(gC),NSCfrac(-),fWater(-),water(mm),PressureHead(mm),fRad(-),fOzone(-),DelAMax(-),fTemp_psn(-),fTemp_resp(-),fage(-),LeafOn(-),FActiveBiom(gDW_gDW),AdjFolN(gN_gC),AdjFracFol(-),CiModifier(-),AdjHalfSat,Limiting Factor,
2009,1,0,0,0,0,0.02757882,0,0,0,0,25,51,6.836413,0.08984012,1,188.5732,3,0.4268004,1,0,0.2615261,0.1790833,1,False,0.9969515,1.9,0,1,300,fTemp,
2009.08,1,0,0,0,0,0.03305512,0,0,0,0,25,51,6.803359,0.08940574,1,188.5732,3,0.5195441,1,0,0.4771867,0.2165334,1,False,0.9969515,1.9,0,1,300,fTemp,
2009.17,1,0,0.03043813,2.072873,0.2713428,0.04311988,1.80153,0.2942261,0.1836475,7.609533,25,51,5.137478,0.06139312,1,188.3193,3,0.5577284,1,1.032944,0.6426559,0.2824643,1,True,0.9969515,1.9,0.1,1,300,fRad,
2009.25,1,0,0.03043813,3.29427,0.4062792,0.06746539,2.887991,0.7684232,0.112725,7.609533,25,51,7.958002,0.09509851,1,188.2794,3,0.6339531,1,1.032944,0.893963,0.4419438,1,True,0.9969515,1.9,0.1,1,300,fRad,
2009.33,1,0,0.03043813,3.997643,0.5514988,0.09464778,3.446144,0.9678136,0.1067988,7.609533,25,51,11.30949,0.135149,1,187.7127,3,0.6304838,1,1.032944,0.9733291,0.6200069,1,True,0.9969515,1.9,0.1,1,300,fRad,
2009.42,1,0,0.03043813,4.159192,0.6496603,0.1291293,3.509532,1.316681,0.07994539,7.609533,25,51,14.6899,0.175545,1,186.6718,3.1,0.6603018,1,1.032944,0.9991524,0.845884,1,True,0.9969515,1.9,0.1,1,300,fRad,
2009.5,1,0,0.03043813,4.23777,0.6778604,0.1307229,3.55991,1.324263,0.08062867,7.609533,25,51,18.11908,0.2165239,1,184.9864,3.2,0.654608,1,1.032944,0.9984604,0.8563229,1,True,0.9969515,1.9,0.1,1,300,fRad,
2009.58,1,0,0.03043813,3.878253,0.6866198,0.1312897,3.191633,1.075529,0.0890052,7.609533,25,51,21.17943,0.2530952,1,186.6441,3.1,0.6031694,1,1.032944,0.9986433,0.860036,1,True,0.9969515,1.9,0.1,1,300,fRad,
2009.67,1,0,0.03043813,3.18394,0.5501152,0.09521195,2.633825,0.8093036,0.09761133,7.609533,25,51,23.71803,0.2834317,1,188.0681,3,0.5590478,1,1.032944,0.9813149,0.6237025,1,True,0.9969515,1.9,0.1,1,300,fRad,
2009.75,1,0,0.03043813,2.443207,0.4029577,0.0618685,2.04025,0.4510543,0.1356685,7.609533,25,51,25.69641,0.3070734,1,188.4075,3,0.5061644,1,1.032944,0.8557881,0.4052804,1,True,0.9969515,1.9,0.1,1,300,fRad,
2009.83,1,0,0.03043813,1.570464,0.2844278,0.04458656,1.286036,0.2242936,0.1719733,7.609533,25,51,26.93785,0.3219086,1,188.5564,3,0.445698,1,1.032944,0.6836519,0.2920721,1,True,0.9969515,1.9,0.1,1,300,fRad,
2009.92,1,0,0.0202931,0,0,0.02788965,0,0,0,5.073276,25,51,26.90996,0.3315949,1,188.5732,3,0.3992591,1,0,0.2849432,0.182696,1,False,0.9969515,1.9,0.1,1,300,fTemp,
2010,2,0,0.0202931,0,0,0.02467639,0,0,0,5.073276,31,64,6.7763,0.06754834,1,188.5732,3,0.4403369,1,0,0.1929108,0.161647,1,False,0.9961821,1.9,0.1,1,300,fTemp,
2010.08,2,0,0.0202931,0,0,0.03341445,0,0,0,5.073276,31,64,6.742884,0.06721523,1,188.5732,3,0.4912883,1,0,0.2254439,0.1747088,1,False,0.9961821,1.9,0.1,1,300,fTemp,
2010.17,2,0,0.03810556,2.868792,0.3597674,0.05674025,2.509024,0.483733,0.1555693,9.52639,31,64,7.191268,0.06864916,1,188.5443,3,0.5767743,1,1.032944,0.6987867,0.2966686,1,True,0.9961821,1.9,0.1,1,300,fRad,
2010.25,2,0,0.03810556,4.30778,0.5542598,0.0932515,3.75352,1.202426,0.09362788,9.52639,31,64,10.85154,0.1035908,1,186.5272,3,0.6487012,1,1.032944,0.9366359,0.4875692,1,True,0.9961821,1.9,0.1,1,300,fRad,
2010.33,2,0,0.03810556,5.141447,0.7496138,0.1330292,4.391833,1.398112,0.09421688,9.52639,31,64,15.11035,0.1442461,1,186.2632,3.1,0.6433015,1,1.032944,0.9916881,0.6955483,1,True,0.9961821,1.9,0.1,1,300,fRad,
2010.42,2,0,0.03810556,5.027579,0.8749872,0.1865613,4.152592,1.746834,0.07130044,9.52639,31,64,19.07638,0.1821066,1,187.3694,3,0.6568546,1,1.032944,0.9780825,0.9754432,1,True,0.9961821,1.9,0.1,1,300,fRad,
2010.5,2,0,0.03810556,5.144888,0.9097031,0.1883059,4.235185,1.806497,0.07031695,9.52639,31,64,23.12325,0.2207387,1,187.4545,3,0.6616041,1,1.032944,0.9745319,0.9845649,1,True,0.9961821,1.9,0.1,1,300,fRad,
2010.58,2,0,0.03810556,4.744507,0.8978197,0.1796015,3.846688,1.57346,0.07332566,9.52639,31,64,26.79034,0.2557455,1,183.5538,3.1,0.6180985,1,1.032944,0.9833651,0.9390537,1,True,0.9961821,1.9,0.1,1,300,fRad,
2010.67,2,0,0.03810556,4.171897,0.7857741,0.145368,3.386123,1.446758,0.07019912,9.52639,31,64,30.0311,0.2866824,1,188.4037,3,0.6097274,1,1.032944,0.9999677,0.7600624,1,True,0.9961821,1.9,0.1,1,300,fRad,
2010.75,2,0,0.03810556,3.44196,0.5480844,0.08417919,2.893875,0.8722448,0.09950987,9.52639,31,64,32.8408,0.3135043,1,185.902,3,0.5582089,1,1.032944,0.9153543,0.4401342,1,True,0.9961821,1.9,0.1,1,300,fRad,
2010.83,2,0,0.02540497,0,0,0.0531221,0,0,0,6.351244,31,64,32.78766,0.3227422,1,188.3643,3,0.4545514,1,0,0.6931727,0.277751,1,False,0.9961821,1.9,0.1,1,300,fRad,
2010.92,2,0,0.02540497,0,0,0.02759111,0,0,0,6.351244,31,64,32.76008,0.3224707,1,188.5732,3,0.3968616,1,0,0.04016512,0.1442612,1,False,0.9961821,1.9,0.1,1,300,fTemp,
2011,3,0,0.02540497,0,0,0.02944349,0,0,0,6.351244,39,79,8.483719,0.06807388,1,188.5732,3,0.4312882,1,0,0.1447242,0.1539464,1,False,0.9952565,1.9,0.1,1,300,fTemp,
2011.08,3,0,0.02540497,0,0,0.05624062,0,0,0,6.351244,39,79,8.427481,0.06762262,1,188.5732,3,0.5103739,1,0,0.5709183,0.2365677,1,False,0.9952565,1.9,0.1,1,300,fRad,
2011.17,3,0,0.04732163,3.548517,0.4554155,0.07174272,3.093102,0.6366101,0.1457288,11.83041,39,79,8.983214,0.06906004,1,188.5051,3,0.5599501,1,1.032944,0.7180334,0.301775,1,True,0.9952565,1.9,0.1,1,300,fRad,
2011.25,3,0,0.04732163,5.277287,0.7166928,0.1213861,4.560594,1.52829,0.08950359,11.83041,39,79,13.42243,0.1031872,1,188.3825,3,0.6310969,1,1.032944,0.9498201,0.5105925,1,True,0.9952565,1.9,0.1,1,300,fRad,
2011.33,3,0,0.04732163,6.231161,0.9044976,0.159943,5.326663,1.987053,0.08040267,11.83041,39,79,18.58914,0.1429073,1,186.7085,3,0.6530643,1,1.032944,0.9921179,0.6727763,1,True,0.9952565,1.9,0.1,1,300,fRad,
2011.42,3,0,0.04732163,5.614325,1.083056,0.2342101,4.531268,2.55937,0.05310207,11.83041,39,79,22.88621,0.1759417,1,187.6796,3,0.6750335,1,1.032944,0.9598753,0.9851695,1,True,0.9952565,1.9,0.1,1,300,fRad,
2011.5,3,0,0.04732163,5.328904,1.179894,0.2377358,4.14901,2.542576,0.04894352,11.83041,39,79,26.79749,0.2060104,1,187.0154,3,0.6599426,1,1.032944,0.9119658,1,1,True,0.9952565,1.9,0.1,1,300,fRad,
2011.58,3,0,0.04732163,5.455213,1.11779,0.2264873,4.337423,2.399042,0.05422739,11.83041,39,79,30.90843,0.237614,1,188.3158,3,0.6516414,1,1.032944,0.9639373,0.9526846,1,True,0.9952565,1.9,0.1,1,300,fRad,
2011.67,3,0,0.04732163,4.942152,0.8958582,0.1582436,4.046294,1.407565,0.08622115,11.83041,39,79,34.79649,0.2675041,1,187.2484,3,0.5590516,1,1.032944,0.9920499,0.665628,1,True,0.9952565,1.9,0.1,1,300,fRad,
2011.75,3,0,0.04732163,3.970634,0.5900224,0.0900907,3.380612,0.9255099,0.1095567,11.83041,39,79,38.08699,0.2928004,1,188.4596,3,0.5514845,1,1.032944,0.8599551,0.378953,1,True,0.9952565,1.9,0.1,1,300,fRad,
2011.83,3,0,0.04732163,2.705771,0.448266,0.06922546,2.257505,0.5269678,0.12849,11.83041,39,79,40.27526,0.3096231,1,188.2256,3,0.47576,1,1.032944,0.7398404,0.2911865,1,True,0.9952565,1.9,0.1,1,300,fRad,
2011.92,3,0,0.03154933,0,0,0.05851099,0,0,0,7.887332,39,79,40.21674,0.3187909,1,188.5498,3,0.4170673,1,0,0.6181186,0.2461177,1,False,0.9952565,1.9,0.1,1,300,fRad,
2012,4,0,0.03154933,0,0,0.05247144,0,0,0,7.887332,48,98,10.53539,0.06831532,1,188.5732,3,0.4487152,1,0,0.5180935,0.2207132,1,False,0.9941277,1.9,0.1,1,300,fRad,
2012.08,4,0,0.03154933,0,0,0.06952742,0,0,0,7.887332,48,98,10.46587,0.06786451,1,188.5732,3,0.4888385,1,0,0.5554288,0.2361011,1,False,0.9941277,1.9,0.1,1,300,fRad,
2012.17,4,0,0.05855045,5.59176,0.8076184,0.126128,4.784141,1.363164,0.1052641,14.63761,48,98,12.08626,0.07510363,1,188.2857,3,0.578162,1,1.032944,0.8986045,0.4283051,1,True,0.9941277,1.9,0.1,1,300,fRad,
2012.25,4,0,0.05855045,6.338146,0.8177353,0.1373807,5.520411,1.701012,0.0973394,14.63761,48,98,17.46929,0.1085536,1,187.849,3,0.6239933,1,1.032944,0.9219648,0.4665171,1,True,0.9941277,1.9,0.1,1,300,fRad,
2012.33,4,0,0.05855045,7.623808,1.133291,0.2017567,6.490518,2.448899,0.0794938,14.63761,48,98,23.75805,0.1476317,1,188.2831,3,0.6422796,1,1.032944,0.9937461,0.685125,1,True,0.9941277,1.9,0.1,1,300,fRad,
2012.42,4,0,0.05855045,7.505564,1.186892,0.2321547,6.318672,2.895114,0.06546133,14.63761,48,98,29.84456,0.1854531,1,187.5466,3,0.6636055,1,1.032944,0.9998752,0.7883505,1,True,0.9941277,1.9,0.1,1,300,fRad,
2012.5,4,0,0.05855045,6.719361,1.467636,0.2944815,5.251725,3.102392,0.05077267,14.63761,48,98,34.8018,0.2162573,1,187.2457,3,0.660343,1,1.032944,0.9104048,1,1,True,0.9941277,1.9,0.1,1,300,fRad,
2012.58,4,0,0.05855045,7.233066,1.333853,0.2588403,5.899213,2.583583,0.06848515,14.63761,48,98,40.44218,0.2513064,1,185.8419,3.1,0.629674,1,1.032944,0.9910938,0.8789694,1,True,0.9941277,1.9,0.1,1,300,fRad,
2012.67,4,0,0.05855045,6.247031,1.130005,0.201487,5.117026,1.952476,0.07860617,14.63761,48,98,45.35772,0.2818514,1,186.3096,3,0.5842522,1,1.032944,0.996142,0.6842092,1,True,0.9941277,1.9,0.1,1,300,fRad,
2012.75,4,0,0.05855045,5.027786,0.8256619,0.1267301,4.202125,1.242127,0.1014677,14.63761,48,98,49.43311,0.3071758,1,187.4363,3,0.5318529,1,1.032944,0.9068658,0.43035,1,True,0.9941277,1.9,0.1,1,300,fRad,
2012.83,4,0,0.03903558,0,0,0.07131094,0,0,0,9.758896,48,98,49.36182,0.3162644,1,188.5182,3,0.4622871,1,0,0.6113467,0.2421576,1,False,0.9941277,1.9,0.1,1,300,fRad,
2012.92,4,0,0.05855045,2.5143,0.5217602,0.07857605,1.992539,0.3651151,0.1636823,14.63761,48,98,49.08035,0.3049837,1,188.5477,3,0.3891877,1,1.032944,0.6461659,0.2668284,1,True,0.9941277,1.9,0.1,1,300,fRad,
2013,5,0,0.03903558,0,0,0.06743801,0,0,0,9.758896,59,121,13.0358,0.06859547,1,188.5491,3,0.4131163,1,0,0.5279315,0.2290059,1,False,0.9927597,1.9,0.1,1,300,fRad,
2013.08,5,0,0.03903558,0,0,0.07726996,0,0,0,9.758896,59,121,12.95853,0.06818888,1,188.5732,3,0.483178,1,0,0.4502682,0.2126705,1,False,0.9927597,1.9,0.1,1,300,fTemp,
2013.17,5,0,0.03903558,0,0,0.08859961,0,0,0,9.758896,59,121,12.86994,0.06772269,1,188.5732,3,0.5671149,1,0,0.5635502,0.2438532,1,False,0.9927597,1.9,0.1,1,300,fTemp,
2013.25,5,0,0.07214022,7.614359,0.9868822,0.1648067,6.627477,1.795871,0.1106873,18.03506,59,121,15.60834,0.07872859,1,188.2457,3,0.6086736,1,1.032944,0.9030194,0.4535984,1,True,0.9927597,1.9,0.1,1,300,fRad,
2013.33,5,0,0.07214022,9.238794,1.229174,0.2101765,8.009621,2.650433,0.09064,18.03506,59,121,23.40779,0.1180691,1,188.3683,3,0.6420844,1,1.032944,0.9683259,0.5784701,1,True,0.9927597,1.9,0.1,1,300,fRad,
2013.42,5,0,0.07214022,9.45742,1.507091,0.2959054,7.95033,2.867161,0.08316829,18.03506,59,121,31.06221,0.156678,1,188.2727,3,0.6231741,1,1.032944,0.9999861,0.8144222,1,True,0.9927597,1.9,0.1,1,300,fRad,
2013.5,5,0,0.07214022,9.806311,1.619898,0.3154308,8.186412,2.96194,0.08289761,18.03506,59,121,38.93318,0.1963793,1,186.8119,3,0.6296391,1,1.032944,0.9980392,0.8681618,1,True,0.9927597,1.9,0.1,1,300,fRad,
2013.58,5,0,0.07214022,9.061422,1.55816,0.289489,7.503263,2.656191,0.08472579,18.03506,59,121,46.14695,0.2327656,1,188.2354,3,0.6050961,1,1.032944,0.9999443,0.796762,1,True,0.9927597,1.9,0.1,1,300,fRad,
2013.67,5,0,0.07214022,7.597794,1.339227,0.2351824,6.258567,2.042672,0.09189693,18.03506,59,121,52.17034,0.2631476,1,187.9352,3,0.5627595,1,1.032944,0.9877245,0.6472939,1,True,0.9927597,1.9,0.1,1,300,fRad,
