Year,Species,Pest,FWater_Avg,FRad_Avg,ActiveMonths,Est
13,ShortPine,0.2378728,1,0.2378728,9,False
13,SlashPine,0.5936483,1,0.5936483,9,False
13,WhiteOak,0.6854342,1,0.6854342,9,False
13,TurkeyOak,0.5936483,1,0.5936483,9,False
13,SweetGum,0.5936483,1,0.5936483,9,False
13,RedMaple,0.7884112,1,0.7884112,9,False
13,TulipTree,0.5936483,1,0.5936483,9,False
14,LobPine,0.5912572,1,0.5912572,9,False
14,LongleafPine,0.5912572,1,0.5912572,9,False
14,ShortPine,0.2352606,1,0.2352605,9,False
14,SlashPine,0.5912572,1,0.5912572,9,False
14,WhiteOak,0.6832928,1,0.6832928,9,False
14,TurkeyOak,0.5912572,1,0.5912572,9,False
14,SweetGum,0.5912572,1,0.5912572,9,False
14,RedMaple,0.7867955,1,0.7867955,9,False
14,TulipTree,0.5912572,1,0.5912572,9,False
15,LobPine,0.5885929,1,0.5885929,9,False
15,LongleafPine,0.5885929,1,0.5885929,9,False
15,ShortPine,0.2323714,1,0.2323714,9,False
15,SlashPine,0.5885929,1,0.5885929,9,False
15,WhiteOak,0.6809022,1,0.6809022,9,False
15,TurkeyOak,0.5885929,1,0.5885929,9,False
15,SweetGum,0.5885929,1,0.5885929,9,False
15,RedMaple,0.7849886,1,0.7849886,9,False
15,TulipTree,0.5885929,1,0.5885929,9,False
16,LobPine,0.5856278,1,0.5856278,9,False
16,LongleafPine,0.5856278,1,0.5856278,9,False
16,ShortPine,0.2291826,1,0.2291826,9,False
16,SlashPine,0.5856278,1,0.5856278,9,False
16,WhiteOak,0.678236,1,0.678236,9,False
16,TurkeyOak,0.5856278,1,0.5856278,9,False
16,SweetGum,0.5856278,1,0.5856278,9,False
16,RedMaple,0.7829695,1,0.7829695,9,False
16,TulipTree,0.5856278,1,0.5856278,9,False
17,LobPine,0.5823289,1,0.5823289,9,False
17,LongleafPine,0.5823289,1,0.5823289,9,False
17,ShortPine,0.2256676,1,0.2256676,9,False
17,SlashPine,0.5823289,1,0.5823289,9,False
17,WhiteOak,0.6752626,1,0.6752626,9,False
17,TurkeyOak,0.5823289,1,0.5823289,9,False
17,SweetGum,0.5823289,1,0.5823289,9,False
17,RedMaple,0.7807129,1,0.7807129,9,False
17,TulipTree,0.5823289,1,0.5823289,9,False
18,LobPine,0.5786636,1,0.5786636,9,False
18,LongleafPine,0.5786636,1,0.5786636,9,False
18,ShortPine,0.2218026,1,0.2218026,9,False
18,SlashPine,0.5786636,1,0.5786636,9,False
18,WhiteOak,0.6719503,1,0.6719503,9,False
18,TurkeyOak,0.5786636,1,0.5786636,9,False
18,SweetGum,0.5786636,1,0.5786636,9,False
18,RedMaple,0.7781929,1,0.7781929,9,False
18,TulipTree,0.5786636,1,0.5786636,9,False
19,LobPine,0.5745961,1,0.5745961,9,False
19,LongleafPine,0.5745961,1,0.5745961,9,False
19,ShortPine,0.217563,1,0.217563,9,False
19,SlashPine,0.5745961,1,0.5745961,9,False
19,WhiteOak,0.6682637,1,0.6682637,9,False
19,TurkeyOak,0.5745961,1,0.5745961,9,False
19,SweetGum,0.5745961,1,0.5745961,9,False
19,RedMaple,0.7753804,1,0.7753804,9,False
19,TulipTree,0.5745961,1,0.5745961,9,False
20,LobPine,0.5700898,1,0.5700898,9,False
20,LongleafPine,0.5700898,1,0.5700898,9,False
20,ShortPine,0.2129264,1,0.2129264,9,False
20,SlashPine,0.5700898,1,0.5700898,9,False
20,WhiteOak,0.6641662,1,0.6641662,9,False
20,TurkeyOak,0.5700898,1,0.5700898,9,False
20,SweetGum,0.5700898,1,0.5700898,9,False
20,RedMaple,0.7722449,1,0.7722449,9,False
20,TulipTree,0.5700898,1,0.5700898,9,False
21,LobPine,0.5651016,1,0.5651016,9,False
21,LongleafPine,0.5651016,1,0.5651016,9,False
21,ShortPine,0.2078676,1,0.2078676,9,False
21,SlashPine,0.5651016,1,0.5651016,9,False
21,WhiteOak,0.6596141,1,0.6596141,9,False
21,TurkeyOak,0.5651016,1,0.5651016,9,False
21,SweetGum,0.5651016,1,0.5651016,9,False
21,RedMaple,0.7687497,1,0.7687497,9,False
21,TulipTree,0.5651016,1,0.5651016,9,False
22,LobPine,0.5595922,1,0.5595922,9,False
22,LongleafPine,0.5595922,1,0.5595922,9,False
22,ShortPine,0.2023696,1,0.2023696,9,False
22,SlashPine,0.5595922,1,0.5595922,9,False
22,WhiteOak,0.6545662,1,0.6545662,9,False
22,TurkeyOak,0.5595922,1,0.5595922,9,False
22,SweetGum,0.5595922,1,0.5595922,9,False
22,RedMaple,0.7648593,1,0.7648593,9,False
22,TulipTree,0.5595922,1,0.5595922,9,False
23,LobPine,0.5535183,1,0.5535183,9,False
23,LongleafPine,0.5535183,1,0.5535183,9,False
23,ShortPine,0.1964161,1,0.1964161,9,False
23,SlashPine,0.5535183,1,0.5535183,9,False
23,WhiteOak,0.6489766,1,0.6489766,9,False
23,TurkeyOak,0.5535183,1,0.5535183,9,False
23,SweetGum,0.5535183,1,0.5535183,9,False
23,RedMaple,0.7605331,1,0.7605331,9,False
23,TulipTree,0.5535183,1,0.5535183,9,False
24,LobPine,0.54684,1,0.54684,9,False
24,LongleafPine,0.54684,1,0.54684,9,False
24,ShortPine,0.1899997,1,0.1899997,9,False
24,SlashPine,0.54684,1,0.54684,9,False
24,WhiteOak,0.6428009,1,0.6428009,9,False
24,TurkeyOak,0.54684,1,0.54684,9,False
24,SweetGum,0.54684,1,0.54684,9,False
24,RedMaple,0.755731,1,0.755731,9,False
24,TulipTree,0.54684,1,0.54684,9,False
25,LobPine,0.5395097,1,0.5395097,9,False
25,LongleafPine,0.5395097,1,0.5395097,9,False
25,ShortPine,0.1831115,1,0.1831114,9,False
25,SlashPine,0.5395097,1,0.5395097,9,False
25,WhiteOak,0.6359857,1,0.6359857,9,False
25,TurkeyOak,0.5395097,1,0.5395097,9,False
25,SweetGum,0.5395097,1,0.5395097,9,False
25,RedMaple,0.7504042,1,0.7504042,9,False
25,TulipTree,0.5395097,1,0.5395097,9,False
26,LobPine,0.5314898,1,0.5314898,9,False
26,LongleafPine,0.5314898,1,0.5314898,9,False
26,ShortPine,0.1757589,1,0.1757589,9,False
26,SlashPine,0.5314898,1,0.5314898,9,False
26,WhiteOak,0.6284858,1,0.6284858,9,False
26,TurkeyOak,0.5314898,1,0.5314898,9,False
26,SweetGum,0.5314898,1,0.5314898,9,False
26,RedMaple,0.7445085,1,0.7445085,9,False
26,TulipTree,0.5314898,1,0.5314898,9,False
27,LobPine,0.5227433,1,0.5227433,9,False
27,LongleafPine,0.5227433,1,0.5227433,9,False
27,ShortPine,0.1679563,1,0.1679563,9,False
27,SlashPine,0.5227433,1,0.5227433,9,False
27,WhiteOak,0.6202533,1,0.6202533,9,False
27,TurkeyOak,0.5227433,1,0.5227433,9,False
27,SweetGum,0.5227433,1,0.5227433,9,False
27,RedMaple,0.737996,1,0.737996,9,False
27,TulipTree,0.5227433,1,0.5227433,9,False
28,LobPine,0.513241,1,0.513241,9,False
28,LongleafPine,0.513241,1,0.513241,9,False
28,ShortPine,0.1597318,1,0.1597318,9,False
28,SlashPine,0.513241,1,0.513241,9,False
28,WhiteOak,0.611246,1,0.611246,9,False
28,TurkeyOak,0.513241,1,0.513241,9,False
28,SweetGum,0.513241,1,0.513241,9,False
28,RedMaple,0.7308208,1,0.7308208,9,False
28,TulipTree,0.513241,1,0.513241,9,False
29,LobPine,0.5029517,1,0.5029517,9,False
29,LongleafPine,0.5029517,1,0.5029517,9,False
29,ShortPine,0.1511187,1,0.1511187,9,False
29,SlashPine,0.5029517,1,0.5029517,9,False
29,WhiteOak,0.6014181,1,0.6014181,9,False
29,TurkeyOak,0.5029517,1,0.5029517,9,False
29,SweetGum,0.5029517,1,0.5029517,9,False
29,RedMaple,0.7229316,1,0.7229316,9,False
29,TulipTree,0.5029517,1,0.5029517,9,False
30,LobPine,0.4918625,1,0.4918624,9,False
30,LongleafPine,0.4918625,1,0.4918624,9,False
30,ShortPine,0.1421714,1,0.1421714,9,False
30,SlashPine,0.4918625,1,0.4918624,9,False
30,WhiteOak,0.5907379,1,0.5907379,9,False
30,TurkeyOak,0.4918625,1,0.4918624,9,False
30,SweetGum,0.4918625,1,0.4918624,9,False
30,RedMaple,0.714286,1,0.714286,9,False
30,TulipTree,0.4918625,1,0.4918624,9,False
31,LobPine,0.4799727,1,0.4799727,9,False
31,LongleafPine,0.4799727,1,0.4799727,9,False
31,ShortPine,0.1329583,1,0.1329583,9,False
31,SlashPine,0.4799727,1,0.4799727,9,False
31,WhiteOak,0.5791833,1,0.5791833,9,False
31,TurkeyOak,0.4799727,1,0.4799727,9,False
31,SweetGum,0.4799727,1,0.4799727,9,False
31,RedMaple,0.7048463,1,0.7048463,9,False
31,TulipTree,0.4799727,1,0.4799727,9,False
32,LobPine,0.4672903,1,0.4672903,9,False
32,LongleafPine,0.4672903,1,0.4672903,9,False
32,ShortPine,0.1235569,1,0.1235569,9,False
32,SlashPine,0.4672903,1,0.4672903,9,False
32,WhiteOak,0.5667393,1,0.5667393,9,False
32,TurkeyOak,0.4672903,1,0.4672903,9,False
32,SweetGum,0.4672903,1,0.4672903,9,False
32,RedMaple,0.6945778,1,0.6945778,9,False
32,TulipTree,0.4672903,1,0.4672903,9,False
33,LobPine,0.453835,1,0.453835,9,False
33,LongleafPine,0.453835,1,0.453835,9,False
33,ShortPine,0.1140539,1,0.1140539,9,False
33,SlashPine,0.453835,1,0.453835,9,False
33,WhiteOak,0.5534003,1,0.5534003,9,False
33,TurkeyOak,0.453835,1,0.453835,9,False
33,SweetGum,0.453835,1,0.453835,9,False
33,RedMaple,0.6834506,1,0.6834506,9,False
33,TulipTree,0.453835,1,0.453835,9,False
34,LobPine,0.4396605,1,0.4396605,9,False
34,LongleafPine,0.4396605,1,0.4396605,9,False
34,ShortPine,0.1045567,1,0.1045567,9,False
34,SlashPine,0.4396605,1,0.4396605,9,False
34,WhiteOak,0.5391939,1,0.5391939,9,False
34,TurkeyOak,0.4396605,1,0.4396605,9,False
34,SweetGum,0.4396605,1,0.4396605,9,False
34,RedMaple,0.6714598,1,0.6714598,9,False
34,TulipTree,0.4396605,1,0.4396605,9,False
35,LobPine,0.4248175,1,0.4248175,9,False
35,LongleafPine,0.4248175,1,0.4248175,9,False
35,ShortPine,0.09516381,1,0.09516381,9,False
35,SlashPine,0.4248175,1,0.4248175,9,False
35,WhiteOak,0.5241443,1,0.5241443,9,False
35,TurkeyOak,0.4248175,1,0.4248175,9,False
35,SweetGum,0.4248175,1,0.4248175,9,False
35,RedMaple,0.6585962,1,0.6585962,9,False
35,TulipTree,0.4248175,1,0.4248175,9,False
36,LobPine,0.4094052,1,0.4094053,9,False
36,LongleafPine,0.4094052,1,0.4094053,9,False
36,ShortPine,0.0859938,1,0.0859938,9,False
36,SlashPine,0.4094052,1,0.4094053,9,False
36,WhiteOak,0.5083268,1,0.5083268,9,False
36,TurkeyOak,0.4094052,1,0.4094053,9,False
36,SweetGum,0.4094052,1,0.4094053,9,False
36,RedMaple,0.6448925,1,0.6448925,9,False
36,TulipTree,0.4094052,1,0.4094053,9,False
37,LobPine,0.3935191,1,0.393519,9,False
37,LongleafPine,0.3935191,1,0.393519,9,False
37,ShortPine,0.07714731,1,0.07714732,9,False
37,SlashPine,0.3935191,1,0.393519,9,False
37,WhiteOak,0.4918154,1,0.4918154,9,False
37,TurkeyOak,0.3935191,1,0.393519,9,False
37,SweetGum,0.3935191,1,0.393519,9,False
37,RedMaple,0.6303807,1,0.6303807,9,False
37,TulipTree,0.3935191,1,0.393519,9,False
38,LobPine,0.3772535,1,0.3772535,9,False
38,LongleafPine,0.3772535,1,0.3772535,9,False
38,ShortPine,0.06870847,1,0.06870848,9,False
38,SlashPine,0.3772535,1,0.3772535,9,False
38,WhiteOak,0.4746872,1,0.4746872,9,False
38,TurkeyOak,0.3772535,1,0.3772535,9,False
38,SweetGum,0.3772535,1,0.3772535,9,False
38,RedMaple,0.6150963,1,0.6150963,9,False
38,TulipTree,0.3772535,1,0.3772535,9,False
39,LobPine,0.3607553,1,0.3607553,9,False
39,LongleafPine,0.3607553,1,0.3607553,9,False
39,ShortPine,0.06076964,1,0.06076964,9,False
39,SlashPine,0.3607553,1,0.3607553,9,False
39,WhiteOak,0.457079,1,0.457079,9,False
39,TurkeyOak,0.3607553,1,0.3607553,9,False
39,SweetGum,0.3607553,1,0.3607553,9,False
39,RedMaple,0.5991307,1,0.5991307,9,False
39,TulipTree,0.3607553,1,0.3607553,9,False
40,LobPine,0.3441648,1,0.3441648,9,False
40,LongleafPine,0.3441648,1,0.3441648,9,False
40,ShortPine,0.05339685,1,0.05339684,9,False
40,SlashPine,0.3441648,1,0.3441648,9,False
40,WhiteOak,0.4391284,1,0.4391284,9,False
40,TurkeyOak,0.3441648,1,0.3441648,9,False
40,SweetGum,0.3441648,1,0.3441648,9,False
40,RedMaple,0.5825809,1,0.5825809,9,False
40,TulipTree,0.3441648,1,0.3441648,9,False
41,LobPine,0.3276073,1,0.3276072,9,False
41,LongleafPine,0.3276073,1,0.3276072,9,False
41,ShortPine,0.04662875,1,0.04662875,9,False
41,SlashPine,0.3276073,1,0.3276072,9,False
41,WhiteOak,0.420964,1,0.4209641,9,False
41,TurkeyOak,0.3276073,1,0.3276072,9,False
41,SweetGum,0.3276073,1,0.3276072,9,False
41,RedMaple,0.5655417,1,0.5655417,9,False
41,TulipTree,0.3276073,1,0.3276072,9,False
42,LobPine,0.311234,1,0.311234,9,False
42,LongleafPine,0.311234,1,0.311234,9,False
42,ShortPine,0.04049563,1,0.04049563,9,False
42,SlashPine,0.311234,1,0.311234,9,False
42,WhiteOak,0.4027516,1,0.4027516,9,False
42,TurkeyOak,0.311234,1,0.311234,9,False
42,SweetGum,0.311234,1,0.311234,9,False
42,RedMaple,0.5481499,1,0.5481499,9,False
42,TulipTree,0.311234,1,0.311234,9,False
43,LobPine,0.2952274,1,0.2952274,9,False
43,LongleafPine,0.2952274,1,0.2952274,9,False
43,ShortPine,0.03501832,1,0.03501833,9,False
43,SlashPine,0.2952274,1,0.2952274,9,False
43,WhiteOak,0.3847004,1,0.3847004,9,False
43,TurkeyOak,0.2952274,1,0.2952274,9,False
43,SweetGum,0.2952274,1,0.2952274,9,False
43,RedMaple,0.5305956,1,0.5305956,9,False
43,TulipTree,0.2952274,1,0.2952274,9,False
44,LobPine,0.2796161,1,0.2796161,9,False
44,LongleafPine,0.2796161,1,0.2796161,9,False
44,ShortPine,0.03015176,1,0.03015176,9,False
44,SlashPine,0.2796161,1,0.2796161,9,False
44,WhiteOak,0.3668554,1,0.3668555,9,False
44,TurkeyOak,0.2796161,1,0.2796161,9,False
44,SweetGum,0.2796161,1,0.2796161,9,False
44,RedMaple,0.5129178,1,0.5129178,9,False
44,TulipTree,0.2796161,1,0.2796161,9,False
45,LobPine,0.2645347,1,0.2645347,9,False
45,LongleafPine,0.2645347,1,0.2645347,9,False
45,ShortPine,0.02587913,1,0.02587913,9,False
45,SlashPine,0.2645347,1,0.2645347,9,False
45,WhiteOak,0.3493862,1,0.3493862,9,False
45,TurkeyOak,0.2645347,1,0.2645347,9,False
45,SweetGum,0.2645347,1,0.2645347,9,False
45,RedMaple,0.4952856,1,0.4952855,9,False
45,TulipTree,0.2645347,1,0.2645347,9,False
46,LobPine,0.2501162,1,0.2501163,9,False
46,LongleafPine,0.2501162,1,0.2501163,9,False
46,ShortPine,0.02217291,1,0.0221729,9,False
46,SlashPine,0.2501162,1,0.2501163,9,False
46,WhiteOak,0.332469,1,0.332469,9,False
46,TurkeyOak,0.2501162,1,0.2501163,9,False
46,SweetGum,0.2501162,1,0.2501163,9,False
46,RedMaple,0.477888,1,0.477888,9,False
46,TulipTree,0.2501162,1,0.2501163,9,False
47,LobPine,0.2363709,1,0.2363709,9,False
47,LongleafPine,0.2363709,1,0.2363709,9,False
47,ShortPine,0.01897052,1,0.01897051,9,False
47,SlashPine,0.2363709,1,0.2363709,9,False
47,WhiteOak,0.3161408,1,0.3161408,9,False
47,TurkeyOak,0.2363709,1,0.2363709,9,False
47,SweetGum,0.2363709,1,0.2363709,9,False
47,RedMaple,0.4607804,1,0.4607804,9,False
47,TulipTree,0.2363709,1,0.2363709,9,False
48,LobPine,0.2233733,1,0.2233733,9,False
48,LongleafPine,0.2233733,1,0.2233733,9,False
48,ShortPine,0.0162275,1,0.01622749,9,False
48,SlashPine,0.2233733,1,0.2233733,9,False
48,WhiteOak,0.300517,1,0.300517,9,False
48,TurkeyOak,0.2233733,1,0.2233733,9,False
48,SweetGum,0.2233733,1,0.2233733,9,False
48,RedMaple,0.4441061,1,0.4441061,9,False
48,TulipTree,0.2233733,1,0.2233733,9,False
49,LobPine,0.211141,1,0.211141,9,False
49,LongleafPine,0.211141,1,0.211141,9,False
49,ShortPine,0.01388892,1,0.01388892,9,False
49,SlashPine,0.211141,1,0.211141,9,False
49,WhiteOak,0.2856465,1,0.2856465,9,False
49,TurkeyOak,0.211141,1,0.211141,9,False
49,SweetGum,0.211141,1,0.211141,9,False
49,RedMaple,0.427945,1,0.427945,9,False
49,TulipTree,0.211141,1,0.211141,9,False
50,LobPine,0.1997307,1,0.1997308,9,False
50,LongleafPine,0.1997307,1,0.1997308,9,False
50,ShortPine,0.01191133,1,0.01191133,9,False
50,SlashPine,0.1997307,1,0.1997308,9,False
50,WhiteOak,0.2716271,1,0.2716271,9,False
50,TurkeyOak,0.1997307,1,0.1997308,9,False
50,SweetGum,0.1997307,1,0.1997308,9,False
50,RedMaple,0.4124364,1,0.4124364,9,False
50,TulipTree,0.1997307,1,0.1997308,9,False
51,LobPine,0.1890964,1,0.1890964,9,False
51,LongleafPine,0.1890964,1,0.1890964,9,False
51,ShortPine,0.01023826,1,0.01023826,9,False
51,SlashPine,0.1890964,1,0.1890964,9,False
51,WhiteOak,0.2584298,1,0.2584298,9,False
51,TurkeyOak,0.1890964,1,0.1890964,9,False
51,SweetGum,0.1890964,1,0.1890964,9,False
51,RedMaple,0.3975833,1,0.3975833,9,False
51,TulipTree,0.1890964,1,0.1890964,9,False
52,LobPine,0.1792302,1,0.1792302,9,False
52,LongleafPine,0.1792302,1,0.1792302,9,False
52,ShortPine,0.008826978,1,0.00882697,9,False
52,SlashPine,0.1792302,1,0.1792302,9,False
52,WhiteOak,0.2460708,1,0.2460708,9,False
52,TurkeyOak,0.1792302,1,0.1792302,9,False
52,SweetGum,0.1792302,1,0.1792302,9,False
52,RedMaple,0.3834394,1,0.3834394,9,False
52,TulipTree,0.1792302,1,0.1792302,9,False
53,LobPine,0.1701981,1,0.1701981,9,False
53,LongleafPine,0.1701981,1,0.1701981,9,False
53,ShortPine,0.007649323,1,0.007649315,9,False
53,SlashPine,0.1701981,1,0.1701981,9,False
53,WhiteOak,0.2346581,1,0.2346581,9,False
53,TurkeyOak,0.1701981,1,0.1701981,9,False
53,SweetGum,0.1701981,1,0.1701981,9,False
53,RedMaple,0.3701674,1,0.3701673,9,False
53,TulipTree,0.1701981,1,0.1701981,9,False
54,LobPine,0.1617712,1,0.1617713,9,False
54,LongleafPine,0.1617712,1,0.1617713,9,False
54,ShortPine,0.006645381,1,0.006645391,9,False
54,SlashPine,0.1617712,1,0.1617713,9,False
54,WhiteOak,0.2239239,1,0.2239239,9,False
54,TurkeyOak,0.1617712,1,0.1617713,9,False
54,SweetGum,0.1617712,1,0.1617713,9,False
54,RedMaple,0.3574907,1,0.3574907,9,False
54,TulipTree,0.1617712,1,0.1617713,9,False
55,LobPine,0.1540466,1,0.1540466,9,False
55,LongleafPine,0.1540466,1,0.1540466,9,False
55,ShortPine,0.005802565,1,0.005802562,9,False
55,SlashPine,0.1540466,1,0.1540466,9,False
55,WhiteOak,0.2140101,1,0.2140101,9,False
55,TurkeyOak,0.1540466,1,0.1540466,9,False
55,SweetGum,0.1540466,1,0.1540466,9,False
55,RedMaple,0.3456084,1,0.3456083,9,False
55,TulipTree,0.1540466,1,0.1540466,9,False
56,LobPine,0.1396248,0.9519806,0.1470708,9,False
56,LongleafPine,0.1396248,0.9519806,0.1470708,9,False
56,ShortPine,0.004710522,0.9275218,0.00510281,9,False
56,SlashPine,0.1396248,0.9519806,0.1470708,9,False
56,WhiteOak,0.1946304,0.9519806,0.2049956,9,False
56,TurkeyOak,0.1396248,0.9519806,0.1470708,9,False
56,SweetGum,0.1315286,0.8997672,0.1470708,9,False
56,RedMaple,0.3065174,0.9194444,0.3346516,9,False
56,TulipTree,0.1323264,0.9049123,0.1470708,9,False
57,LobPine,0.1406235,1,0.1406235,9,False
57,LongleafPine,0.1406235,1,0.1406235,9,False
57,ShortPine,0.004506118,1,0.004506108,9,False
57,SlashPine,0.1406235,1,0.1406235,9,False
57,WhiteOak,0.1966115,1,0.1966115,9,False
57,TurkeyOak,0.1406235,1,0.1406235,9,False
57,SweetGum,0.1406235,1,0.1406235,9,False
57,RedMaple,0.3243256,1,0.3243256,9,False
57,TulipTree,0.1406235,1,0.1406235,9,False
58,LobPine,0.1239984,0.9232317,0.1349213,9,False
58,LongleafPine,0.1239984,0.9232317,0.1349213,9,False
58,ShortPine,0.003597213,0.9013026,0.004017097,9,False
58,SlashPine,0.1239984,0.9232317,0.1349213,9,False
58,WhiteOak,0.1738577,0.9232317,0.1891538,9,False
58,TurkeyOak,0.1239984,0.9232317,0.1349213,9,False
58,SweetGum,0.1192613,0.8899381,0.1349213,9,False
58,RedMaple,0.2812172,0.8972222,0.3150258,9,False
58,TulipTree,0.1194368,0.8911712,0.1349213,9,False
59,LobPine,0.127461,0.9815074,0.1299964,9,False
59,LongleafPine,0.127461,0.9815074,0.1299964,9,False
59,ShortPine,0.003500369,0.9679895,0.003623119,9,False
59,SlashPine,0.127461,0.9815074,0.1299964,9,False
59,WhiteOak,0.1791211,0.9815074,0.1826802,9,False
59,TurkeyOak,0.127461,0.9815074,0.1299964,9,False
59,SweetGum,0.1183818,0.915285,0.1299964,9,False
