#ppt,,,,,,,,,,,,,,,,,,,,,,,,
,LOSA,SALO,SAND,LOAM,G_SALO,F_SALO,SNCL,CLLO,LOSA,SALO,SAND,LOAM,G_SALO,F_SALO,SNCL,CLLO,LOSA,SALO,SAND,LOAM,G_SALO,F_SALO,SNCL,CLLO
TIMESTEP,MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),VARIANCE(mm/d^2),VARIANCE(mm/d^2),VARIANCE(mm/d^2),VARIANCE(mm/d^2),VARIANCE(mm/d^2),VARIANCE(mm/d^2),VARIANCE(mm/d^2),VARIANCE(mm/d^2),STD_DEV(mm/d),STD_DEV(mm/d),STD_DEV(mm/d),STD_DEV(mm/d),STD_DEV(mm/d),STD_DEV(mm/d),STD_DEV(mm/d),STD_DEV(mm/d)
2015-09-23T00:00:00Z,97.3693,97.3693,97.3693,97.3693,97.3693,97.3693,97.3693,97.3693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-24T00:00:00Z,86.46153,86.46153,86.46153,86.46153,86.46153,86.46153,86.46153,86.46153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-25T00:00:00Z,88.324036,88.324036,88.324036,88.324036,88.324036,88.324036,88.324036,88.324036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-26T00:00:00Z,91.64216,91.64216,91.64216,91.64216,91.64216,91.64216,91.64216,91.64216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-27T00:00:00Z,98.38218,98.38218,98.38218,98.38218,98.38218,98.38218,98.38218,98.38218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-28T00:00:00Z,88.25314,88.25314,88.25314,88.25314,88.25314,88.25314,88.25314,88.25314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-29T00:00:00Z,72.83325,72.83325,72.83325,72.83325,72.83325,72.83325,72.83325,72.83325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-30T00:00:00Z,91.126884,91.126884,91.126884,91.126884,91.126884,91.126884,91.126884,91.126884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01T00:00:00Z,96.8992,96.8992,96.8992,96.8992,96.8992,96.8992,96.8992,96.8992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-02T00:00:00Z,99.986534,99.986534,99.986534,99.986534,99.986534,99.986534,99.986534,99.986534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-03T00:00:00Z,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-04T00:00:00Z,99.97899,99.97899,99.97899,99.97899,99.97899,99.97899,99.97899,99.97899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-05T00:00:00Z,99.95798,99.95798,99.95798,99.95798,99.95798,99.95798,99.95798,99.95798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-06T00:00:00Z,99.830864,99.830864,99.830864,99.830864,99.830864,99.830864,99.830864,99.830864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-07T00:00:00Z,98.33271,98.33271,98.33271,98.33271,98.33271,98.33271,98.33271,98.33271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-08T00:00:00Z,99.7732,99.7732,99.7732,99.7732,99.7732,99.7732,99.7732,99.7732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-09T00:00:00Z,96.176285,96.176285,96.176285,96.176285,96.176285,96.176285,96.176285,96.176285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-10T00:00:00Z,91.79249,91.79249,91.79249,91.79249,91.79249,91.79249,91.79249,91.79249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-11T00:00:00Z,99.4835,99.4835,99.4835,99.4835,99.4835,99.4835,99.4835,99.4835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-12T00:00:00Z,97.344635,97.344635,97.344635,97.344635,97.344635,97.344635,97.344635,97.344635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-13T00:00:00Z,99.737015,99.737015,99.737015,99.737015,99.737015,99.737015,99.737015,99.737015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-14T00:00:00Z,99.68531,99.68531,99.68531,99.68531,99.68531,99.68531,99.68531,99.68531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-15T00:00:00Z,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-16T00:00:00Z,99.97899,99.97899,99.97899,99.97899,99.97899,99.97899,99.97899,99.97899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-17T00:00:00Z,99.924904,99.924904,99.924904,99.924904,99.924904,99.924904,99.924904,99.924904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-18T00:00:00Z,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-19T00:00:00Z,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-20T00:00:00Z,88.666916,88.666916,88.666916,88.666916,88.666916,88.666916,88.666916,88.666916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-21T00:00:00Z,72.741234,72.741234,72.741234,72.741234,72.741234,72.741234,72.741234,72.741234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-22T00:00:00Z,80.735085,80.735085,80.735085,80.735085,80.735085,80.735085,80.735085,80.735085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-23T00:00:00Z,78.810074,78.810074,78.810074,78.810074,78.810074,78.810074,78.810074,78.810074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-24T00:00:00Z,55.368183,55.368183,55.368183,55.368183,55.368183,55.368183,55.368183,55.368183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-25T00:00:00Z,60.27922,60.27922,60.27922,60.27922,60.27922,60.27922,60.27922,60.27922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-26T00:00:00Z,76.185936,76.185936,76.185936,76.185936,76.185936,76.185936,76.185936,76.185936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-27T00:00:00Z,68.323425,68.323425,68.323425,68.323425,68.323425,68.323425,68.323425,68.323425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-28T00:00:00Z,63.05249,63.05249,63.05249,63.05249,63.05249,63.05249,63.05249,63.05249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-29T00:00:00Z,60.367165,60.367165,60.367165,60.367165,60.367165,60.367165,60.367165,60.367165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30T00:00:00Z,67.03888,67.03888,67.03888,67.03888,67.03888,67.03888,67.03888,67.03888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-31T00:00:00Z,72.4353,72.4353,72.4353,72.4353,72.4353,72.4353,72.4353,72.4353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01T00:00:00Z,95.463936,95.463936,95.463936,95.463936,95.463936,95.463936,95.463936,95.463936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02T00:00:00Z,70.526115,70.526115,70.526115,70.526115,70.526115,70.526115,70.526115,70.526115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03T00:00:00Z,69.18004,69.18004,69.18004,69.18004,69.18004,69.18004,69.18004,69.18004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-04T00:00:00Z,74.80263,74.80263,74.80263,74.80263,74.80263,74.80263,74.80263,74.80263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-05T00:00:00Z,99.48585,99.48585,99.48585,99.48585,99.48585,99.48585,99.48585,99.48585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06T00:00:00Z,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-07T00:00:00Z,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-08T00:00:00Z,86.68675,86.68675,86.68675,86.68675,86.68675,86.68675,86.68675,86.68675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09T00:00:00Z,86.49305,86.49305,86.49305,86.49305,86.49305,86.49305,86.49305,86.49305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10T00:00:00Z,86.44311,86.44311,86.44311,86.44311,86.44311,86.44311,86.44311,86.44311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-11T00:00:00Z,86.39376,86.39376,86.39376,86.39376,86.39376,86.39376,86.39376,86.39376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12T00:00:00Z,79.303665,79.303665,79.303665,79.303665,79.303665,79.303665,79.303665,79.303665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13T00:00:00Z,77.35975,77.35975,77.35975,77.35975,77.35975,77.35975,77.35975,77.35975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14T00:00:00Z,75.2793,75.2793,75.2793,75.2793,75.2793,75.2793,75.2793,75.2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-15T00:00:00Z,74.21896,74.21896,74.21896,74.21896,74.21896,74.21896,74.21896,74.21896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16T00:00:00Z,72.237175,72.237175,72.237175,72.237175,72.237175,72.237175,72.237175,72.237175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-17T00:00:00Z,60.92875,60.92875,60.92875,60.92875,60.92875,60.92875,60.92875,60.92875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-18T00:00:00Z,68.723434,68.723434,68.723434,68.723434,68.723434,68.723434,68.723434,68.723434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-19T00:00:00Z,58.91738,58.91738,58.91738,58.91738,58.91738,58.91738,58.91738,58.91738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-20T00:00:00Z,62.925804,62.925804,62.925804,62.925804,62.925804,62.925804,62.925804,62.925804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-21T00:00:00Z,77.153244,77.153244,77.153244,77.153244,77.153244,77.153244,77.153244,77.153244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-22T00:00:00Z,87.89131,87.89131,87.89131,87.89131,87.89131,87.89131,87.89131,87.89131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-23T00:00:00Z,96.42048,96.42048,96.42048,96.42048,96.42048,96.42048,96.42048,96.42048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-24T00:00:00Z,92.20139,92.20139,92.20139,92.20139,92.20139,92.20139,92.20139,92.20139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-25T00:00:00Z,90.03667,90.03667,90.03667,90.03667,90.03667,90.03667,90.03667,90.03667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-26T00:00:00Z,92.29129,92.29129,92.29129,92.29129,92.29129,92.29129,92.29129,92.29129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-27T00:00:00Z,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-28T00:00:00Z,86.893684,86.893684,86.893684,86.893684,86.893684,86.893684,86.893684,86.893684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-29T00:00:00Z,99.96798,99.96798,99.96798,99.96798,99.96798,99.96798,99.96798,99.96798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30T00:00:00Z,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01T00:00:00Z,99.31064,99.31064,99.31064,99.31064,99.31064,99.31064,99.31064,99.31064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-02T00:00:00Z,98.02478,98.02478,98.02478,98.02478,98.02478,98.02478,98.02478,98.02478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-03T00:00:00Z,73.83804,73.83804,73.83804,73.83804,73.83804,73.83804,73.83804,73.83804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-04T00:00:00Z,76.08397,76.08397,76.08397,76.08397,76.08397,76.08397,76.08397,76.08397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-05T00:00:00Z,59.77456,59.77456,59.77456,59.77456,59.77456,59.77456,59.77456,59.77456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-06T00:00:00Z,59.769257,59.769257,59.769257,59.769257,59.769257,59.769257,59.769257,59.769257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-07T00:00:00Z,59.90118,59.90118,59.90118,59.90118,59.90118,59.90118,59.90118,59.90118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-08T00:00:00Z,77.13459,77.13459,77.13459,77.13459,77.13459,77.13459,77.13459,77.13459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-09T00:00:00Z,96.90414,96.90414,96.90414,96.90414,96.90414,96.90414,96.90414,96.90414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-10T00:00:00Z,96.03927,96.03927,96.03927,96.03927,96.03927,96.03927,96.03927,96.03927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-11T00:00:00Z,97.20063,97.20063,97.20063,97.20063,97.20063,97.20063,97.20063,97.20063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-12T00:00:00Z,71.483925,71.483925,71.483925,71.483925,71.483925,71.483925,71.483925,71.483925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-13T00:00:00Z,78.58678,78.58678,78.58678,78.58678,78.58678,78.58678,78.58678,78.58678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-14T00:00:00Z,95.3629,95.3629,95.3629,95.3629,95.3629,95.3629,95.3629,95.3629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-15T00:00:00Z,96.10664,96.10664,96.10664,96.10664,96.10664,96.10664,96.10664,96.10664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-16T00:00:00Z,89.656,89.656,89.656,89.656,89.656,89.656,89.656,89.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-17T00:00:00Z,86.91349,86.91349,86.91349,86.91349,86.91349,86.91349,86.91349,86.91349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-18T00:00:00Z,93.53687,93.53687,93.53687,93.53687,93.53687,93.53687,93.53687,93.53687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-19T00:00:00Z,94.39341,94.39341,94.39341,94.39341,94.39341,94.39341,94.39341,94.39341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-20T00:00:00Z,95.58486,95.58486,95.58486,95.58486,95.58486,95.58486,95.58486,95.58486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-21T00:00:00Z,95.32643,95.32643,95.32643,95.32643,95.32643,95.32643,95.32643,95.32643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-22T00:00:00Z,90.209114,90.209114,90.209114,90.209114,90.209114,90.209114,90.209114,90.209114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-23T00:00:00Z,99.58863,99.58863,99.58863,99.58863,99.58863,99.58863,99.58863,99.58863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-24T00:00:00Z,96.171715,96.171715,96.171715,96.171715,96.171715,96.171715,96.171715,96.171715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-25T00:00:00Z,98.432655,98.432655,98.432655,98.432655,98.432655,98.432655,98.432655,98.432655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-26T00:00:00Z,97.84892,97.84892,97.84892,97.84892,97.84892,97.84892,97.84892,97.84892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-27T00:00:00Z,98.76464,98.76464,98.76464,98.76464,98.76464,98.76464,98.76464,98.76464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-28T00:00:00Z,97.56104,97.56104,97.56104,97.56104,97.56104,97.56104,97.56104,97.56104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-29T00:00:00Z,95.04906,95.04906,95.04906,95.04906,95.04906,95.04906,95.04906,95.04906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-30T00:00:00Z,82.9343,82.9343,82.9343,82.9343,82.9343,82.9343,82.9343,82.9343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-31T00:00:00Z,63.764988,63.764988,63.764988,63.764988,63.764988,63.764988,63.764988,63.764988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#min_relative_humidity,,,,,,,,,,,,,,,,,,,,,,,,
,LOSA,SALO,SAND,LOAM,G_SALO,F_SALO,SNCL,CLLO,LOSA,SALO,SAND,LOAM,G_SALO,F_SALO,SNCL,CLLO,LOSA,SALO,SAND,LOAM,G_SALO,F_SALO,SNCL,CLLO
TIMESTEP,MEAN(%),MEAN(%),MEAN(%),MEAN(%),MEAN(%),MEAN(%),MEAN(%),MEAN(%),VARIANCE(%),VARIANCE(%),VARIANCE(%),VARIANCE(%),VARIANCE(%),VARIANCE(%),VARIANCE(%),VARIANCE(%),STD_DEV(%),STD_DEV(%),STD_DEV(%),STD_DEV(%),STD_DEV(%),STD_DEV(%),STD_DEV(%),STD_DEV(%)
2015-01-01T00:00:00Z,56.354942,56.354942,56.354942,56.354942,56.354942,56.354942,56.354942,56.354942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02T00:00:00Z,34.227367,34.227367,34.227367,34.227367,34.227367,34.227367,34.227367,34.227367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03T00:00:00Z,36.831013,36.831013,36.831013,36.831013,36.831013,36.831013,36.831013,36.831013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04T00:00:00Z,24.9919,24.9919,24.9919,24.9919,24.9919,24.9919,24.9919,24.9919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05T00:00:00Z,22.190083,22.190083,22.190083,22.190083,22.190083,22.190083,22.190083,22.190083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06T00:00:00Z,36.063213,36.063213,36.063213,36.063213,36.063213,36.063213,36.063213,36.063213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07T00:00:00Z,36.76744,36.76744,36.76744,36.76744,36.76744,36.76744,36.76744,36.76744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08T00:00:00Z,30.902557,30.902557,30.902557,30.902557,30.902557,30.902557,30.902557,30.902557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09T00:00:00Z,35.338608,35.338608,35.338608,35.338608,35.338608,35.338608,35.338608,35.338608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10T00:00:00Z,35.25022,35.25022,35.25022,35.25022,35.25022,35.25022,35.25022,35.25022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11T00:00:00Z,35.701927,35.701927,35.701927,35.701927,35.701927,35.701927,35.701927,35.701927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12T00:00:00Z,37.22056,37.22056,37.22056,37.22056,37.22056,37.22056,37.22056,37.22056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13T00:00:00Z,36.41462,36.41462,36.41462,36.41462,36.41462,36.41462,36.41462,36.41462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14T00:00:00Z,30.693178,30.693178,30.693178,30.693178,30.693178,30.693178,30.693178,30.693178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15T00:00:00Z,22.58137,22.58137,22.58137,22.58137,22.58137,22.58137,22.58137,22.58137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16T00:00:00Z,13.736537,13.736537,13.736537,13.736537,13.736537,13.736537,13.736537,13.736537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17T00:00:00Z,17.138233,17.138233,17.138233,17.138233,17.138233,17.138233,17.138233,17.138233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18T00:00:00Z,28.583073,28.583073,28.583073,28.583073,28.583073,28.583073,28.583073,28.583073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-19T00:00:00Z,40.916977,40.916977,40.916977,40.916977,40.916977,40.916977,40.916977,40.916977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20T00:00:00Z,34.57249,34.57249,34.57249,34.57249,34.57249,34.57249,34.57249,34.57249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21T00:00:00Z,41.18824,41.18824,41.18824,41.18824,41.18824,41.18824,41.18824,41.18824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22T00:00:00Z,43.571438,43.571438,43.571438,43.571438,43.571438,43.571438,43.571438,43.571438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23T00:00:00Z,36.98572,36.98572,36.98572,36.98572,36.98572,36.98572,36.98572,36.98572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-24T00:00:00Z,32.25448,32.25448,32.25448,32.25448,32.25448,32.25448,32.25448,32.25448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25T00:00:00Z,30.576714,30.576714,30.576714,30.576714,30.576714,30.576714,30.576714,30.576714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-26T00:00:00Z,45.36173,45.36173,45.36173,45.36173,45.36173,45.36173,45.36173,45.36173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-27T00:00:00Z,35.512188,35.512188,35.512188,35.512188,35.512188,35.512188,35.512188,35.512188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28T00:00:00Z,26.298433,26.298433,26.298433,26.298433,26.298433,26.298433,26.298433,26.298433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-29T00:00:00Z,22.475805,22.475805,22.475805,22.475805,22.475805,22.475805,22.475805,22.475805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-30T00:00:00Z,19.292336,19.292336,19.292336,19.292336,19.292336,19.292336,19.292336,19.292336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-31T00:00:00Z,19.8144,19.8144,19.8144,19.8144,19.8144,19.8144,19.8144,19.8144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01T00:00:00Z,20.202497,20.202497,20.202497,20.202497,20.202497,20.202497,20.202497,20.202497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02T00:00:00Z,31.578335,31.578335,31.578335,31.578335,31.578335,31.578335,31.578335,31.578335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-03T00:00:00Z,56.561928,56.561928,56.561928,56.561928,56.561928,56.561928,56.561928,56.561928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-04T00:00:00Z,39.851955,39.851955,39.851955,39.851955,39.851955,39.851955,39.851955,39.851955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05T00:00:00Z,51.763847,51.763847,51.763847,51.763847,51.763847,51.763847,51.763847,51.763847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-06T00:00:00Z,63.858032,63.858032,63.858032,63.858032,63.858032,63.858032,63.858032,63.858032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-07T00:00:00Z,28.765535,28.765535,28.765535,28.765535,28.765535,28.765535,28.765535,28.765535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-08T00:00:00Z,34.37178,34.37178,34.37178,34.37178,34.37178,34.37178,34.37178,34.37178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-09T00:00:00Z,31.964869,31.964869,31.964869,31.964869,31.964869,31.964869,31.964869,31.964869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-10T00:00:00Z,29.634418,29.634418,29.634418,29.634418,29.634418,29.634418,29.634418,29.634418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-11T00:00:00Z,31.927944,31.927944,31.927944,31.927944,31.927944,31.927944,31.927944,31.927944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-12T00:00:00Z,32.641747,32.641747,32.641747,32.641747,32.641747,32.641747,32.641747,32.641747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-13T00:00:00Z,30.396528,30.396528,30.396528,30.396528,30.396528,30.396528,30.396528,30.396528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-14T00:00:00Z,33.03778,33.03778,33.03778,33.03778,33.03778,33.03778,33.03778,33.03778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15T00:00:00Z,39.71405,39.71405,39.71405,39.71405,39.71405,39.71405,39.71405,39.71405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-16T00:00:00Z,46.53267,46.53267,46.53267,46.53267,46.53267,46.53267,46.53267,46.53267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-17T00:00:00Z,44.69985,44.69985,44.69985,44.69985,44.69985,44.69985,44.69985,44.69985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-18T00:00:00Z,50.98736,50.98736,50.98736,50.98736,50.98736,50.98736,50.98736,50.98736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-19T00:00:00Z,65.43167,65.43167,65.43167,65.43167,65.43167,65.43167,65.43167,65.43167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-20T00:00:00Z,39.103737,39.103737,39.103737,39.103737,39.103737,39.103737,39.103737,39.103737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-21T00:00:00Z,24.147072,24.147072,24.147072,24.147072,24.147072,24.147072,24.147072,24.147072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-22T00:00:00Z,29.270699,29.270699,29.270699,29.270699,29.270699,29.270699,29.270699,29.270699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-23T00:00:00Z,29.136297,29.136297,29.136297,29.136297,29.136297,29.136297,29.136297,29.136297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
