#ppt,,,,,,,,,,,,,,,,,,,,,,,,
,LOSA,SALO,SAND,LOAM,G_SALO,F_SALO,SNCL,CLLO,LOSA,SALO,SAND,LOAM,G_SALO,F_SALO,SNCL,CLLO,LOSA,SALO,SAND,LOAM,G_SALO,F_SALO,SNCL,CLLO
TIMESTEP,MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),VARIANCE(mm/d^2),VARIANCE(mm/d^2),VARIANCE(mm/d^2),VARIANCE(mm/d^2),VARIANCE(mm/d^2),VARIANCE(mm/d^2),VARIANCE(mm/d^2),VARIANCE(mm/d^2),STD_DEV(mm/d),STD_DEV(mm/d),STD_DEV(mm/d),STD_DEV(mm/d),STD_DEV(mm/d),STD_DEV(mm/d),STD_DEV(mm/d),STD_DEV(mm/d)
2015-09-29T00:00:00Z,368.823221,368.823221,368.823221,368.823221,368.823221,368.823221,368.823221,368.823221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-30T00:00:00Z,517.6573815,517.6573815,517.6573815,517.6573815,517.6573815,517.6573815,517.6573815,517.6573815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01T00:00:00Z,439.7650448,439.7650448,439.7650448,439.7650448,439.7650448,439.7650448,439.7650448,439.7650448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-02T00:00:00Z,152.6241986,152.6241986,152.6241986,152.6241986,152.6241986,152.6241986,152.6241986,152.6241986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-03T00:00:00Z,107.0575375,107.0575375,107.0575375,107.0575375,107.0575375,107.0575375,107.0575375,107.0575375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-04T00:00:00Z,219.1971252,219.1971252,219.1971252,219.1971252,219.1971252,219.1971252,219.1971252,219.1971252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-05T00:00:00Z,179.8132994,179.8132994,179.8132994,179.8132994,179.8132994,179.8132994,179.8132994,179.8132994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-06T00:00:00Z,379.6855855,379.6855855,379.6855855,379.6855855,379.6855855,379.6855855,379.6855855,379.6855855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-07T00:00:00Z,483.4391409,483.4391409,483.4391409,483.4391409,483.4391409,483.4391409,483.4391409,483.4391409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-08T00:00:00Z,500.071336,500.071336,500.071336,500.071336,500.071336,500.071336,500.071336,500.071336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-09T00:00:00Z,236.0173987,236.0173987,236.0173987,236.0173987,236.0173987,236.0173987,236.0173987,236.0173987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-10T00:00:00Z,488.108607,488.108607,488.108607,488.108607,488.108607,488.108607,488.108607,488.108607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-11T00:00:00Z,476.8038437,476.8038437,476.8038437,476.8038437,476.8038437,476.8038437,476.8038437,476.8038437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-12T00:00:00Z,456.5810224,456.5810224,456.5810224,456.5810224,456.5810224,456.5810224,456.5810224,456.5810224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-13T00:00:00Z,335.8381264,335.8381264,335.8381264,335.8381264,335.8381264,335.8381264,335.8381264,335.8381264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-14T00:00:00Z,351.74376,351.74376,351.74376,351.74376,351.74376,351.74376,351.74376,351.74376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-15T00:00:00Z,405.1212229,405.1212229,405.1212229,405.1212229,405.1212229,405.1212229,405.1212229,405.1212229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-16T00:00:00Z,260.4004509,260.4004509,260.4004509,260.4004509,260.4004509,260.4004509,260.4004509,260.4004509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-17T00:00:00Z,384.7437072,384.7437072,384.7437072,384.7437072,384.7437072,384.7437072,384.7437072,384.7437072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-18T00:00:00Z,283.2767284,283.2767284,283.2767284,283.2767284,283.2767284,283.2767284,283.2767284,283.2767284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-19T00:00:00Z,338.7268005,338.7268005,338.7268005,338.7268005,338.7268005,338.7268005,338.7268005,338.7268005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-20T00:00:00Z,483.8784322,483.8784322,483.8784322,483.8784322,483.8784322,483.8784322,483.8784322,483.8784322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-21T00:00:00Z,483.6000735,483.6000735,483.6000735,483.6000735,483.6000735,483.6000735,483.6000735,483.6000735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-22T00:00:00Z,470.5241381,470.5241381,470.5241381,470.5241381,470.5241381,470.5241381,470.5241381,470.5241381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-23T00:00:00Z,464.725288,464.725288,464.725288,464.725288,464.725288,464.725288,464.725288,464.725288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-24T00:00:00Z,487.3699807,487.3699807,487.3699807,487.3699807,487.3699807,487.3699807,487.3699807,487.3699807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-25T00:00:00Z,471.6942181,471.6942181,471.6942181,471.6942181,471.6942181,471.6942181,471.6942181,471.6942181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-26T00:00:00Z,459.7416801,459.7416801,459.7416801,459.7416801,459.7416801,459.7416801,459.7416801,459.7416801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-27T00:00:00Z,443.175293,443.175293,443.175293,443.175293,443.175293,443.175293,443.175293,443.175293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-28T00:00:00Z,444.9129898,444.9129898,444.9129898,444.9129898,444.9129898,444.9129898,444.9129898,444.9129898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-29T00:00:00Z,436.6322412,436.6322412,436.6322412,436.6322412,436.6322412,436.6322412,436.6322412,436.6322412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30T00:00:00Z,411.2956128,411.2956128,411.2956128,411.2956128,411.2956128,411.2956128,411.2956128,411.2956128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-31T00:00:00Z,315.6274385,315.6274385,315.6274385,315.6274385,315.6274385,315.6274385,315.6274385,315.6274385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01T00:00:00Z,259.3990725,259.3990725,259.3990725,259.3990725,259.3990725,259.3990725,259.3990725,259.3990725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-02T00:00:00Z,440.3101087,440.3101087,440.3101087,440.3101087,440.3101087,440.3101087,440.3101087,440.3101087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-03T00:00:00Z,441.968813,441.968813,441.968813,441.968813,441.968813,441.968813,441.968813,441.968813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-04T00:00:00Z,331.1465872,331.1465872,331.1465872,331.1465872,331.1465872,331.1465872,331.1465872,331.1465872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-05T00:00:00Z,81.09543833,81.09543833,81.09543833,81.09543833,81.09543833,81.09543833,81.09543833,81.09543833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06T00:00:00Z,364.6620075,364.6620075,364.6620075,364.6620075,364.6620075,364.6620075,364.6620075,364.6620075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-07T00:00:00Z,297.2604485,297.2604485,297.2604485,297.2604485,297.2604485,297.2604485,297.2604485,297.2604485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-08T00:00:00Z,408.3650546,408.3650546,408.3650546,408.3650546,408.3650546,408.3650546,408.3650546,408.3650546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-09T00:00:00Z,371.5094213,371.5094213,371.5094213,371.5094213,371.5094213,371.5094213,371.5094213,371.5094213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-10T00:00:00Z,228.2097365,228.2097365,228.2097365,228.2097365,228.2097365,228.2097365,228.2097365,228.2097365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-11T00:00:00Z,352.8239252,352.8239252,352.8239252,352.8239252,352.8239252,352.8239252,352.8239252,352.8239252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-12T00:00:00Z,328.3723687,328.3723687,328.3723687,328.3723687,328.3723687,328.3723687,328.3723687,328.3723687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13T00:00:00Z,238.0137666,238.0137666,238.0137666,238.0137666,238.0137666,238.0137666,238.0137666,238.0137666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-14T00:00:00Z,316.9505449,316.9505449,316.9505449,316.9505449,316.9505449,316.9505449,316.9505449,316.9505449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-15T00:00:00Z,302.1022721,302.1022721,302.1022721,302.1022721,302.1022721,302.1022721,302.1022721,302.1022721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16T00:00:00Z,363.2110554,363.2110554,363.2110554,363.2110554,363.2110554,363.2110554,363.2110554,363.2110554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-17T00:00:00Z,363.6988115,363.6988115,363.6988115,363.6988115,363.6988115,363.6988115,363.6988115,363.6988115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-18T00:00:00Z,363.8380594,363.8380594,363.8380594,363.8380594,363.8380594,363.8380594,363.8380594,363.8380594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-19T00:00:00Z,367.4447491,367.4447491,367.4447491,367.4447491,367.4447491,367.4447491,367.4447491,367.4447491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-20T00:00:00Z,335.0631001,335.0631001,335.0631001,335.0631001,335.0631001,335.0631001,335.0631001,335.0631001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-21T00:00:00Z,235.9471806,235.9471806,235.9471806,235.9471806,235.9471806,235.9471806,235.9471806,235.9471806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-22T00:00:00Z,337.6964712,337.6964712,337.6964712,337.6964712,337.6964712,337.6964712,337.6964712,337.6964712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-23T00:00:00Z,315.5127086,315.5127086,315.5127086,315.5127086,315.5127086,315.5127086,315.5127086,315.5127086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-24T00:00:00Z,337.039945,337.039945,337.039945,337.039945,337.039945,337.039945,337.039945,337.039945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-25T00:00:00Z,327.3096152,327.3096152,327.3096152,327.3096152,327.3096152,327.3096152,327.3096152,327.3096152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-26T00:00:00Z,288.1859823,288.1859823,288.1859823,288.1859823,288.1859823,288.1859823,288.1859823,288.1859823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-27T00:00:00Z,301.3000772,301.3000772,301.3000772,301.3000772,301.3000772,301.3000772,301.3000772,301.3000772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-28T00:00:00Z,307.1134371,307.1134371,307.1134371,307.1134371,307.1134371,307.1134371,307.1134371,307.1134371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-29T00:00:00Z,72.06840187,72.06840187,72.06840187,72.06840187,72.06840187,72.06840187,72.06840187,72.06840187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-30T00:00:00Z,84.6314187,84.6314187,84.6314187,84.6314187,84.6314187,84.6314187,84.6314187,84.6314187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01T00:00:00Z,263.76855,263.76855,263.76855,263.76855,263.76855,263.76855,263.76855,263.76855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-02T00:00:00Z,190.5217691,190.5217691,190.5217691,190.5217691,190.5217691,190.5217691,190.5217691,190.5217691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-03T00:00:00Z,322.5917529,322.5917529,322.5917529,322.5917529,322.5917529,322.5917529,322.5917529,322.5917529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-04T00:00:00Z,305.8145288,305.8145288,305.8145288,305.8145288,305.8145288,305.8145288,305.8145288,305.8145288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-05T00:00:00Z,333.7829745,333.7829745,333.7829745,333.7829745,333.7829745,333.7829745,333.7829745,333.7829745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-06T00:00:00Z,131.7873819,131.7873819,131.7873819,131.7873819,131.7873819,131.7873819,131.7873819,131.7873819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-07T00:00:00Z,324.2121378,324.2121378,324.2121378,324.2121378,324.2121378,324.2121378,324.2121378,324.2121378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-08T00:00:00Z,304.000513,304.000513,304.000513,304.000513,304.000513,304.000513,304.000513,304.000513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-09T00:00:00Z,234.240706,234.240706,234.240706,234.240706,234.240706,234.240706,234.240706,234.240706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-10T00:00:00Z,213.6746687,213.6746687,213.6746687,213.6746687,213.6746687,213.6746687,213.6746687,213.6746687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-11T00:00:00Z,241.9520007,241.9520007,241.9520007,241.9520007,241.9520007,241.9520007,241.9520007,241.9520007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-12T00:00:00Z,286.4737633,286.4737633,286.4737633,286.4737633,286.4737633,286.4737633,286.4737633,286.4737633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-13T00:00:00Z,297.7781838,297.7781838,297.7781838,297.7781838,297.7781838,297.7781838,297.7781838,297.7781838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-14T00:00:00Z,117.2637939,117.2637939,117.2637939,117.2637939,117.2637939,117.2637939,117.2637939,117.2637939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-15T00:00:00Z,203.4289457,203.4289457,203.4289457,203.4289457,203.4289457,203.4289457,203.4289457,203.4289457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-16T00:00:00Z,293.1963932,293.1963932,293.1963932,293.1963932,293.1963932,293.1963932,293.1963932,293.1963932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-17T00:00:00Z,285.7198732,285.7198732,285.7198732,285.7198732,285.7198732,285.7198732,285.7198732,285.7198732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-18T00:00:00Z,174.3094541,174.3094541,174.3094541,174.3094541,174.3094541,174.3094541,174.3094541,174.3094541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-19T00:00:00Z,162.5011797,162.5011797,162.5011797,162.5011797,162.5011797,162.5011797,162.5011797,162.5011797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-20T00:00:00Z,157.4398361,157.4398361,157.4398361,157.4398361,157.4398361,157.4398361,157.4398361,157.4398361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-21T00:00:00Z,197.0600681,197.0600681,197.0600681,197.0600681,197.0600681,197.0600681,197.0600681,197.0600681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-22T00:00:00Z,198.0096455,198.0096455,198.0096455,198.0096455,198.0096455,198.0096455,198.0096455,198.0096455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-23T00:00:00Z,257.1887691,257.1887691,257.1887691,257.1887691,257.1887691,257.1887691,257.1887691,257.1887691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-24T00:00:00Z,213.9193236,213.9193236,213.9193236,213.9193236,213.9193236,213.9193236,213.9193236,213.9193236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-25T00:00:00Z,211.9128423,211.9128423,211.9128423,211.9128423,211.9128423,211.9128423,211.9128423,211.9128423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-26T00:00:00Z,219.5830846,219.5830846,219.5830846,219.5830846,219.5830846,219.5830846,219.5830846,219.5830846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-27T00:00:00Z,269.1208563,269.1208563,269.1208563,269.1208563,269.1208563,269.1208563,269.1208563,269.1208563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-28T00:00:00Z,269.6985957,269.6985957,269.6985957,269.6985957,269.6985957,269.6985957,269.6985957,269.6985957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-29T00:00:00Z,288.3399365,288.3399365,288.3399365,288.3399365,288.3399365,288.3399365,288.3399365,288.3399365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-30T00:00:00Z,275.9672647,275.9672647,275.9672647,275.9672647,275.9672647,275.9672647,275.9672647,275.9672647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-31T00:00:00Z,283.3444443,283.3444443,283.3444443,283.3444443,283.3444443,283.3444443,283.3444443,283.3444443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#maxtemp,,,,,,,,,,,,,,,,,,,,,,,,
,LOSA,SALO,SAND,LOAM,G_SALO,F_SALO,SNCL,CLLO,LOSA,SALO,SAND,LOAM,G_SALO,F_SALO,SNCL,CLLO,LOSA,SALO,SAND,LOAM,G_SALO,F_SALO,SNCL,CLLO
TIMESTEP,MEAN(K),MEAN(K),MEAN(K),MEAN(K),MEAN(K),MEAN(K),MEAN(K),MEAN(K),VARIANCE(C^2),VARIANCE(C^2),VARIANCE(C^2),VARIANCE(C^2),VARIANCE(C^2),VARIANCE(C^2),VARIANCE(C^2),VARIANCE(C^2),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C),STD_DEV(C)
2015-01-01T00:00:00Z,288.76953,288.76953,288.76953,288.76953,288.76953,288.76953,288.76953,288.76953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02T00:00:00Z,287.2378,287.2378,287.2378,287.2378,287.2378,287.2378,287.2378,287.2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03T00:00:00Z,286.04315,286.04315,286.04315,286.04315,286.04315,286.04315,286.04315,286.04315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04T00:00:00Z,282.07114,282.07114,282.07114,282.07114,282.07114,282.07114,282.07114,282.07114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05T00:00:00Z,280.69705,280.69705,280.69705,280.69705,280.69705,280.69705,280.69705,280.69705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06T00:00:00Z,280.3145,280.3145,280.3145,280.3145,280.3145,280.3145,280.3145,280.3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07T00:00:00Z,283.35773,283.35773,283.35773,283.35773,283.35773,283.35773,283.35773,283.35773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08T00:00:00Z,284.0708,284.0708,284.0708,284.0708,284.0708,284.0708,284.0708,284.0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09T00:00:00Z,282.80023,282.80023,282.80023,282.80023,282.80023,282.80023,282.80023,282.80023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-10T00:00:00Z,281.4605,281.4605,281.4605,281.4605,281.4605,281.4605,281.4605,281.4605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11T00:00:00Z,281.7719,281.7719,281.7719,281.7719,281.7719,281.7719,281.7719,281.7719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-12T00:00:00Z,284.5122,284.5122,284.5122,284.5122,284.5122,284.5122,284.5122,284.5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-13T00:00:00Z,281.78952,281.78952,281.78952,281.78952,281.78952,281.78952,281.78952,281.78952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-14T00:00:00Z,287.24756,287.24756,287.24756,287.24756,287.24756,287.24756,287.24756,287.24756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-15T00:00:00Z,283.85135,283.85135,283.85135,283.85135,283.85135,283.85135,283.85135,283.85135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16T00:00:00Z,281.51462,281.51462,281.51462,281.51462,281.51462,281.51462,281.51462,281.51462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-17T00:00:00Z,282.13376,282.13376,282.13376,282.13376,282.13376,282.13376,282.13376,282.13376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-18T00:00:00Z,284.722,284.722,284.722,284.722,284.722,284.722,284.722,284.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-19T00:00:00Z,287.5295,287.5295,287.5295,287.5295,287.5295,287.5295,287.5295,287.5295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-20T00:00:00Z,287.4547,287.4547,287.4547,287.4547,287.4547,287.4547,287.4547,287.4547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-21T00:00:00Z,286.0378,286.0378,286.0378,286.0378,286.0378,286.0378,286.0378,286.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-22T00:00:00Z,292.1938,292.1938,292.1938,292.1938,292.1938,292.1938,292.1938,292.1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23T00:00:00Z,287.56454,287.56454,287.56454,287.56454,287.56454,287.56454,287.56454,287.56454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-24T00:00:00Z,283.28525,283.28525,283.28525,283.28525,283.28525,283.28525,283.28525,283.28525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-25T00:00:00Z,277.18658,277.18658,277.18658,277.18658,277.18658,277.18658,277.18658,277.18658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-26T00:00:00Z,283.62946,283.62946,283.62946,283.62946,283.62946,283.62946,283.62946,283.62946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-27T00:00:00Z,284.32404,284.32404,284.32404,284.32404,284.32404,284.32404,284.32404,284.32404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-28T00:00:00Z,271.9514,271.9514,271.9514,271.9514,271.9514,271.9514,271.9514,271.9514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-29T00:00:00Z,274.05933,274.05933,274.05933,274.05933,274.05933,274.05933,274.05933,274.05933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-30T00:00:00Z,276.9589,276.9589,276.9589,276.9589,276.9589,276.9589,276.9589,276.9589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-31T00:00:00Z,280.59473,280.59473,280.59473,280.59473,280.59473,280.59473,280.59473,280.59473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-01T00:00:00Z,280.58026,280.58026,280.58026,280.58026,280.58026,280.58026,280.58026,280.58026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02T00:00:00Z,276.97452,276.97452,276.97452,276.97452,276.97452,276.97452,276.97452,276.97452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-03T00:00:00Z,281.22482,281.22482,281.22482,281.22482,281.22482,281.22482,281.22482,281.22482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-04T00:00:00Z,282.18326,282.18326,282.18326,282.18326,282.18326,282.18326,282.18326,282.18326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-05T00:00:00Z,285.39713,285.39713,285.39713,285.39713,285.39713,285.39713,285.39713,285.39713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-06T00:00:00Z,294.54654,294.54654,294.54654,294.54654,294.54654,294.54654,294.54654,294.54654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-07T00:00:00Z,286.05026,286.05026,286.05026,286.05026,286.05026,286.05026,286.05026,286.05026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-08T00:00:00Z,280.3075,280.3075,280.3075,280.3075,280.3075,280.3075,280.3075,280.3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-09T00:00:00Z,286.11118,286.11118,286.11118,286.11118,286.11118,286.11118,286.11118,286.11118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-10T00:00:00Z,290.57938,290.57938,290.57938,290.57938,290.57938,290.57938,290.57938,290.57938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-11T00:00:00Z,293.19104,293.19104,293.19104,293.19104,293.19104,293.19104,293.19104,293.19104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-12T00:00:00Z,295.5953,295.5953,295.5953,295.5953,295.5953,295.5953,295.5953,295.5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-13T00:00:00Z,299.5408,299.5408,299.5408,299.5408,299.5408,299.5408,299.5408,299.5408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-14T00:00:00Z,298.96112,298.96112,298.96112,298.96112,298.96112,298.96112,298.96112,298.96112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-15T00:00:00Z,296.99197,296.99197,296.99197,296.99197,296.99197,296.99197,296.99197,296.99197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-16T00:00:00Z,295.9849,295.9849,295.9849,295.9849,295.9849,295.9849,295.9849,295.9849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-17T00:00:00Z,298.93845,298.93845,298.93845,298.93845,298.93845,298.93845,298.93845,298.93845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-18T00:00:00Z,295.03934,295.03934,295.03934,295.03934,295.03934,295.03934,295.03934,295.03934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-19T00:00:00Z,291.52228,291.52228,291.52228,291.52228,291.52228,291.52228,291.52228,291.52228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
