Time,Age(yr),TopLayer(-),LAI(m2),GrossPsn(gC_m2_mo),FolResp(gC_m2_mo),MaintenanceRespiration(gC_mo),NetPsn(gC_m2_mo),Transpiration(mm),WUE(g_mm),Fol(gDW),Root(gDW),Wood(gDW),NSC(gC),NSCfrac(-),fWater(-),water(mm),PressureHead(mm),fRad(-),fOzone(-),DelAMax(-),fTemp_psn(-),fTemp_resp(-),fage(-),LeafOn(-),FActiveBiom(gDW_gDW),AdjFolN(gN_gC),AdjFracFol(-),CiModifier(-),AdjHalfSat,Limiting Factor,
2009.5,2,0,0.0238302,3.895422,0.6220924,0.1535976,3.273329,1.415752,0.06934694,8.936324,29,60,17.86432,0.1817926,1,184.9214,3.2,0.6558694,1,1.032944,0.9984604,0.8563229,1,True,0.9964191,1.4,0.1,1,300,fRad,
2009.58,2,0,0.0238302,3.565672,0.6301311,0.1542636,2.935541,1.150068,0.07655782,8.936324,29,60,20.6456,0.2100957,1,186.1024,3,0.6045048,1,1.032944,0.9986433,0.860036,1,True,0.9964191,1.4,0.1,1,300,fRad,
2009.67,2,0,0.0238302,2.927942,0.5048568,0.1118728,2.423086,0.8655753,0.08396313,8.936324,29,60,22.95682,0.2336154,1,183.5037,3,0.5604232,1,1.032944,0.9813149,0.6237025,1,True,0.9964191,1.4,0.1,1,300,fRad,
2009.75,2,0,0.0238302,2.247362,0.3698062,0.07269466,1.877556,0.4825445,0.1167025,8.936324,29,60,24.76168,0.2519823,1,187.4349,3,0.5075591,1,1.032944,0.8557881,0.4052804,1,True,0.9964191,1.4,0.1,1,300,fRad,
2009.83,2,0,0.0238302,1.444911,0.2610278,0.05238862,1.183883,0.2400081,0.1479475,8.936324,29,60,25.89317,0.2634966,1,188.5354,3,0.4470764,1,1.032944,0.6836519,0.2920721,1,True,0.9964191,1.4,0.1,1,300,fRad,
2009.92,2,0,0.0119151,0,0,0.03276997,0,0,0,4.468162,29,60,25.8604,0.275652,1,188.5732,3,0.4005118,1,0,0.2849432,0.182696,1,False,0.9964191,1.4,0.1,1,300,fTemp,
2010,3,0,0.0119151,0,0,0.02899443,0,0,0,4.468162,35,71,7.958336,0.07195021,1,188.5732,3,0.4415538,1,0,0.1929108,0.161647,1,False,0.9957445,1.4,0.1,1,300,fTemp,
2010.08,3,0,0.0119151,0,0,0.03725262,0,0,0,4.468162,35,71,7.921085,0.07161344,1,188.5732,3,0.4925227,1,0,0.2254439,0.1747088,1,False,0.9957445,1.4,0.1,1,300,fTemp,
2010.17,3,0,0.02830927,2.504452,0.3133049,0.06325775,2.191147,0.4911512,0.1338077,10.61598,35,71,7.282459,0.0623869,1,188.5202,3,0.5783987,1,1.032944,0.6987867,0.2966686,1,True,0.9957445,1.4,0.1,1,300,fRad,
2010.25,3,0,0.02830927,3.759095,0.4826793,0.1039629,3.276416,1.220349,0.08052669,10.61598,35,71,10.45491,0.08956449,1,187.0823,3,0.6502189,1,1.032944,0.9366359,0.4875692,1,True,0.9957445,1.4,0.1,1,300,fRad,
2010.33,3,0,0.02830927,4.486535,0.6528041,0.1483096,3.833731,1.418938,0.08103695,10.61598,35,71,14.14034,0.1211365,1,187.1293,3,0.6448296,1,1.032944,0.9916881,0.6955483,1,True,0.9957445,1.4,0.1,1,300,fRad,
2010.42,3,0,0.02830927,4.386552,0.7619861,0.2079908,3.624566,1.772605,0.06132941,10.61598,35,71,17.55691,0.1504054,1,188.2574,3,0.6583558,1,1.032944,0.9780825,0.9754432,1,True,0.9957445,1.4,0.1,1,300,fRad,
2010.5,3,0,0.02830927,4.48876,0.7922186,0.2099358,3.696541,1.833088,0.0604835,10.61598,35,71,21.04351,0.1802742,1,183.6742,3.1,0.6630954,1,1.032944,0.9745319,0.9845649,1,True,0.9957445,1.4,0.1,1,300,fRad,
2010.58,3,0,0.02830927,4.14029,0.7818698,0.2002315,3.35842,1.596949,0.06307665,10.61598,35,71,24.2017,0.2073296,1,185.6541,3.1,0.6196701,1,1.032944,0.9833651,0.9390537,1,True,0.9957445,1.4,0.1,1,300,fRad,
2010.67,3,0,0.02830927,3.640774,0.6842945,0.1620658,2.95648,1.468425,0.06038762,10.61598,35,71,26.99611,0.2312686,1,188.4295,3,0.6113116,1,1.032944,0.9999677,0.7600624,1,True,0.9957445,1.4,0.1,1,300,fRad,
2010.75,3,0,0.02830927,3.004852,0.4773014,0.09384847,2.52755,0.8856282,0.08559988,10.61598,35,71,29.42982,0.2521175,1,182.9451,3,0.5598496,1,1.032944,0.9153543,0.4401342,1,True,0.9957445,1.4,0.1,1,300,fRad,
2010.83,3,0,0.01415464,0,0,0.059224,0,0,0,5.307989,35,71,29.3706,0.263543,1,188.3101,3,0.4561812,1,0,0.6931727,0.277751,1,False,0.9957445,1.4,0.1,1,300,fRad,
2010.92,3,0,0.01415464,0,0,0.03076038,0,0,0,5.307989,35,71,29.33983,0.263267,1,188.5732,3,0.3984349,1,0,0.04016512,0.1442612,1,False,0.9957445,1.4,0.1,1,300,fTemp,
2011,4,0,0.01415464,0,0,0.03282553,0,0,0,5.307989,41,83,9.453718,0.07272461,1,188.5732,3,0.4325928,1,0,0.1447242,0.1539464,1,False,0.994999,1.4,0.1,1,300,fTemp,
2011.08,4,0,0.01415464,0,0,0.05930221,0,0,0,5.307989,41,83,9.394419,0.07226844,1,188.5732,3,0.5117033,1,0,0.5709183,0.2365677,1,False,0.994999,1.4,0.1,1,300,fRad,
2011.17,4,0,0.03325652,2.930432,0.3751715,0.0756482,2.55526,0.6114403,0.1253446,12.4712,41,83,8.650587,0.06308737,1,188.5167,3,0.5615239,1,1.032944,0.7180334,0.301775,1,True,0.994999,1.4,0.1,1,300,fRad,
2011.25,4,0,0.03325652,4.356289,0.590412,0.1279941,3.765877,1.467262,0.07698097,12.4712,41,83,12.28847,0.08961789,1,187.9501,3,0.6325846,1,1.032944,0.9498201,0.5105925,1,True,0.994999,1.4,0.1,1,300,fRad,
2011.33,4,0,0.03325652,5.142965,0.7451257,0.1686499,4.39784,1.907436,0.0691535,12.4712,41,83,16.51766,0.1204607,1,185.8119,3.1,0.6545125,1,1.032944,0.9921179,0.6727763,1,True,0.994999,1.4,0.1,1,300,fRad,
2011.42,4,0,0.03325652,4.632839,0.8922225,0.2469599,3.740617,2.456284,0.04567614,12.4712,41,83,20.01132,0.1459394,1,184.7144,3.2,0.6764358,1,1.032944,0.9598753,0.9851695,1,True,0.994999,1.4,0.1,1,300,fRad,
2011.5,4,0,0.03325652,4.397385,0.9719974,0.2506775,3.425387,2.440205,0.04210251,12.4712,41,83,23.18603,0.169092,1,185.9282,3.1,0.661377,1,1.032944,0.9119658,1,1,True,0.994999,1.4,0.1,1,300,fRad,
2011.58,4,0,0.03325652,4.501964,0.920836,0.2388166,3.581128,2.302629,0.04664666,12.4712,41,83,26.52833,0.1934669,1,184.388,3.2,0.6530923,1,1.032944,0.9639373,0.9526846,1,True,0.994999,1.4,0.1,1,300,fRad,
2011.67,4,0,0.03325652,4.080735,0.7380086,0.166858,3.342726,1.351719,0.07417185,12.4712,41,83,29.70421,0.2166281,1,186.7462,3,0.5606259,1,1.032944,0.9920499,0.665628,1,True,0.994999,1.4,0.1,1,300,fRad,
2011.75,4,0,0.03325652,3.278989,0.4860609,0.09499498,2.792928,0.8889082,0.09423832,12.4712,41,83,32.40215,0.2363037,1,187.5591,3,0.5530641,1,1.032944,0.8599551,0.378953,1,True,0.994999,1.4,0.1,1,300,fRad,
2011.83,4,0,0.03325652,2.235238,0.3692818,0.0729939,1.865956,0.5063055,0.1105385,12.4712,41,83,34.19513,0.2493797,1,187.7781,3,0.4773516,1,1.032944,0.7398404,0.2911865,1,True,0.994999,1.4,0.1,1,300,fRad,
2011.92,4,0,0.01662826,0,0,0.06169617,0,0,0,6.235598,41,83,34.13345,0.2607272,1,188.5732,3,0.4187881,1,0,0.6181186,0.2461177,1,False,0.994999,1.4,0.1,1,300,fRad,
2012,5,0,0.01662826,0,0,0.05532784,0,0,0,6.235598,48,98,11.10646,0.07291158,1,188.5732,3,0.4507115,1,0,0.5180935,0.2207132,1,False,0.9941376,1.4,0.1,1,300,fRad,
2012.08,5,0,0.01662826,0,0,0.06940921,0,0,0,6.235598,48,98,11.03705,0.07245592,1,188.5732,3,0.4908553,1,0,0.5554288,0.2361011,1,False,0.9941376,1.4,0.1,1,300,fRad,
2012.17,5,0,0.03896766,4.381016,0.6300648,0.1259135,3.750951,1.24214,0.09057237,14.61287,48,98,10.89231,0.067799,1,188.4479,3,0.5810424,1,1.032944,0.8986045,0.4283051,1,True,0.9941376,1.4,0.1,1,300,fRad,
2012.25,5,0,0.03896766,4.963852,0.6379576,0.1371471,4.325894,1.549387,0.08374152,14.61287,48,98,15.08106,0.09387178,1,188.1934,3,0.6267658,1,1.032944,0.9219648,0.4665171,1,True,0.9941376,1.4,0.1,1,300,fRad,
2012.33,5,0,0.03896766,5.969137,0.8841387,0.2014136,5.084998,2.230007,0.06839263,14.61287,48,98,19.96464,0.1242695,1,187.8279,3,0.6449952,1,1.032944,0.9937461,0.685125,1,True,0.9941376,1.4,0.1,1,300,fRad,
2012.42,5,0,0.03896766,5.875084,0.9259558,0.23176,4.949129,2.635678,0.05631981,14.61287,48,98,24.682,0.1536327,1,186.5444,3,0.6662447,1,1.032944,0.9998752,0.7883505,1,True,0.9941376,1.4,0.1,1,300,fRad,
2012.5,5,0,0.03896766,5.258573,1.144979,0.2939809,4.113595,2.823791,0.04369318,14.61287,48,98,28.50162,0.1774078,1,185.2005,3.2,0.6629946,1,1.032944,0.9104048,1,1,True,0.9941376,1.4,0.1,1,300,fRad,
2012.58,5,0,0.03896766,5.663031,1.040607,0.2584002,4.622423,2.352582,0.0589318,14.61287,48,98,32.86563,0.2045716,1,186.118,3.1,0.6324297,1,1.032944,0.9910938,0.8789694,1,True,0.9941376,1.4,0.1,1,300,fRad,
2012.67,5,0,0.03896766,4.893235,0.8815752,0.2011444,4.01166,1.778705,0.06764643,14.61287,48,98,36.67614,0.22829,1,186.6387,3.1,0.5871212,1,1.032944,0.996142,0.6842092,1,True,0.9941376,1.4,0.1,1,300,fRad,
2012.75,5,0,0.03896766,3.940552,0.6441416,0.1265147,3.296411,1.132249,0.0873221,14.61287,48,98,39.84602,0.2480209,1,186.7845,3,0.5347919,1,1.032944,0.9068658,0.43035,1,True,0.9941376,1.4,0.1,1,300,fRad,
2012.83,5,0,0.01948383,0,0,0.0711897,0,0,0,7.306437,48,98,39.77484,0.2593014,1,188.425,3,0.4648728,1,0,0.6113467,0.2421576,1,False,0.9941376,1.4,0.1,1,300,fRad,
2012.92,5,0,0.03896766,1.972724,0.4070521,0.07844246,1.565672,0.3331769,0.1409453,14.61287,48,98,37.97419,0.2363697,1,188.5402,3,0.391989,1,1.032944,0.6461659,0.2668284,1,True,0.9941376,1.4,0.1,1,300,fRad,
2013,6,0,0.01948383,0,0,0.06732336,0,0,0,7.306437,56,114,13.01353,0.07375946,1,188.5498,3,0.415832,1,0,0.5279315,0.2290059,1,False,0.9932099,1.4,0.1,1,300,fRad,
2013.08,6,0,0.01948383,0,0,0.0724491,0,0,0,7.306437,56,114,12.94108,0.07334882,1,188.5732,3,0.4859748,1,0,0.4502682,0.2126705,1,False,0.9932099,1.4,0.1,1,300,fTemp,
2013.17,6,0,0.01948383,0,0,0.08307188,0,0,0,7.306437,56,114,12.85801,0.07287796,1,188.5732,3,0.5698642,1,0,0.5635502,0.2438532,1,False,0.9932099,1.4,0.1,1,300,fTemp,
2013.25,6,0,0.04511338,5.61366,0.7234328,0.1545244,4.890227,1.539869,0.0952511,16.91752,56,114,13.26872,0.07134572,1,188.3316,3,0.612678,1,1.032944,0.9030194,0.4535984,1,True,0.9932099,1.4,0.1,1,300,fRad,
2013.33,6,0,0.04511338,6.80782,0.9010448,0.1970637,5.906775,2.271461,0.07799556,16.91752,56,114,18.97843,0.1020467,1,188.1899,3,0.6459483,1,1.032944,0.9683259,0.5784701,1,True,0.9932099,1.4,0.1,1,300,fRad,
2013.42,6,0,0.04511338,6.969674,1.104771,0.2774439,5.864902,2.457467,0.07158102,16.91752,56,114,24.56589,0.1320904,1,188.1264,3,0.6271222,1,1.032944,0.9999861,0.8144222,1,True,0.9932099,1.4,0.1,1,300,fRad,
2013.5,6,0,0.04511338,7.225873,1.187465,0.2957511,6.038408,2.538381,0.07134942,16.91752,56,114,30.30854,0.1629686,1,188.321,3,0.6335597,1,1.032944,0.9980392,0.8681618,1,True,0.9932099,1.4,0.1,1,300,fRad,
2013.58,6,0,0.04511338,6.678982,1.142207,0.2714278,5.536775,2.277032,0.07293105,16.91752,56,114,35.5739,0.1912803,1,187.3078,3,0.6091133,1,1.032944,0.9999443,0.796762,1,True,0.9932099,1.4,0.1,1,300,fRad,
2013.67,6,0,0.04511338,5.603274,0.9817184,0.2205094,4.621556,1.75206,0.07911596,16.91752,56,114,39.97493,0.2149446,1,188.4002,3,0.5668957,1,1.032944,0.9877245,0.6472939,1,True,0.9932099,1.4,0.1,1,300,fRad,
2013.75,6,0,0.04511338,4.386573,0.7708153,0.1525524,3.615758,1.132796,0.09573535,16.91752,56,114,43.43813,0.2335662,1,188.4784,3,0.4968749,1,1.032944,0.9073706,0.4478094,1,True,0.9932099,1.4,0.1,1,300,fRad,
2013.83,6,0,0.02255669,0,0,0.08008426,0,0,0,8.458759,56,114,43.35806,0.2441655,1,188.5732,3,0.4471148,1,0,0.5876086,0.2350831,1,False,0.9932099,1.4,0.1,1,300,fRad,
2013.92,6,0,0.02255669,0,0,0.07834269,0,0,0,8.458759,56,114,43.27971,0.2437243,1,188.5732,3,0.3927618,1,0,0.5479009,0.2299708,1,False,0.9932099,1.4,0.1,1,300,fRad,
2014,7,0,0.02255669,0,0,0.05198398,0,0,0,8.458759,64,131,15.06524,0.07401709,1,188.5732,3,0.4416134,1,0,0.1609731,0.1525963,1,False,0.9921634,1.4,0.1,1,300,fTemp,
2014.08,7,0,0.02255669,0,0,0.08322171,0,0,0,8.458759,64,131,14.98203,0.07360824,1,188.5732,3,0.4878715,1,0,0.4370075,0.2115596,1,False,0.9921634,1.4,0.1,1,300,fTemp,
2014.17,7,0,0.02255669,0,0,0.09643325,0,0,0,8.458759,64,131,14.88559,0.07313444,1,188.5732,3,0.5469178,1,0,0.571738,0.2451449,1,False,0.9921634,1.4,0.1,1,300,fRad,
2014.25,7,0,0.05203863,6.558096,0.8322977,0.1778669,5.725799,1.773865,0.09681448,19.51449,64,131,15.45844,0.07206516,1,187.9918,3,0.6221322,1,1.032944,0.9008082,0.452159,1,True,0.9921634,1.4,0.1,1,300,fRad,
2014.33,7,0,0.05203863,8.235483,1.15171,0.259765,7.083774,2.93383,0.07241932,19.51449,64,131,22.28245,0.1038778,1,184.983,3.2,0.6680816,1,1.032944,0.9893286,0.6603537,1,True,0.9921634,1.4,0.1,1,300,fRad,
2014.42,7,0,0.05203863,8.029561,1.327094,0.3455167,6.702467,3.230895,0.06222094,19.51449,64,131,28.6394,0.133513,1,186.0284,3.1,0.6500098,1,1.032944,0.9950341,0.8783448,1,True,0.9921634,1.4,0.1,1,300,fRad,
2014.5,7,0,0.05203863,8.496522,1.382222,0.3477824,7.1143,3.139317,0.06797069,19.51449,64,131,35.40592,0.1650576,1,185.9813,3.1,0.6576288,1,1.032944,0.9957481,0.8841047,1,True,0.9921634,1.4,0.1,1,300,fRad,
2014.58,7,0,0.05203863,8.113485,1.321729,0.31497,6.791757,2.673907,0.07618345,19.51449,64,131,41.88269,0.1952515,1,185.5676,3.2,0.6426673,1,1.032944,0.9999234,0.8006913,1,True,0.9921634,1.4,0.1,1,300,fRad,
2014.67,7,0,0.05203863,6.400051,1.149716,0.2607661,5.250335,1.685239,0.09344377,19.51449,64,131,46.87226,0.2185121,1,188.3212,3,0.5437334,1,1.032944,0.9856297,0.6628987,1,True,0.9921634,1.4,0.1,1,300,fRad,
2014.75,7,0,0.05203863,5.561418,0.8948746,0.1769594,4.666543,1.645938,0.08503672,19.51449,64,131,51.36184,0.239442,1,188.3979,3,0.5589371,1,1.032944,0.9215372,0.449852,1,True,0.9921634,1.4,0.1,1,300,fRad,
2014.83,7,0,0.02601932,0,0,0.09101543,0,0,0,9.757243,64,131,51.27082,0.2503145,1,188.5732,3,0.4492288,1,0,0.5472063,0.2313721,1,False,0.9921634,1.4,0.1,1,300,fRad,
2014.92,7,0,0.02601932,0,0,0.08720449,0,0,0,9.757243,64,131,51.18362,0.2498887,1,188.5732,3,0.3875329,1,0,0.4757447,0.2216842,1,False,0.9921634,1.4,0.1,1,300,fRad,
2015,8,0,0.02601932,0,0,0.07004501,0,0,0,9.757243,75,152,17.37946,0.07366031,1,188.5732,3,0.4358018,1,0,0.2927865,0.1780628,1,False,0.9909077,1.4,0.1,1,300,fTemp,
2015.08,8,0,0.02601932,0,0,0.07209221,0,0,0,9.757243,75,152,17.30736,0.07335473,1,188.5732,3,0.4850963,1,0,0.1389535,0.1578558,1,False,0.9909077,1.4,0.1,1,300,fTemp,
2015.17,8,0,0.06033923,5.251215,0.6988053,0.1411259,4.55241,1.03166,0.1323516,22.62721,75,152,15.92716,0.0640433,1,188.5263,3,0.5474493,1,1.032944,0.719754,0.3090144,1,True,0.9909077,1.4,0.1,1,300,fRad,
2015.25,8,0,0.06033923,7.630056,0.9880438,0.2113039,6.642012,1.844086,0.1080297,22.62721,75,152,22.35787,0.08990129,1,188.1253,3,0.6150231,1,1.032944,0.8984333,0.4626788,1,True,0.9909077,1.4,0.1,1,300,fRad,
2015.33,8,0,0.06033923,9.631416,1.346421,0.3038229,8.284995,3.16506,0.07851181,22.62721,75,152,30.33904,0.1219937,1,184.4859,3,0.6616225,1,1.032944,0.9880088,0.6652619,1,True,0.9909077,1.4,0.1,1,300,fRad,
2015.42,8,0,0.06033923,9.431024,1.597987,0.4310704,7.833037,3.850807,0.0610103,22.62721,75,152,37.74102,0.1517571,1,186.523,3,0.6658149,1,1.032944,0.9842684,0.9438877,1,True,0.9909077,1.4,0.1,1,300,fRad,
2015.5,8,0,0.06033923,9.775673,1.681589,0.4455278,8.094083,3.958856,0.06132289,22.62721,75,152,45.38958,0.1825121,1,186.3266,3,0.6774005,1,1.032944,0.9770364,0.9755441,1,True,0.9909077,1.4,0.1,1,300,fRad,
2015.58,8,0,0.06033923,9.137804,1.585612,0.3889,7.552192,3.384478,0.06692773,22.62721,75,152,52.55287,0.2113157,1,186.7579,3,0.6366538,1,1.032944,0.9973713,0.8515497,1,True,0.9909077,1.4,0.1,1,300,fRad,
2015.67,8,0,0.06033923,7.722501,1.390725,0.3220046,6.331776,2.306599,0.08233379,22.62721,75,152,58.56264,0.2354811,1,186.1253,3,0.5716913,1,1.032944,0.9945928,0.7050732,1,True,0.9909077,1.4,0.1,1,300,fRad,
2015.75,8,0,0.06033923,5.899649,0.9615372,0.1896601,4.938112,1.450354,0.1021202,22.62721,75,152,63.31109,0.2545747,1,188.1042,3,0.520514,1,1.032944,0.8790023,0.4152868,1,True,0.9909077,1.4,0.1,1,300,fRad,
2015.83,8,0,0.06033923,3.863334,0.7494662,0.1494886,3.113868,0.7239593,0.1290063,22.62721,75,152,66.27549,0.2664946,1,188.5007,3,0.4208649,1,1.032944,0.7598278,0.3273257,1,True,0.9909077,1.4,0.1,1,300,fRad,
2015.92,8,0,0.06033923,3.751105,0.7924516,0.15161,2.958653,0.6559599,0.1352825,22.62721,75,152,69.08254,0.2777818,1,188.5257,3,0.4061322,1,1.032944,0.7621004,0.3319708,1,True,0.9909077,1.4,0.1,1,300,fRad,
2016,9,0,0.03016962,0,0,0.0796613,0,0,0,11.31361,90,184,20.15097,0.07121229,1,188.5732,3,0.4390914,1,0,0.2399916,0.1744293,1,False,0.9890688,1.4,0.1,1,300,fTemp,
2016.08,9,0,0.03016962,0,0,0.1195048,0,0,0,11.31361,90,184,20.03148,0.07079,1,188.5732,3,0.4880066,1,0,0.4581664,0.2174521,1,False,0.9890688,1.4,0.1,1,300,fTemp,
2016.17,9,0,0.07247481,7.921446,1.059773,0.2121401,6.861672,1.909969,0.1077528,27.17805,90,184,19.54201,0.06543198,1,188.1088,3,0.594192,1,1.032944,0.8454273,0.3860121,1,True,0.9890688,1.4,0.1,1,300,fRad,
2016.25,9,0,0.07247481,9.253944,1.124079,0.2405162,8.129865,2.367516,0.1029947,27.17805,90,184,27.43136,0.09184767,1,187.6604,3,0.6389371,1,1.032944,0.88502,0.4376455,1,True,0.9890688,1.4,0.1,1,300,fRad,
2016.33,9,0,0.07247481,11.08121,1.499927,0.3294412,9.581286,2.982303,0.09635999,27.17805,90,184,36.68321,0.1228254,1,188.3272,3,0.6277084,1,1.032944,0.9654281,0.5994542,1,True,0.9890688,1.4,0.1,1,300,fRad,
2016.42,9,0,0.07247481,11.74394,1.833931,0.47425,9.910007,4.328829,0.06866386,27.17805,90,184,46.11897,0.1544189,1,188.3634,3,0.6687183,1,1.032944,0.9980745,0.8629498,1,True,0.9890688,1.4,0.1,1,300,fRad,
2016.5,9,0,0.07247481,11.39403,2.07823,0.5495685,9.315802,4.850906,0.05759994,27.17805,90,184,54.88519,0.1837706,1,187.876,3,0.67645,1,1.032944,0.9567478,1,1,True,0.9890688,1.4,0.1,1,300,fRad,
2016.58,9,0,0.07247481,10.5209,2.030709,0.5322428,8.490191,4.192718,0.06073606,27.17805,90,184,62.84315,0.210416,1,187.4292,3,0.6251962,1,1.032944,0.9752653,0.968474,1,True,0.9890688,1.4,0.1,1,300,fRad,
2016.67,9,0,0.07247481,9.36999,1.756379,0.4195695,7.613612,2.925717,0.07805185,27.17805,90,184,70.03722,0.2345037,1,187.6953,3,0.5761537,1,1.032944,0.9992568,0.7634525,1,True,0.9890688,1.4,0.1,1,300,fRad,
2016.75,9,0,0.07247481,7.876084,1.318861,0.2637715,6.557222,2.209088,0.08902904,27.17805,90,184,76.3307,0.255576,1,188.3372,3,0.553532,1,1.032944,0.9334416,0.4799611,1,True,0.9890688,1.4,0.1,1,300,fRad,
2016.83,9,0,0.07247481,4.898266,0.8214576,0.163367,4.076808,1.047984,0.1166784,27.17805,90,184,80.24416,0.2686793,1,188.3981,3,0.4781056,1,1.032944,0.7385854,0.2972642,1,True,0.9890688,1.4,0.1,1,300,fRad,
2016.92,9,0,0.0362374,0,0,0.1142083,0,0,0,13.58903,90,184,80.12994,0.2809398,1,188.5732,3,0.383359,1,0,0.4265813,0.2078144,1,False,0.9890688,1.4,0.1,1,300,fRad,
2017,10,0,0.0362374,0,0,0.09586088,0,0,0,13.58903,108,219,24.20385,0.07185412,1,188.5732,3,0.4385569,1,0,0.2399916,0.1744293,1,False,0.9869775,1.4,0.1,1,300,fTemp,
2017.08,10,0,0.0362374,0,0,0.1425192,0,0,0,13.58903,108,219,24.06133,0.07143103,1,188.5732,3,0.4874638,1,0,0.4581664,0.2174521,1,False,0.9869775,1.4,0.1,1,300,fTemp,
