Time,ManagementArea,Prescription,Stand,EventID,StandAge,StandRank,NumberOfSites,HarvestedSites,MgBiomassRemoved,MgBioRemovedPerDamagedHa,TotalCohortsPartialHarvest,TotalCohortsCompleteHarvest,CohortsHarvested_LobPine,CohortsHarvested_LongleafPine,CohortsHarvested_ShortPine,CohortsHarvested_SlashPine,CohortsHarvested_WhiteOak,CohortsHarvested_TurkeyOak,CohortsHarvested_SweetGum,CohortsHarvested_RedMaple,CohortsHarvested_TulipTree,BiomassHarvestedMg_LobPine,BiomassHarvestedMg_LongleafPine,BiomassHarvestedMg_ShortPine,BiomassHarvestedMg_SlashPine,BiomassHarvestedMg_WhiteOak,BiomassHarvestedMg_TurkeyOak,BiomassHarvestedMg_SweetGum,BiomassHarvestedMg_RedMaple,BiomassHarvestedMg_TulipTree,
2, 1, Thinnning_Pines, 740, 37, 94, 1178, 8, 8, 112.28, 14.04, 44, 3, 2, 42, 0, 0, 1, 0, 1, 0, 1, 1.9, 105.86, 0, 0, 0.7, 0, 0.86, 0, 0.7, 
2, 1, Thinnning_Pines, 1079, 40, 92, 1049, 20, 19, 451.16, 23.75, 111, 0, 8, 103, 0, 0, 0, 0, 0, 0, 0, 8.54, 442.62, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 900, 46, 97, 1024, 30, 30, 827.19, 27.57, 178, 0, 18, 160, 0, 0, 0, 0, 0, 0, 0, 18.63, 808.56, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 903, 68, 94, 863, 36, 36, 1043.64, 28.99, 191, 0, 29, 162, 0, 0, 0, 0, 0, 0, 0, 34.75, 1008.89, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 1235, 67, 99, 868, 57, 51, 698.97, 13.71, 197, 3, 0, 197, 0, 0, 0, 2, 0, 1, 0, 0, 694.09, 0, 0, 0, 1.52, 0, 0.92, 0, 
2, 1, Thinnning_Pines, 218, 53, 94, 923, 30, 30, 653.85, 21.8, 191, 1, 47, 144, 0, 0, 0, 0, 0, 1, 0, 327.68, 324.65, 0, 0, 0, 0, 0, 0.76, 0, 
2, 1, Thinnning_Pines, 191, 69, 100, 860, 77, 76, 3600.72, 47.38, 374, 38, 35, 339, 2, 0, 12, 2, 5, 11, 6, 130.34, 3062.32, 8.44, 0, 82.73, 0.76, 22.78, 31.84, 57.48, 
2, 1, Thinnning_Pines, 1117, 64, 94, 873, 29, 29, 546.1, 18.83, 162, 4, 0, 162, 0, 0, 0, 4, 0, 0, 0, 0, 540.28, 0, 0, 0, 2.91, 0, 0, 0, 
2, 1, Thinnning_Pines, 1149, 63, 91, 884, 33, 32, 524.02, 16.38, 194, 2, 10, 184, 0, 0, 0, 1, 0, 1, 0, 7.21, 514.05, 0, 0, 0, 0.76, 0, 0.62, 0, 
2, 1, Thinnning_Pines, 570, 60, 95, 895, 19, 19, 312.15, 16.43, 115, 0, 4, 111, 0, 0, 0, 0, 0, 0, 0, 2.86, 309.29, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 787, 54, 86, 917, 23, 22, 384.21, 17.46, 145, 4, 23, 122, 0, 0, 0, 3, 1, 0, 0, 35.45, 342.28, 0, 0, 0, 2.4, 0.84, 0, 0, 
3, 1, Clearcut_Slash, 32, 80, 122, 2760, 11, 11, 3253.14, 295.74, 0, 104, 55, 0, 0, 33, 0, 0, 0, 16, 0, 692.52, 0, 0, 841.66, 0, 0, 0, 92.39, 0, 
3, 1, Clearcut_Slash, 13, 82, 120, 2725, 79, 79, 23130.12, 292.79, 0, 722, 390, 1, 0, 234, 1, 0, 0, 96, 0, 4930.43, 1.61, 0, 5988.4, 0.53, 0, 0, 644.089999999999, 0, 
3, 1, Thinnning_Pines, 71, 92, 83, 911, 19, 16, 178.84, 11.18, 96, 1, 1, 95, 0, 0, 0, 1, 0, 0, 0, 0.38, 177.1, 0, 0, 0, 0.68, 0, 0, 0, 
3, 1, Clearcut_Slash, 72, 77, 122, 2760, 17, 17, 5032.4, 296.02, 0, 155, 85, 0, 0, 51, 0, 0, 0, 19, 0, 1073.13, 0, 0, 1303.81, 0, 0, 0, 139.26, 0, 
3, 1, Thinnning_Pines, 107, 98, 93, 881, 28, 25, 263.27, 10.53, 139, 1, 28, 111, 0, 0, 0, 1, 0, 0, 0, 19.91, 241.94, 0, 0, 0, 0.71, 0, 0, 0, 
3, 1, Clearcut_Slash, 122, 75, 122, 2760, 7, 7, 2072.36, 296.05, 0, 64, 35, 0, 0, 21, 0, 0, 0, 8, 0, 445.42, 0, 0, 541.46, 0, 0, 0, 49.3, 0, 
3, 1, Thinnning_Pines, 685, 78, 98, 1018, 33, 33, 504.75, 15.3, 200, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 504.75, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 403, 72, 95, 1156, 38, 35, 355.38, 10.15, 227, 7, 20, 207, 0, 4, 0, 0, 1, 0, 2, 50.12, 298.12, 0, 1.44, 0, 0, 0.71, 0, 1.42, 
3, 1, Thinnning_Pines, 321, 85, 91, 940, 24, 24, 297.75, 12.41, 177, 0, 31, 146, 0, 0, 0, 0, 0, 0, 0, 40.74, 257.01, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 167, 97, 93, 884, 21, 21, 323.99, 15.43, 141, 6, 5, 136, 0, 0, 0, 4, 0, 2, 0, 4.82, 310.05, 0, 0, 0, 3.05, 0, 1.51, 0, 
3, 1, Thinnning_Pines, 1327, 84, 84, 954, 10, 10, 85.64, 8.56, 57, 0, 6, 51, 0, 0, 0, 0, 0, 0, 0, 15.41, 70.23, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 930, 90, 92, 914, 56, 56, 687.73, 12.28, 406, 5, 76, 330, 0, 0, 0, 5, 0, 0, 0, 93.79, 585.98, 0, 0, 0, 3.98, 0, 0, 0, 
3, 1, Thinnning_Pines, 294, 95, 100, 905, 90, 90, 1085.46, 12.06, 528, 6, 93, 435, 2, 0, 0, 1, 1, 2, 0, 81.36, 995.859999999999, 0.93, 0, 0, 0.81, 0.76, 1.62, 0, 
