Time,ManagementArea,Prescription,Stand,EventID,StandAge,StandRank,NumberOfSites,HarvestedSites,MgBiomassRemoved,MgBioRemovedPerDamagedHa,TotalCohortsPartialHarvest,TotalCohortsCompleteHarvest,CohortsHarvested_LobPine,CohortsHarvested_LongleafPine,CohortsHarvested_ShortPine,CohortsHarvested_SlashPine,CohortsHarvested_WhiteOak,CohortsHarvested_TurkeyOak,CohortsHarvested_SweetGum,CohortsHarvested_RedMaple,CohortsHarvested_TulipTree,BiomassHarvestedMg_LobPine,BiomassHarvestedMg_LongleafPine,BiomassHarvestedMg_ShortPine,BiomassHarvestedMg_SlashPine,BiomassHarvestedMg_WhiteOak,BiomassHarvestedMg_TurkeyOak,BiomassHarvestedMg_SweetGum,BiomassHarvestedMg_RedMaple,BiomassHarvestedMg_TulipTree,
1, 1, Thinnning_Pines, 321, 18, 89, 914, 24, 24, 1534.56, 63.94, 163, 0, 26, 137, 0, 0, 0, 0, 0, 0, 0, 644.93, 889.63, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 167, 33, 91, 858, 21, 21, 1726.84, 82.23, 129, 10, 2, 127, 0, 0, 0, 10, 0, 0, 0, 73.23, 1648.88, 0, 0, 0, 4.73, 0, 0, 0, 
1, 1, Thinnning_Pines, 1327, 16, 82, 930, 10, 10, 239.34, 23.93, 54, 0, 6, 48, 0, 0, 0, 0, 0, 0, 0, 158.14, 81.2, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 930, 23, 90, 888, 56, 56, 3290.1, 58.75, 372, 11, 65, 307, 0, 0, 0, 11, 0, 0, 0, 240.55, 3036.58, 0, 0, 0, 12.97, 0, 0, 0, 
1, 1, Thinnning_Pines, 294, 26, 98, 885, 90, 90, 6023.38, 66.93, 530, 21, 81, 449, 0, 0, 0, 18, 1, 1, 1, 623.62, 5387.06, 0, 0, 0, 11.07, 0.47, 0.69, 0.47, 
1, 1, Thinnning_Pines, 255, 24, 95, 888, 74, 73, 5767.4, 79.01, 466, 33, 64, 402, 0, 0, 0, 33, 0, 0, 0, 881.77, 4866.15, 0, 0, 0, 19.48, 0, 0, 0, 
1, 1, Thinnning_Pines, 967, 17, 94, 929, 51, 48, 3783.59, 78.82, 324, 30, 46, 278, 0, 0, 0, 30, 0, 0, 0, 374.8, 3388.75, 0, 0, 0, 20.04, 0, 0, 0, 
1, 1, Thinnning_Pines, 839, 10, 91, 1017, 21, 19, 1134.13, 59.69, 115, 0, 9, 106, 0, 0, 0, 0, 0, 0, 0, 5.31, 1128.82, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 283, 22, 88, 903, 39, 38, 3041.22, 80.03, 247, 2, 28, 219, 0, 0, 0, 2, 0, 0, 0, 38.1, 3002.18, 0, 0, 0, 0.94, 0, 0, 0, 
1, 1, Thinnning_Pines, 284, 15, 92, 932, 41, 39, 503.91, 12.92, 205, 0, 17, 188, 0, 0, 0, 0, 0, 0, 0, 229.23, 274.68, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 1024, 28, 93, 880, 41, 39, 3419.66, 87.68, 239, 1, 19, 220, 0, 0, 0, 0, 1, 0, 0, 148.09, 3271.15, 0, 0, 0, 0, 0.42, 0, 0, 
1, 1, Thinnning_Pines, 506, 14, 97, 981, 47, 40, 1924.65, 48.12, 265, 0, 46, 219, 0, 0, 0, 0, 0, 0, 0, 1589.35, 335.3, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 505, 5, 96, 1210, 33, 27, 468.85, 17.36, 189, 0, 6, 183, 0, 0, 0, 0, 0, 0, 0, 8.36, 460.49, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 740, 7, 100, 1162, 8, 8, 207.01, 25.88, 44, 6, 2, 42, 0, 0, 0, 0, 3, 3, 0, 56.81, 58.38, 0, 0, 0, 0, 19.78, 72.04, 0, 
1, 1, Thinnning_Pines, 1079, 9, 92, 1035, 20, 18, 1030.8, 57.27, 110, 0, 8, 102, 0, 0, 0, 0, 0, 0, 0, 4.46, 1026.34, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 900, 12, 96, 1010, 30, 30, 2140.84, 71.36, 174, 0, 18, 156, 0, 0, 0, 0, 0, 0, 0, 10.98, 2129.86, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 903, 35, 93, 851, 36, 36, 2868.09, 79.67, 190, 0, 29, 161, 0, 0, 0, 0, 0, 0, 0, 53.68, 2814.41, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 1235, 36, 98, 849, 57, 48, 841.6, 17.53, 231, 8, 0, 231, 0, 0, 0, 8, 0, 0, 0, 0, 837.2, 0, 0, 0, 4.4, 0, 0, 0, 
1, 1, Thinnning_Pines, 218, 19, 93, 911, 30, 30, 1740.69, 58.02, 187, 0, 47, 140, 0, 0, 0, 0, 0, 0, 0, 1393.42, 347.27, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 1117, 32, 93, 860, 29, 28, 2268.6, 81.02, 167, 6, 0, 167, 0, 0, 0, 6, 0, 0, 0, 0, 2265.73, 0, 0, 0, 2.87, 0, 0, 0, 
1, 1, Thinnning_Pines, 1149, 30, 90, 871, 33, 32, 3160.73, 98.77, 197, 0, 10, 187, 0, 0, 0, 0, 0, 0, 0, 7.73, 3153, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 570, 27, 94, 882, 19, 19, 1787.04, 94.05, 116, 0, 4, 112, 0, 0, 0, 0, 0, 0, 0, 2.98, 1784.06, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 787, 20, 85, 904, 23, 22, 1197.95, 54.45, 140, 10, 23, 117, 0, 0, 0, 5, 3, 2, 0, 211.31, 970.1, 0, 0, 0, 7.63, 2.77, 6.14, 0, 
1, 1, Thinnning_Pines, 302, 34, 88, 855, 64, 59, 5466.86, 92.66, 407, 44, 31, 376, 0, 0, 0, 44, 0, 0, 0, 214.71, 5231.12, 0, 0, 0, 21.03, 0, 0, 0, 
1, 1, Thinnning_Pines, 1181, 1, 100, 1302, 41, 33, 291.77, 8.84, 231, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 291.77, 0, 0, 0, 0, 0, 0, 0, 
1, 1, Thinnning_Pines, 994, 3, 100, 1255, 33, 26, 226.4, 8.71, 182, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 226.4, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Clearcut_Slash, 32, 50, 120, 2700, 11, 11, 2223.87, 202.17, 0, 99, 55, 0, 0, 33, 0, 0, 0, 11, 0, 227.59, 0, 0, 1985.06, 0, 0, 0, 11.22, 0, 
2, 1, Clearcut_Slash, 34, 43, 120, 2700, 25, 25, 5054.25, 202.17, 0, 225, 125, 0, 0, 75, 0, 0, 0, 25, 0, 517.25, 0, 0, 4511.5, 0, 0, 0, 25.5, 0, 
2, 1, Clearcut_Slash, 41, 39, 120, 2700, 13, 13, 2628.21, 202.17, 0, 117, 65, 0, 0, 39, 0, 0, 0, 13, 0, 268.97, 0, 0, 2345.98, 0, 0, 0, 13.26, 0, 
2, 1, Clearcut_Slash, 338, 42, 120, 2700, 31, 31, 6409.67, 206.76, 0, 279, 155, 0, 0, 93, 0, 0, 0, 31, 0, 642.59, 0, 0, 5737.46, 0, 0, 0, 29.62, 0, 
2, 1, Thinnning_Pines, 71, 62, 82, 887, 19, 13, 199.44, 15.34, 91, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 199.44, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Clearcut_Slash, 86, 37, 120, 2700, 10, 10, 2214.7, 221.47, 0, 90, 50, 0, 0, 30, 0, 0, 0, 10, 0, 224.78, 0, 0, 1978.86, 0, 0, 0, 11.06, 0, 
2, 1, Clearcut_Slash, 102, 56, 120, 2700, 20, 20, 4185.8, 209.29, 0, 180, 100, 0, 0, 60, 0, 0, 0, 20, 0, 415, 0, 0, 3752.4, 0, 0, 0, 18.4, 0, 
2, 1, Thinnning_Pines, 107, 67, 92, 864, 28, 24, 651.15, 27.13, 144, 0, 26, 118, 0, 0, 0, 0, 0, 0, 0, 111.02, 540.13, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 685, 49, 96, 989, 33, 33, 854.53, 25.89, 191, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 854.53, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 403, 45, 94, 1138, 32, 28, 125.3, 4.48, 180, 0, 13, 167, 0, 0, 0, 0, 0, 0, 0, 31.51, 93.79, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 321, 55, 89, 914, 24, 24, 613.45, 25.56, 163, 0, 26, 137, 0, 0, 0, 0, 0, 0, 0, 257.95, 355.5, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 167, 69, 91, 858, 21, 21, 688.28, 32.78, 129, 0, 2, 127, 0, 0, 0, 0, 0, 0, 0, 29.28, 659, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 1327, 53, 82, 930, 10, 10, 95.51, 9.55, 54, 0, 6, 48, 0, 0, 0, 0, 0, 0, 0, 63.25, 32.26, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 930, 60, 90, 888, 56, 56, 1309.78, 23.39, 372, 0, 65, 307, 0, 0, 0, 0, 0, 0, 0, 96.2, 1213.58, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 294, 63, 98, 885, 90, 90, 2401.76, 26.69, 530, 0, 81, 449, 0, 0, 0, 0, 0, 0, 0, 248.91, 2152.85, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 255, 61, 95, 888, 74, 73, 2297.45, 31.47, 466, 0, 64, 402, 0, 0, 0, 0, 0, 0, 0, 352.5, 1944.95, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 967, 54, 94, 929, 51, 48, 1504.13, 31.34, 324, 0, 46, 278, 0, 0, 0, 0, 0, 0, 0, 149.93, 1354.2, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 839, 47, 91, 1017, 21, 19, 453.32, 23.86, 115, 0, 9, 106, 0, 0, 0, 0, 0, 0, 0, 2.1, 451.22, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 283, 59, 88, 903, 39, 38, 1215.13, 31.98, 247, 0, 28, 219, 0, 0, 0, 0, 0, 0, 0, 15.21, 1199.92, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 284, 52, 92, 932, 41, 39, 201, 5.15, 205, 0, 17, 188, 0, 0, 0, 0, 0, 0, 0, 91.6, 109.4, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 1024, 65, 93, 880, 41, 39, 1366.65, 35.04, 239, 0, 19, 220, 0, 0, 0, 0, 0, 0, 0, 59.2, 1307.45, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 506, 51, 97, 981, 47, 40, 768.82, 19.22, 265, 0, 46, 219, 0, 0, 0, 0, 0, 0, 0, 635.5, 133.32, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 505, 41, 96, 1210, 33, 27, 186.7, 6.91, 189, 0, 6, 183, 0, 0, 0, 0, 0, 0, 0, 3.34, 183.36, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 740, 44, 93, 1162, 8, 7, 45.89, 6.56, 44, 0, 2, 42, 0, 0, 0, 0, 0, 0, 0, 22.73, 23.16, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 1079, 46, 92, 1035, 20, 18, 411.98, 22.89, 110, 0, 8, 102, 0, 0, 0, 0, 0, 0, 0, 1.78, 410.2, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 900, 48, 96, 1010, 30, 30, 856.08, 28.54, 174, 0, 18, 156, 0, 0, 0, 0, 0, 0, 0, 4.32, 851.76, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 903, 71, 93, 851, 36, 36, 1146.9, 31.86, 190, 0, 29, 161, 0, 0, 0, 0, 0, 0, 0, 21.36, 1125.54, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 1235, 72, 98, 849, 57, 48, 334.01, 6.96, 231, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 334.01, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 218, 57, 93, 911, 30, 30, 695.41, 23.18, 187, 0, 47, 140, 0, 0, 0, 0, 0, 0, 0, 557.1, 138.31, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 1117, 68, 93, 860, 29, 28, 905.73, 32.35, 167, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 905.73, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 1149, 66, 90, 871, 33, 32, 1263.44, 39.48, 197, 0, 10, 187, 0, 0, 0, 0, 0, 0, 0, 3.06, 1260.38, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 570, 64, 94, 882, 19, 19, 714.41, 37.6, 116, 0, 4, 112, 0, 0, 0, 0, 0, 0, 0, 1.2, 713.21, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 787, 58, 85, 904, 23, 22, 472.16, 21.46, 140, 0, 23, 117, 0, 0, 0, 0, 0, 0, 0, 84.52, 387.64, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 302, 70, 88, 855, 64, 59, 2176.68, 36.89, 407, 0, 31, 376, 0, 0, 0, 0, 0, 0, 0, 85.5699999999999, 2091.11, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 1181, 38, 100, 1302, 41, 33, 115.91, 3.51, 231, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 115.91, 0, 0, 0, 0, 0, 0, 0, 
2, 1, Thinnning_Pines, 994, 40, 100, 1255, 33, 26, 89.94, 3.46, 182, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 89.94, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Clearcut_Slash, 37, 74, 120, 2700, 16, 16, 3234.72, 202.17, 0, 144, 80, 0, 0, 48, 0, 0, 0, 16, 0, 331.04, 0, 0, 2887.36, 0, 0, 0, 16.32, 0, 
3, 1, Clearcut_Slash, 13, 77, 118, 2666, 79, 78, 16453.94, 210.95, 0, 702, 390, 0, 0, 234, 0, 0, 0, 78, 0, 1667, 0, 0, 14708.14, 0, 0, 0, 78.8, 0, 
3, 1, Thinnning_Pines, 71, 95, 82, 887, 19, 13, 79.39, 6.11, 91, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 79.39, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Clearcut_Slash, 72, 73, 120, 2700, 17, 17, 3458.25, 203.43, 0, 153, 85, 0, 0, 51, 0, 0, 0, 17, 0, 351.91, 0, 0, 3089.3, 0, 0, 0, 17.04, 0, 
3, 1, Thinnning_Pines, 107, 100, 92, 864, 28, 24, 260.08, 10.84, 144, 0, 26, 118, 0, 0, 0, 0, 0, 0, 0, 44.29, 215.79, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 685, 84, 96, 989, 33, 33, 341.46, 10.35, 191, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 341.46, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 403, 80, 94, 1138, 32, 28, 49.55, 1.77, 180, 0, 13, 167, 0, 0, 0, 0, 0, 0, 0, 12.56, 36.99, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 321, 89, 89, 914, 24, 24, 244.74, 10.2, 163, 0, 26, 137, 0, 0, 0, 0, 0, 0, 0, 103.07, 141.67, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 167, 102, 91, 858, 21, 21, 274.92, 13.09, 129, 0, 2, 127, 0, 0, 0, 0, 0, 0, 0, 11.7, 263.22, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 1327, 87, 82, 930, 10, 10, 38.03, 3.8, 54, 0, 6, 48, 0, 0, 0, 0, 0, 0, 0, 25.27, 12.76, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 930, 93, 90, 888, 56, 56, 522.27, 9.33, 372, 0, 65, 307, 0, 0, 0, 0, 0, 0, 0, 38.09, 484.18, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 294, 96, 98, 885, 90, 90, 959.11, 10.66, 530, 0, 81, 449, 0, 0, 0, 0, 0, 0, 0, 99.35, 859.76, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 255, 94, 95, 888, 74, 73, 917.28, 12.57, 466, 0, 64, 402, 0, 0, 0, 0, 0, 0, 0, 140.74, 776.54, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 967, 88, 94, 929, 51, 48, 600.45, 12.51, 324, 0, 46, 278, 0, 0, 0, 0, 0, 0, 0, 59.61, 540.84, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 839, 82, 91, 1017, 21, 19, 181.06, 9.53, 115, 0, 9, 106, 0, 0, 0, 0, 0, 0, 0, 0.87, 180.19, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 283, 92, 88, 903, 39, 38, 485.26, 12.77, 247, 0, 28, 219, 0, 0, 0, 0, 0, 0, 0, 5.92, 479.34, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 284, 86, 92, 932, 41, 39, 79.8, 2.05, 205, 0, 17, 188, 0, 0, 0, 0, 0, 0, 0, 36.54, 43.26, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 1024, 98, 93, 880, 41, 39, 545.86, 14, 239, 0, 19, 220, 0, 0, 0, 0, 0, 0, 0, 23.54, 522.32, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 506, 85, 97, 981, 47, 40, 306.76, 7.67, 265, 0, 46, 219, 0, 0, 0, 0, 0, 0, 0, 254.21, 52.55, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 505, 78, 96, 1210, 33, 27, 74.03, 2.74, 189, 0, 6, 183, 0, 0, 0, 0, 0, 0, 0, 1.3, 72.73, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 740, 79, 93, 1162, 8, 7, 18.2, 2.6, 44, 0, 2, 42, 0, 0, 0, 0, 0, 0, 0, 9.08, 9.12, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 1079, 81, 92, 1035, 20, 18, 164.53, 9.14, 110, 0, 8, 102, 0, 0, 0, 0, 0, 0, 0, 0.73, 163.8, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 900, 83, 96, 1010, 30, 30, 342.12, 11.4, 174, 0, 18, 156, 0, 0, 0, 0, 0, 0, 0, 1.8, 340.32, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 903, 104, 93, 851, 36, 36, 458.41, 12.73, 190, 0, 29, 161, 0, 0, 0, 0, 0, 0, 0, 8.6, 449.81, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 1235, 105, 98, 849, 57, 48, 132.86, 2.77, 231, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 132.86, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 218, 90, 93, 911, 30, 30, 277.61, 9.25, 187, 0, 47, 140, 0, 0, 0, 0, 0, 0, 0, 222.72, 54.89, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 1117, 101, 93, 860, 29, 28, 361.63, 12.92, 167, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 361.63, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 1149, 99, 90, 871, 33, 32, 504.7, 15.77, 197, 0, 10, 187, 0, 0, 0, 0, 0, 0, 0, 1.16, 503.54, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 570, 97, 94, 882, 19, 19, 285.29, 15.02, 116, 0, 4, 112, 0, 0, 0, 0, 0, 0, 0, 0.44, 284.85, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 787, 91, 85, 904, 23, 22, 188.29, 8.56, 140, 0, 23, 117, 0, 0, 0, 0, 0, 0, 0, 33.66, 154.63, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 302, 103, 88, 855, 64, 59, 868.8, 14.73, 407, 0, 31, 376, 0, 0, 0, 0, 0, 0, 0, 34.17, 834.629999999999, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 1181, 75, 100, 1302, 41, 33, 45.65, 1.38, 231, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 45.65, 0, 0, 0, 0, 0, 0, 0, 
3, 1, Thinnning_Pines, 994, 76, 100, 1255, 33, 26, 35.42, 1.36, 182, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 35.42, 0, 0, 0, 0, 0, 0, 0, 
4, 1, Clearcut_Slash, 44, 106, 116, 2589, 97, 97, 19458.29, 200.6, 0, 854, 473, 9, 0, 279, 0, 0, 0, 93, 0, 2082.84, 215.95, 0, 17067.23, 0, 0, 0, 92.27, 0, 
4, 1, Clearcut_Slash, 50, 135, 117, 2507, 14, 14, 2721.88, 194.42, 0, 122, 67, 3, 0, 39, 0, 0, 0, 13, 0, 300.32, 313.62, 0, 2095.13, 0, 0, 0, 12.81, 0, 
4, 1, Thinnning_Pines, 71, 126, 82, 887, 19, 13, 31.45, 2.42, 91, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 31.45, 0, 0, 0, 0, 0, 0, 0, 
4, 1, Thinnning_Pines, 107, 131, 92, 864, 28, 24, 103.45, 4.31, 144, 0, 26, 118, 0, 0, 0, 0, 0, 0, 0, 17.62, 85.83, 0, 0, 0, 0, 0, 0, 0, 
4, 1, Thinnning_Pines, 685, 115, 96, 989, 33, 33, 135.78, 4.11, 191, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 135.78, 0, 0, 0, 0, 0, 0, 0, 
4, 1, Thinnning_Pines, 403, 111, 94, 1138, 32, 28, 19.13, 0.68, 180, 0, 13, 167, 0, 0, 0, 0, 0, 0, 0, 5.01, 14.12, 0, 0, 0, 0, 0, 0, 0, 
4, 1, Thinnning_Pines, 321, 120, 89, 914, 24, 24, 97.26, 4.05, 163, 0, 26, 137, 0, 0, 0, 0, 0, 0, 0, 41.1, 56.16, 0, 0, 0, 0, 0, 0, 0, 
4, 1, Thinnning_Pines, 167, 133, 91, 858, 21, 21, 109.52, 5.22, 129, 0, 2, 127, 0, 0, 0, 0, 0, 0, 0, 4.68, 104.84, 0, 0, 0, 0, 0, 0, 0, 
4, 1, Thinnning_Pines, 1327, 118, 82, 930, 10, 10, 14.99, 1.5, 54, 0, 6, 48, 0, 0, 0, 0, 0, 0, 0, 10.1, 4.89, 0, 0, 0, 0, 0, 0, 0, 
4, 1, Thinnning_Pines, 930, 124, 90, 888, 56, 56, 207.54, 3.71, 372, 0, 65, 307, 0, 0, 0, 0, 0, 0, 0, 15.1, 192.44, 0, 0, 0, 0, 0, 0, 0, 
4, 1, Thinnning_Pines, 294, 127, 98, 885, 90, 90, 381.46, 4.24, 530, 0, 81, 449, 0, 0, 0, 0, 0, 0, 0, 39.38, 342.08, 0, 0, 0, 0, 0, 0, 0, 
4, 1, Thinnning_Pines, 255, 125, 95, 888, 74, 73, 365.19, 5, 466, 0, 64, 402, 0, 0, 0, 0, 0, 0, 0, 56.04, 309.15, 0, 0, 0, 0, 0, 0, 0, 
4, 1, Thinnning_Pines, 967, 119, 94, 929, 51, 48, 239.29, 4.99, 324, 0, 46, 278, 0, 0, 0, 0, 0, 0, 0, 23.82, 215.47, 0, 0, 0, 0, 0, 0, 0, 
