Time,Ecoregion,SoilType,NrOfCohorts,MaxLayerStdev,Layers,PAR0,Tmin(C),Tave(C),Tday(C),Tmax(C),Precip(mm/mo),CO2(ppm),O3(cum_ppb_h,RunOff(mm/mo),Leakage(mm),PET(mm),Evaporation(mm),Transpiration(mm),Interception(mm),PrecLoss(mm/mo),water(mm),PressureHead(mm),SnowPack(mm),LAI(m2),VPD(kPa),GrossPsn(gC_m2_mo),NetPsn(gC_m2_mo),MaintenanceRespiration(gC_mo),Wood(gDW),Root(gDW),Fol(gDW),NSC(gC),HeteroResp(gC_mo),Litter(gDW_m2),CWD(gDW_m2),WoodSenescence(gDW_m2),FoliageSenescence(gDW_m2),SubCanopyPAR,FrostDepth(mm),LeakageFrac(-)
2009.167,SALO1,SALO,2,34,1,383.8795,4.66133,10.65592,13.65322,16.65051,125.3433,390,-99,0,84.93279,5.867587,5.493855,0.3737311,0,37.60299,183.0595,3,0,0.03840751,0.7110149,2.780644,2.479179,0.1060906,109,53,3.258977,14.43751,1,1,1.61600005626678,0,1,375.4226,1000,1
2009.25,SALO1,SALO,2,34,1,527.2108,9.614363,16.66132,20.1848,23.70828,41.96898,390,-99,0,22.90891,15.71358,14.82308,0.8904916,0.1608833,12.54243,173.7028,4,0,0.03840751,1.168453,4.031655,3.581004,0.1659895,109,53,3.258977,17.85252,1,1,1.61600005626678,0,1,515.5964,1000,1
2009.333,SALO1,SALO,2,34,1,519.4026,15.71557,21.29219,24.08051,26.86882,105.3228,390,-99,0,57.64407,15.30636,14.20976,1.096599,0.403743,31.47573,174.1957,4,0,0.03840751,1.212712,4.783599,4.17238,0.2328682,109,53,3.258977,21.79203,1,1,1.61600005626678,0,1,507.9601,1000,1
2009.417,SALO1,SALO,2,34,1,591.7169,19.76349,25.58446,28.49495,31.40543,69.99529,390,-99,0,33.08763,20.40395,18.98481,1.419139,0.2683189,20.91809,169.5129,4,0,0.03840751,1.585775,4.734218,4.01448,0.3177052,109,53,3.258977,25.4888,1,1,1.61600005626678,0,1,578.6814,1000,1
2009.5,SALO1,SALO,2,34,1,576.9437,20.17489,25.83633,28.66705,31.49777,102.7677,390,-99,0,51.24854,19.38981,17.96105,1.428761,0.3939481,30.71212,170.5362,4,0,0.03840751,1.565334,4.828561,4.077587,0.3216259,109,53,3.258977,29.24476,1,1,1.61600005626678,0,1,564.2337,1000,1
2009.583,SALO1,SALO,2,34,1,462.6973,21.28325,26.17854,28.62618,31.07383,110.6116,390,-99,0,57.96631,11.50788,10.31668,1.191195,0.4240169,33.05628,178.1932,3,0,0.03840751,1.389173,4.536194,3.775524,0.3230206,109,53,3.258977,32.69727,1,1,1.61600005626678,0,1,452.504,1000,1
2009.667,SALO1,SALO,2,34,1,385.939,16.20132,21.88001,24.71935,27.5587,69.3526,390,-99,0,37.17918,6.174594,5.228429,0.946165,0.2658552,20.72602,183.2001,3,0,0.03840751,1.273259,3.931109,3.32147,0.2342562,109,53,3.258977,35.78448,1,1,1.61600005626678,0,1,377.4367,1000,1
2009.75,SALO1,SALO,2,34,1,312.0101,10.34842,16.0401,18.88594,21.73178,50.3298,390,-99,0,29.30222,1.092872,0.5303491,0.5625231,0.1929335,15.04106,187.9007,3,0,0.03840751,0.9247804,3.217856,2.770825,0.1522191,109,53,3.258977,38.40308,1,1,1.61600005626678,0,1,305.1365,1000,1
2009.833,SALO1,SALO,2,34,1,244.7663,6.011706,11.6714,14.50124,17.33109,145.6964,390,-99,0,100.6853,0,0,0.2982635,0.5585105,43.54138,188.5138,3,0,0.03840751,0.7154167,2.205494,1.889589,0.1096992,109,53,3.258977,40.18298,1,1,1.61600005626678,0,1,239.3741,1000,1
2009.917,SALO1,SALO,2,34,1,201.332,-0.2866858,5.04134,7.705353,10.36937,143.8141,390,-99,0,100.2245,0,0,0,0.551295,42.97886,188.5732,3,0,0,0.4548683,0,0,0.06861874,109,53,0,40.11435,1,4.25897717475891,1.61600005626678,0,2,201.332,1000,1
2010,SALO1,SALO,2,42,1,238.4939,-2.860776,3.338971,6.438845,9.538719,122.5606,390,-99,0,85.79248,0,0,0,0,36.76817,188.5732,3,0,0,0.4825662,0,0,0.06071294,124,61,0,14.51161,1,3,2.72000008821487,0,2,238.4939,1000,1
2010.083,SALO1,SALO,2,42,1,292.7419,-1.572742,4.061,6.877871,9.694742,118.1694,390,-99,0,82.71854,0.2244416,0.2244416,0,0,35.45083,188.3488,3,0,0,0.4573029,0,0,0.07518037,124,61,0,14.43643,1,3,2.72000008821487,0,2,292.7419,1000,1
2010.167,SALO1,SALO,2,42,1,416.8972,4.491639,11.38262,14.8281,18.27359,72.23142,390,-99,0,49.86765,8.010335,7.459753,0.550582,0,21.66943,181.0328,3,0,0.04399412,0.8446499,3.448341,3.082794,0.1276619,124,61,3.732079,15.71212,1,3,2.72000008821487,0,2,406.3939,1000,1
2010.25,SALO1,SALO,2,42,1,564.896,10.1325,18.01661,21.95866,25.90072,31.28397,390,-99,0,13.38562,18.22028,16.96896,1.251318,0.1373288,9.343992,171.2295,4,0,0.04399412,1.398218,4.734322,4.172104,0.2098099,124,61,3.732079,19.67442,1,3,2.72000008821487,0,2,550.664,1000,1
2010.333,SALO1,SALO,2,42,1,551.7132,17.19602,22.93996,25.81193,28.6839,150.6546,390,-99,0,86.51135,17.44948,16.02485,1.424632,0.6613359,44.99798,172.264,4,0,0.04399412,1.362155,5.532749,4.77294,0.2993072,124,61,3.732079,24.14806,1,3,2.72000008821487,0,2,537.8134,1000,1
2010.417,SALO1,SALO,2,42,1,585.5881,21.91202,27.64852,30.51678,33.38503,107.8836,390,-99,0,57.35561,19.90477,18.21396,1.690806,0.4735819,32.223,170.1905,4,0,0.04399412,1.740456,5.139204,4.252498,0.3746138,124,61,3.732079,28.02594,1,3,2.72000008821487,0,2,570.8349,1000,1
2010.5,SALO1,SALO,2,42,1,598.1011,22.10324,27.84307,30.71299,33.5829,129.0512,390,-99,0,69.8972,20.77248,19.0315,1.740978,0.5665025,38.54543,169.4602,4,0,0.04399412,1.75886,5.236328,4.314438,0.3746138,124,61,3.732079,31.96576,1,3,2.72000008821487,0,2,583.0327,1000,1
2010.583,SALO1,SALO,2,42,1,495.1133,21.90525,27.43015,30.1926,32.95505,58.77239,390,-99,0,20.44489,13.66243,12.10487,1.557561,0.2579961,17.55432,176.313,4,0,0.04399412,1.661249,4.959927,4.050086,0.3746138,124,61,3.732079,35.64122,1,3,2.72000008821487,0,2,482.6394,1000,1
2010.667,SALO1,SALO,2,42,1,477.9311,17.99941,24.73091,28.09666,31.46241,191.2411,390,-99,0,119.6988,12.44258,10.97399,1.468594,0.8395004,57.12048,177.4527,4,0,0.04399412,1.73713,4.472336,3.675989,0.3270687,124,61,3.732079,38.99014,1,3,2.72000008821487,0,2,465.8901,1000,1
2010.75,SALO1,SALO,2,42,1,386.5214,9.904493,17.31314,21.01746,24.72178,19.92353,390,-99,0,1.904373,6.08394,5.12827,0.95567,0.08745929,5.950821,183.3497,3,0,0.04399412,1.269412,3.982633,3.426599,0.1893978,124,61,3.732079,42.22735,1,3,2.72000008821487,0,2,376.7834,1000,1
2010.833,SALO1,SALO,2,42,1,253.2762,3.944231,11.11869,14.70592,18.29315,30.9985,390,-99,0,16.04878,0,0,0.413884,0.1360756,9.258728,188.4907,3,0,0.04399412,0.8631717,2.536567,2.190035,0.1195214,124,61,3.732079,44.29785,1,3,2.72000008821487,0,2,246.8952,1000,1
2010.917,SALO1,SALO,2,42,1,199.9796,-3.919276,1.684855,4.486921,7.288987,41.68084,390,-99,0,27.65817,0,0,0,0.1747311,11.88888,188.5732,3,1.595024,0,0.4014263,0,0,0.06207825,124,61,0,44.23577,1,6.73207855224609,2.72000008821487,0,2,0,1000,1
2011,SALO1,SALO,2,47,1,230.3744,-3.658643,2.65014,5.804531,8.958922,26.40241,390,-99,0,20.07692,0,0,0,0,7.920723,188.5732,3,0,0,0.4725578,0,0,0.06624597,141,69,0,16.61856,3,4,3.96799999475479,1,2,230.3744,1000,1
2011.083,SALO1,SALO,2,47,1,316.6538,1.155459,8.571128,12.27896,15.9868,79.08389,390,-99,0,55.35869,1.851994,1.851994,0,0,23.72517,186.7213,3,0,0,0.7643934,0,0,0.1157035,141,69,0,16.50286,3,4,3.96799999475479,1,2,316.6538,1000,1
2011.167,SALO1,SALO,2,47,1,390.7516,4.373593,11.62845,15.25587,18.8833,82.95191,390,-99,0,55.65349,6.183909,5.517173,0.6667368,0,24.88557,182.9503,3,0,0.04999084,0.8986627,3.924846,3.501589,0.1475959,141,69,4.239639,17.94902,3,4,3.96799999475479,1,2,379.5845,1000,1
2011.25,SALO1,SALO,2,47,1,525.3428,10.79953,18.68237,22.62379,26.56521,72.22127,390,-99,0,43.3719,15.42892,13.96617,1.462747,0.3601393,21.55834,174.4522,4,0,0.04999084,1.450658,5.334198,4.66927,0.249727,141,69,4.239639,22.36856,3,4,3.96799999475479,1,2,510.3294,1000,1
2011.333,SALO1,SALO,2,47,1,578.0533,15.29468,22.34439,25.86925,29.39411,71.86494,390,-99,0,34.18832,19.11717,17.27437,1.842808,0.3583624,21.45197,171.2013,4,0,0.04999084,1.597389,6.102875,5.264172,0.3290498,141,69,4.239639,27.30367,3,4,3.96799999475479,1,2,561.5335,1000,1
2011.417,SALO1,SALO,2,47,1,637.8953,19.82787,27.54615,31.4053,35.26444,109.2329,390,-99,0,56.71855,23.38351,21.1564,2.227111,0.5447019,32.60647,167.181,5,0,0.04999084,2.283524,5.159422,4.155419,0.4257798,141,69,4.239639,31.03331,3,4,3.96799999475479,1,2,619.6653,1000,1
2011.5,SALO1,SALO,2,47,1,595.9576,22.05132,29.37977,33.04399,36.70822,84.02253,390,-99,0,35.1687,20.53836,18.34457,2.193796,0.4189875,25.08106,169.9963,4,0,0.04999084,2.390046,4.855733,3.761879,0.4257798,141,69,4.239639,34.36942,3,4,3.96799999475479,1,2,578.926,1000,1
2011.583,SALO1,SALO,2,47,1,574.4376,20.06794,27.5082,31.22833,34.94846,123.3317,390,-99,0,65.32161,19.01553,16.90033,2.115197,0.615007,36.81501,171.5609,4,0,0.04999084,2.202907,5.079483,4.043283,0.4257798,141,69,4.239639,37.98692,3,4,3.96799999475479,1,2,558.0213,1000,1
2011.667,SALO1,SALO,2,47,1,389.3294,16.7472,22.82246,25.86009,28.89772,117.6625,390,-99,0,63.85361,6.240534,4.8722,1.368334,0.5867369,35.12273,183.4198,3,0,0.04999084,1.426666,5.073816,4.243166,0.3255537,141,69,4.239639,41.90454,3,4,3.96799999475479,1,2,378.2031,1000,1
2011.75,SALO1,SALO,2,47,1,377.5794,7.43572,15.15763,19.01858,22.87954,53.6287,390,-99,0,31.35487,5.363227,4.418769,0.944458,0.2674254,16.00838,184.0546,3,0,0.04999084,1.167592,4.279138,3.731309,0.185343,141,69,4.239639,45.45052,3,4,3.96799999475479,1,2,366.7888,1000,1
2011.833,SALO1,SALO,2,47,1,278.6787,4.026283,11.84783,15.7586,19.66937,97.78082,390,-99,0,63.04391,0,0,0.5730066,0.4875947,29.18797,188.543,3,0,0.04999084,0.9755806,3.107144,2.690559,0.1424171,141,69,4.239639,47.99865,3,4,3.96799999475479,1,2,270.7145,1000,1
2011.917,SALO1,SALO,2,47,1,218.0005,2.515742,9.617799,13.16883,16.71985,30.27619,390,-99,0,21.05731,0,0,0,0.1509756,9.037565,188.5732,3,0,0,0.7822078,0,0,0.1203743,141,69,0,47.87828,3,8.23963904380798,3.96799999475479,1,3,218.0005,1000,1
2012,SALO1,SALO,2,53,1,247.7641,1.071026,7.916557,11.33932,14.76209,58.95212,390,-99,0,41.26645,0,0,0,0,17.68564,188.5732,3,0,0,0.6824772,0,0,0.1079492,160,78,0,18.8792,3,6,5.23199999332428,2,3,247.7641,1000,1
2012.083,SALO1,SALO,2,53,1,291.1073,1.560321,8.518586,11.99772,15.47685,54.19102,390,-99,0,37.93369,0.118951,0.118951,0,0,16.25731,188.4543,3,0,0,0.718547,0,0,0.1299357,160,78,0,18.74927,3,6,5.23199999332428,2,3,291.1073,1000,1
2012.167,SALO1,SALO,2,53,1,422.4473,9.271516,16.66235,20.35776,24.05318,105.084,390,-99,0,72.55811,8.305757,7.069088,1.236668,0,31.5252,181.1492,3,0,0.0562367,1.221153,5.357329,4.675988,0.2357131,160,78,4.767996,21.04395,3,6,5.23199999332428,2,3,408.8906,1000,1
2012.25,SALO1,SALO,2,53,1,511.5182,9.507598,17.3663,21.29565,25.225,72.30395,390,-99,0,41.47633,14.32597,12.82716,1.49881,0.4054723,21.56954,175.6759,4,0,0.0562367,1.344359,5.897882,5.208111,0.2567426,160,78,4.767996,25.99531,3,6,5.23199999332428,2,3,495.1031,1000,1
2012.333,SALO1,SALO,2,53,1,553.4272,15.60164,22.60191,26.10205,29.60219,143.8439,390,-99,0,85.34943,17.30704,15.23355,2.073494,0.8066606,42.91119,173.1455,4,0,0.0562367,1.609048,6.817086,5.861947,0.3770511,160,78,4.767996,31.4802,3,6,5.23199999332428,2,3,535.6671,1000,1
2012.417,SALO1,SALO,2,53,1,608.058,16.60287,24.32758,28.18993,32.05228,74.85846,390,-99,0,34.41093,21.09026,18.71048,2.379784,0.4197977,22.3316,169.7513,4,0,0.0562367,1.932202,6.515534,5.515372,0.4338601,160,78,4.767996,36.56171,3,6,5.23199999332428,2,3,588.5447,1000,1
2012.5,SALO1,SALO,2,53,1,599.2559,22.59931,29.59211,33.08852,36.58492,153.1571,390,-99,0,85.46854,20.61733,18.1852,2.432126,0.8588875,45.68946,170.2741,4,0,0.0562367,2.312804,5.563039,4.326301,0.479098,160,78,4.767996,40.40891,3,6,5.23199999332428,2,3,580.0251,1000,1
2012.583,SALO1,SALO,2,53,1,524.0942,20.13739,26.44868,29.60433,32.75998,125.4405,390,-99,0,67.08792,15.39189,13.2637,2.128195,0.7034562,37.42112,175.1103,4,0,0.0562367,1.789246,6.292255,5.168353,0.479098,160,78,4.767996,45.09816,3,6,5.23199999332428,2,3,507.2755,1000,1
2012.667,SALO1,SALO,2,53,1,433.1519,16.67505,23.23121,26.50929,29.78737,86.37813,390,-99,0,45.04601,9.133273,7.437397,1.695876,0.4843988,25.76812,181.0565,3,0,0.0562367,1.565605,5.730293,4.777984,0.3765471,160,78,4.767996,49.4996,3,6,5.23199999332428,2,3,419.2517,1000,1
2012.75,SALO1,SALO,2,53,1,350.1628,9.659505,17.00364,20.67571,24.34778,36.01847,390,-99,0,16.45761,3.446968,2.295892,1.151075,0.2019875,10.74495,186.2235,3,0,0.0562367,1.237539,4.920505,4.223994,0.2368384,160,78,4.767996,53.48676,3,6,5.23199999332428,2,3,338.9256,1000,1
2012.833,SALO1,SALO,2,53,1,262.6047,1.502519,9.192776,13.0379,16.88303,28.50481,390,-99,0,17.49178,0,0,0,0.1598518,8.503489,188.5732,3,0,0,0.8205064,0,0,0.1332688,160,78,0,53.35349,3,10.767995595932,5.23199999332428,2,4,262.6047,1000,1
2012.917,SALO1,SALO,2,53,1,196.3753,4.506248,10.65132,13.72385,16.79638,109.458,390,-99,0,76.25537,0,0,0.3831715,0,32.8374,188.5554,3,0,0.0562367,0.727416,2.786604,2.345711,0.1468461,160,78,4.767996,53.40676,3,10.767995595932,5.23199999332428,2,4,190.0734,1000,1
2013,SALO1,SALO,2,61,1,215.3239,2.102993,8.374505,11.51026,14.64602,49.41916,390,-99,0,34.38145,0,0,0,0.2771371,14.74261,188.5732,3,0,0,0.6469927,0,0,0.1260309,179,88,0,21.23063,4,11.767995595932,6.52799999713898,2,4,215.3239,1000,1
2013.083,SALO1,SALO,2,61,1,285.9843,0.5164254,6.975784,10.20546,13.43514,97.53652,390,-99,0,68.2755,0,0,0,0,29.26096,188.5732,3,0,0,0.6107805,0,0,0.131465,179,88,0,21.09916,4,11.767995595932,6.52799999713898,2,4,285.9843,1000,1
2013.167,SALO1,SALO,2,61,1,400.7555,1.373749,8.554287,12.14456,15.73483,59.03862,390,-99,0,41.32704,7.553069,7.553069,0,0,17.71159,181.0202,3,0,0,0.7412904,0,0,0.150741,179,88,0,20.94843,4,11.767995595932,6.52799999713898,2,4,400.7555,1000,1
2013.25,SALO1,SALO,2,61,1,483.7312,10.07252,17.0415,20.52599,24.01048,106.9117,390,-99,0,66.19135,12.30178,10.83898,1.462801,0,32.07352,177.3652,4,0,0.06314961,1.181441,6.549953,5.791452,0.2803978,179,88,5.352431,24.05088,4,11.767995595932,6.52799999713898,2,4,466.3343,1000,1
2013.333,SALO1,SALO,2,61,1,557.9265,13.00698,20.15477,23.72867,27.30257,86.07446,390,-99,0,46.6956,17.38854,15.30954,2.079,0.5418442,25.65979,173.1537,4,0,0.06314961,1.437049,7.653284,6.709116,0.3575889,179,88,5.352431,30.40241,4,11.767995595932,6.52799999713898,2,4,537.8611,1000,1
2013.417,SALO1,SALO,2,61,1,514.3164,19.31866,25.04653,27.91046,30.77439,332.4547,390,-99,0,213.8508,14.54806,12.34553,2.202532,2.092823,99.10855,176.0082,4,0,0.06314961,1.518621,7.672513,6.515474,0.5034457,179,88,5.352431,36.41444,4,11.767995595932,6.52799999713898,2,4,495.8195,1000,1
2013.5,SALO1,SALO,2,61,1,528.7247,20.66043,26.05532,28.75276,31.4502,154.1538,390,-99,0,92.53516,15.54564,13.29869,2.246947,0.9704077,45.95501,175.1557,4,0,0.06314961,1.513006,7.856278,6.612681,0.5366656,179,88,5.352431,42.49046,4,11.767995595932,6.52799999713898,2,4,509.7097,1000,1
2013.583,SALO1,SALO,2,61,1,476.5309,19.53728,25.05966,27.82085,30.58204,104.2226,390,-99,0,57.22398,11.97979,9.919428,2.060363,0.6560876,31.06994,178.4485,3,0,0.06314961,1.468362,7.422935,6.226688,0.4925289,179,88,5.352431,48.22463,4,11.767995595932,6.52799999713898,2,4,459.3929,1000,1
2013.667,SALO1,SALO,2,61,1,400.269,16.57197,22.41794,25.34093,28.26391,56.62414,390,-99,0,27.69926,6.773347,5.122787,1.650561,0.3564526,16.88031,183.3632,3,0,0.06314961,1.346732,6.483585,5.455199,0.4001332,179,88,5.352431,53.2797,4,11.767995595932,6.52799999713898,2,4,385.8737,1000,1
2013.75,SALO1,SALO,2,61,1,302.0009,11.18013,17.52376,20.69558,23.8674,62.25396,390,-99,0,37.01465,0.1243233,0,1.138913,0.3918926,18.55862,188.5131,3,0,0.06314961,1.112246,5.416948,4.608852,0.2768192,179,88,5.352431,57.61174,4,11.767995595932,6.52799999713898,2,4,291.1398,1000,1
2013.833,SALO1,SALO,2,61,1,244.9416,1.076355,8.750618,12.58775,16.42488,47.66619,390,-99,0,33.09613,0,0,0,0.3000617,14.20984,188.5732,3,0,0,0.7974499,0,0,0.1453197,179,88,0,57.46642,4,17.1204268932343,6.52799999713898,2,4,244.9416,1000,1
2013.917,SALO1,SALO,2,61,1,195.9061,1.985564,8.57039,11.8628,15.15521,123.3781,390,-99,0,86.36467,0,0,0,0,37.01343,188.5732,3,0,0,0.6849535,0,0,0.1421595,179,88,0,57.32427,4,17.1204268932343,6.52799999713898,2,4,195.9061,1000,1
2014,SALO1,SALO,2,68,1,239.7047,-4.255778,2.592329,6.016382,9.440435,80.25068,390,-99,0,56.17543,0,0,0,0,24.0752,188.5732,3,0,0,0.5084388,0,0,0.09432939,200,98,0,23.83308,5,12,8.84000015258789,2,4,239.7047,1000,1
2014.083,SALO1,SALO,2,68,1,288.7332,0.6572107,6.880484,9.992121,13.10376,97.43128,390,-99,0,68.20181,0,0,0,0,29.22939,188.5732,3,0,0,0.5866263,0,0,0.1456301,200,98,0,23.68744,5,12,8.84000015258789,2,4,288.7332,1000,1
2014.167,SALO1,SALO,2,68,1,365.861,1.300292,8.62942,12.29398,15.95855,121.5799,390,-99,0,85.10599,5.190192,5.190192,0,0,36.47396,183.3831,3,0,0,0.7588419,0,0,0.168749,200,98,0,23.51869,5,12,8.84000015258789,2,4,365.861,1000,1
2014.25,SALO1,SALO,2,68,1,505.7552,10.11939,17.00064,20.44127,23.88189,122.2146,390,-99,0,78.98767,13.63466,12.0153,1.619362,0,36.66438,176.311,4,0,0.07030072,1.164976,7.353464,6.511548,0.3112501,200,98,5.956622,27.03851,5,12,8.84000015258789,2,4,485.5481,1000,1
2014.333,SALO1,SALO,2,68,1,618.3009,15.24884,22.09677,25.52073,28.9447,82.01028,390,-99,0,42.32787,21.35673,18.82321,2.533526,0.5745164,24.43073,169.6315,4,0,0.07030072,1.534335,8.735146,7.571136,0.4545639,200,98,5.956622,34.15508,5,12,8.84000015258789,2,4,593.5972,1000,1
2014.417,SALO1,SALO,2,68,1,570.511,19.86276,26.08624,29.19798,32.30972,67.02806,390,-99,0,25.19591,18.23819,15.51339,2.724804,0.4695597,19.96755,172.7883,4,0,0.07030072,1.733027,8.317537,6.976661,0.599256,200,98,5.956622,40.53249,5,12,8.84000015258789,2,4,547.7166,1000,1
2014.5,SALO1,SALO,2,68,1,590.0439,20.68509,26.3007,29.10851,31.91632,89.27098,390,-99,0,43.7506,19.55953,16.91966,2.639874,0.6253806,26.59368,171.5301,4,0,0.07030072,1.59136,8.775661,7.37909,0.599256,200,98,5.956622,47.31234,5,12,8.84000015258789,2,4,566.469,1000,1
2014.583,SALO1,SALO,2,68,1,552.4753,19.83376,25.13784,27.78988,30.44192,93.82853,390,-99,0,46.23021,16.98175,14.68487,2.296881,0.6573082,27.95137,173.538,4,0,0.07030072,1.419427,8.560326,7.224823,0.5511674,200,98,5.956622,53.98599,5,12,8.84000015258789,2,4,530.4017,1000,1
2014.667,SALO1,SALO,2,68,1,366.0647,17.94467,22.73021,25.12298,27.51575,171.1404,390,-99,0,102.4432,4.355271,2.802179,1.553092,1.19891,50.98245,185.6985,3,0,0.07030072,1.134102,7.244523,6.08261,0.4563158,200,98,5.956622,59.61229,5,12,8.84000015258789,2,4,351.4388,1000,1
2014.75,SALO1,SALO,2,68,1,389.2732,10.32383,17.62615,21.27731,24.92847,51.00039,390,-99,0,31.18747,5.874121,4.332664,1.541457,0.3572791,15.19293,184.0871,3,0,0.07030072,1.274683,6.397261,5.492165,0.309662,200,98,5.956622,64.79478,5,12,8.84000015258789,2,4,373.72,1000,1
2014.833,SALO1,SALO,2,68,1,247.5991,1.645062,8.448629,11.85041,15.2522,89.72452,390,-99,0,57.88101,0,0,0,0.6285579,26.72879,188.5732,3,0,0,0.7008119,0,0,0.1592683,200,98,0,64.6355,5,17.9566221237183,8.84000015258789,2,5,247.5991,1000,1
2014.917,SALO1,SALO,2,68,1,192.0779,2.353951,7.866441,10.62269,13.37893,124.8609,390,-99,0,87.40263,0,0,0,0,37.45826,188.5732,3,0,0,0.5563865,0,0,0.1525995,200,98,0,64.48289,5,17.9566221237183,8.84000015258789,2,5,192.0779,1000,1
